Description,Category
"It's hard remembering good passwords. Most people pick a one or two passwords and use them all over the place, which is a really bad idea, and we all feel bad about doing it. I got sick of feeling like this, so I wrote PWM to manage passwords for me. I fIt's hard remembering good passwords. Most people pick a one or two passwords and use them all over the place, which is a really bad idea, and we all feel bad about doing it. I got sick of feeling like this, so I wrote PWM to manage passwords for me. I f","Categories
Cryptography"
"The Autorun.inf-file is unsafe, but turning it off is uncomfortable and does not protect other computers. This program does. And it also performs certain actions when a USB-Stick is plugged in, so you won't lose functionality.The Autorun.inf-file is unsafe, but turning it off is uncomfortable and does not protect other computers. This program does. And it also performs certain actions when a USB-Stick is plugged in, so you won't lose functionality.","Categories
Security"
"PWCT is not a Wizard for creating your application in 1 2 3 steps. PWCT is a general-purpose visual programming language designed for novice and expert programmers.

A novice programmer can use PWCT to learn programming concepts like Data Structures, Control Structures and Programming Paradigms. An expert programmer can use PWCT to create any large and complex software.

Using PWCT we developed a textual programming language Compiler and Virtual Machine without writing a single line of code where the programming process done using the PWCT visual components. This language called Supernova and it's free-open source.

Many database, Multi-Media, Network, AI, Simulation & Math applications are developed using PWCT

You can see/edit the generated source code. PWCT support Harbour, Supernova, C, Python, & C#.NET and you can extend PWCT to support code generation in any text based programming language.

PWCT comes with many samples, tutorials and movies.PWCT is not a Wizard for creating your application in 1 2 3 steps. PWCT is a general-purpose visual programming language designed for novice and expert programmers.

A novice programmer can use PWCT to learn programming concepts like Data Structures, Control Structures and Programming Paradigms. An expert programmer can use PWCT to create any large and complex software.

Using PWCT we developed a textual programming language Compiler and Virtual Machine without writing a single line of code where the programming process done using the PWCT visual components. This language called Supernova and it's free-open source.

Many database, Multi-Media, Network, AI, Simulation & Math applications are developed using PWCT

You can see/edit the generated source code. PWCT support Harbour, Supernova, C, Python, & C#.NET and you can extend PWCT to support code generation in any text based programming language.

PWCT comes with many samples, tutorials and movies.","Categories
Software Development, Artificial Intelligence, Education"
"Notepad++ project is moving to GitHub:
https://github.com/notepad-plus-plus/notepad-plus-plusNotepad++ project is moving to GitHub:
https://github.com/notepad-plus-plus/notepad-plus-plus","Categories
Text Editors, Software Development"
jEdit is a programmer's text editor written in Java. It uses the Swing toolkit for the GUI and can be configured as a rather powerful IDE through the use of its plugin architecture.jEdit is a programmer's text editor written in Java. It uses the Swing toolkit for the GUI and can be configured as a rather powerful IDE through the use of its plugin architecture.,"Categories
Text Editors, Software Development, Web Development"
"ConEmu-Maximus5 aims to be handy, comprehensive, fast and reliable terminal window where you may host any console application developed either for WinAPI (cmd, powershell, far) or Unix PTY (cygwin, msys, wsl bash).
As Windows console window enhancement (local terminal emulator), it presents multiple consoles and simple GUI applications as one customizable tabbed GUI window with various features.

Also, due to deep integration, ConEmu is the best companion for Far Manager, my favorite shell replacement.

Disclaimer.
ConEmu is not a shell, so it does not provide ""shell features"" like tab-completion, command history and others. But you can run any shell or remote access client of your choice in ConEmu! Try Clink for bash-style completion in cmd.exe and PSReadLine or PowerTab in powershell.exe. Or just run Bash from your favourite distro.
Also, ConEmu does not provide remote access (SSH/Telnet/...) too, just use your remote client (ssh.exe, telnet.exe) instead.ConEmu-Maximus5 aims to be handy, comprehensive, fast and reliable terminal window where you may host any console application developed either for WinAPI (cmd, powershell, far) or Unix PTY (cygwin, msys, wsl bash).
As Windows console window enhancement (local terminal emulator), it presents multiple consoles and simple GUI applications as one customizable tabbed GUI window with various features.

Also, due to deep integration, ConEmu is the best companion for Far Manager, my favorite shell replacement.

Disclaimer.
ConEmu is not a shell, so it does not provide ""shell features"" like tab-completion, command history and others. But you can run any shell or remote access client of your choice in ConEmu! Try Clink for bash-style completion in cmd.exe and PSReadLine or PowerTab in powershell.exe. Or just run Bash from your favourite distro.
Also, ConEmu does not provide remote access (SSH/Telnet/...) too, just use your remote client (ssh.exe, telnet.exe) instead.","Categories
Terminals, Usability, Emulators"
"A 32/64/16-bit Pascal compiler for Win32/64/CE, Linux, Mac OS X/iOS, Android, FreeBSD, OS/2, Game Boy Advance, Nintendo NDS and DOS; semantically compatible with Delphi, Borland Pascal and Mac Pascal (partially) with extra features, e.g. operator overloading.A 32/64/16-bit Pascal compiler for Win32/64/CE, Linux, Mac OS X/iOS, Android, FreeBSD, OS/2, Game Boy Advance, Nintendo NDS and DOS; semantically compatible with Delphi, Borland Pascal and Mac Pascal (partially) with extra features, e.g. operator overloading.","Categories
Compilers"
"OmegaT is a free and open source multiplatform Computer Assisted Translation tool with fuzzy matching, translation memory, keyword search, glossaries, and translation leveraging into updated projects.OmegaT is a free and open source multiplatform Computer Assisted Translation tool with fuzzy matching, translation memory, keyword search, glossaries, and translation leveraging into updated projects.","Categories
Text Processing, Localization (L10N), Computer Aided Translation (CAT)"
"Scintilla is a free source code editing component which includes useful features such as syntax styling, error indicators, folding, code completion and call tips. The project includes SciTE (SCIntilla based Text Editor).Scintilla is a free source code editing component which includes useful features such as syntax styling, error indicators, folding, code completion and call tips. The project includes SciTE (SCIntilla based Text Editor).","Categories
Text Editors, Software Development"
"Doxygen is a JavaDoc like documentation system for C++, C, Java and IDL.Doxygen is a JavaDoc like documentation system for C++, C, Java and IDL.","Categories
Documentation, Source Code Analysis"
"Hibernate is an Object/Relational Mapper tool. It's very popular among Java applications and implements the Java Persistence API. Hibernate ORM enables developers to more easily write applications whose data outlives the application process. As an Object/Relational Mapping (ORM) framework, Hibernate is concerned with data persistence as it applies to relational databases (via JDBC).Hibernate is an Object/Relational Mapper tool. It's very popular among Java applications and implements the Java Persistence API. Hibernate ORM enables developers to more easily write applications whose data outlives the application process. As an Object/Relational Mapping (ORM) framework, Hibernate is concerned with data persistence as it applies to relational databases (via JDBC).","Categories
Database, Search Engines, Frameworks, Scientific/Engineering, Object-Relational Mapping (ORM)"
"Tool Command Language (Tcl) is an interpreted language and very portable interpreter for that language. Tcl is embeddable and extensible, and has been widely used since its creation in 1988 by John Ousterhout.

Bug reports to http://core.tcl.tk/tcl/

Follow code development at http://core.tcl.tk/tcl/Tool Command Language (Tcl) is an interpreted language and very portable interpreter for that language. Tcl is embeddable and extensible, and has been widely used since its creation in 1988 by John Ousterhout.

Bug reports to http://core.tcl.tk/tcl/

Follow code development at http://core.tcl.tk/tcl/","Categories
Desktop Environment, Interpreters, Internet"
"************************************************************************************************************************
* The primary FreeRTOS repository is now in Git. Go to https://github.com/freertos for the latest FreeRTOS kernel and libraries.
* Our support has moved to https://forums.freertos.org.
************************************************************************************************************************

FreeRTOS is a market-leading real-time operating system (RTOS) for microcontrollers and small microprocessors. Distributed freely under the MIT open source license, FreeRTOS includes a kernel and a growing set of libraries suitable for use across all industry sectors. Visit https://www.freertos.org for more information and other download options.

Note about support/discussions forum:
The FreeRTOS support forum has moved to https://forums.freertos.org. Please update your bookmarks and create new posts in the appropriate category in the new community forums.************************************************************************************************************************
* The primary FreeRTOS repository is now in Git. Go to https://github.com/freertos for the latest FreeRTOS kernel and libraries.
* Our support has moved to https://forums.freertos.org.
************************************************************************************************************************

FreeRTOS is a market-leading real-time operating system (RTOS) for microcontrollers and small microprocessors. Distributed freely under the MIT open source license, FreeRTOS includes a kernel and a growing set of libraries suitable for use across all industry sectors. Visit https://www.freertos.org for more information and other download options.

Note about support/discussions forum:
The FreeRTOS support forum has moved to https://forums.freertos.org. Please update your bookmarks and create new posts in the appropriate category in the new community forums.","Categories
Software Development, Operating System Kernels, Embedded Systems, ROMs"
"NSIS (Nullsoft Scriptable Install System) is a professional open source system to create Windows installers. It is designed to be as small and flexible as possible and is therefore very suitable for internet distribution.

Being a user's first experience with your product, a stable and reliable installer is an important component of succesful software. With NSIS you can create such installers that are capable of doing everything that is needed to setup your software.

NSIS is script-based and allows you to create the logic to handle even the most complex installation tasks. Many plug-ins and scripts are already available: you can create web installers, communicate with Windows and other software components, install or update shared components and more.NSIS (Nullsoft Scriptable Install System) is a professional open source system to create Windows installers. It is designed to be as small and flexible as possible and is therefore very suitable for internet distribution.

Being a user's first experience with your product, a stable and reliable installer is an important component of succesful software. With NSIS you can create such installers that are capable of doing everything that is needed to setup your software.

NSIS is script-based and allows you to create the logic to handle even the most complex installation tasks. Many plug-ins and scripts are already available: you can create web installers, communicate with Windows and other software components, install or update shared components and more.","Categories
Build Tools, Software Distribution, Installation/Setup"
"Community driven projects featuring the latest innovations for cutting edge apps. Our flagship project JBoss AS is the leading Open Source, standards-compliant, Java EE based application server implemented in 100% Pure Java.Community driven projects featuring the latest innovations for cutting edge apps. Our flagship project JBoss AS is the leading Open Source, standards-compliant, Java EE based application server implemented in 100% Pure Java.","Categories
Dynamic Content, Object Brokering, Operating System Kernels"
"SharpDevelop is the open-source IDE for the .NET platform. Write applications in languages including C#, VB.NET, F#, IronPython and IronRuby, as well as target rich and reach: Windows Forms or WPF, as well as ASP.NET MVC and WCF. It starts from USB drives, supports read-only projects, comes with integrated unit and performance testing tools, Git, NuGet and a lot more features that make you productive as a developer.SharpDevelop is the open-source IDE for the .NET platform. Write applications in languages including C#, VB.NET, F#, IronPython and IronRuby, as well as target rich and reach: Windows Forms or WPF, as well as ASP.NET MVC and WCF. It starts from USB drives, supports read-only projects, comes with integrated unit and performance testing tools, Git, NuGet and a lot more features that make you productive as a developer.","Categories
Integrated Development Environments (IDE), Software Testing, Debuggers"
"The home page for the Saxon XSLT 3.0, XQuery 3.1, and XPath 3.1 processor has moved to http://www.saxonica.com/. Information on this site is no longer kept up to date.

Sourceforge was the home for open-source versions of the Saxon XSLT 3.0, XQuery 3.1, and XPath 3.1, processor from 1999 until 2022. From version 12.0 in January 2023, you need to visit the Saxonica site at http://www.saxonica.com/ for the latest information and releases.The home page for the Saxon XSLT 3.0, XQuery 3.1, and XPath 3.1 processor has moved to http://www.saxonica.com/. Information on this site is no longer kept up to date.

Sourceforge was the home for open-source versions of the Saxon XSLT 3.0, XQuery 3.1, and XPath 3.1, processor from 1999 until 2022. From version 12.0 in January 2023, you need to visit the Saxonica site at http://www.saxonica.com/ for the latest information and releases.","Categories
Dynamic Content, Interpreters"
"A Free, Fast, and Small Automatic Formatter for C, C++, C++/CLI, Objective-C, C#, and Java Source Code.

Website: http://astyle.sourceforge.net/A Free, Fast, and Small Automatic Formatter for C, C++, C++/CLI, Objective-C, C#, and Java Source Code.

Website: http://astyle.sourceforge.net/","Categories
Software Development"
"wxWidgets is a C++ library that lets developers create applications for Windows, Mac OS X, Linux and other platforms with a single code base. It has popular language bindings for Python, Perl, Ruby and many other languages, and unlike other cross-platform toolkits, wxWidgets gives applications a truly native look and feel because it uses the platform's native API rather than emulating the GUI. It's also extensive, free, open-source and mature.wxWidgets is a C++ library that lets developers create applications for Windows, Mac OS X, Linux and other platforms with a single code base. It has popular language bindings for Python, Perl, Ruby and many other languages, and unlike other cross-platform toolkits, wxWidgets gives applications a truly native look and feel because it uses the platform's native API rather than emulating the GUI. It's also extensive, free, open-source and mature.","Categories
Frameworks"
"ATTENTION: Corey here, creator of BugTracker.NET. Please checkout the successor to BugTracker.NET, ""Budoco"", which is like BugTracker.NET, but runs cross platform and uses PostgreSQL.
https://github.com/ctrager/budoco

In November 2020 Microsoft released .NET 5, aka .NET Core aka dotnet core. It drops technologies that BugTracker.NET depends on. Budoco is a rewrite that runs on dotnet core. Budoco is *BU*gtracker dot net on *DO*tnet *CO*re.

Microsoft has a good track record of keeping so BugTracker.NET ""Classic"", which was born in 2001 and is still alive going into 2021, should be fine for the next few years.

So, about BugTracker.NET ""Classic"":

A web-based bug or issue tracker written using .NET 4.x Framework, ASP.NET, C#, and SQL Server (SQL Server Express too). Probably has all the features you need. Easy to setup. Power and flexibility when you need it. Learn more at http://ifdefined.com/bugtrackernet.htmlATTENTION: Corey here, creator of BugTracker.NET. Please checkout the successor to BugTracker.NET, ""Budoco"", which is like BugTracker.NET, but runs cross platform and uses PostgreSQL.
https://github.com/ctrager/budoco

In November 2020 Microsoft released .NET 5, aka .NET Core aka dotnet core. It drops technologies that BugTracker.NET depends on. Budoco is a rewrite that runs on dotnet core. Budoco is *BU*gtracker dot net on *DO*tnet *CO*re.

Microsoft has a good track record of keeping so BugTracker.NET ""Classic"", which was born in 2001 and is still alive going into 2021, should be fine for the next few years.

So, about BugTracker.NET ""Classic"":

A web-based bug or issue tracker written using .NET 4.x Framework, ASP.NET, C#, and SQL Server (SQL Server Express too). Probably has all the features you need. Easy to setup. Power and flexibility when you need it. Learn more at http://ifdefined.com/bugtrackernet.html","Categories
Help Desk, Collaborative Development, Agile Development Tools"
"TDM-GCC is now hosted on Github at https://jmeubank.github.io/tdm-gcc/.

The most recent stable releases from the GCC compiler project, for 32-bit and 64-bit Windows, cleverly disguised with a real installer & updater.TDM-GCC is now hosted on Github at https://jmeubank.github.io/tdm-gcc/.

The most recent stable releases from the GCC compiler project, for 32-bit and 64-bit Windows, cleverly disguised with a real installer & updater.","Categories
Compilers"
"We are deprecating our SourceForge installation.

For the latest information, downloads, and opportunities to contribute, please visit http://junit.org.

(JUnit is a simple framework for writing and running automated tests. As a political gesture, it celebrates programmers testing their own software.)We are deprecating our SourceForge installation.

For the latest information, downloads, and opportunities to contribute, please visit http://junit.org.

(JUnit is a simple framework for writing and running automated tests. As a political gesture, it celebrates programmers testing their own software.)","Categories
Software Development"
"The Lazarus IDE is a stable and feature rich visual programming environment for the FreePascal Compiler. It supports the creation of self-standing graphical and console applications and runs on Linux, FreeBSD, MacOSX and Windows.The Lazarus IDE is a stable and feature rich visual programming environment for the FreePascal Compiler. It supports the creation of self-standing graphical and console applications and runs on Linux, FreeBSD, MacOSX and Windows.","Categories
Integrated Development Environments (IDE), Build Tools, Code Generators, Debuggers"
"These plug-ins provide build and debug extensions for Eclipse CDT (C/C++ Development Tools) for 32/64-bits GNU ARM toolchains like GNU Tools for Embedded, Linaro, etc, ready to run STM32Fx project templates and full integration for advanced J-Link JTAG/SWD probes, including SWO tracing console and peripheral registers view.These plug-ins provide build and debug extensions for Eclipse CDT (C/C++ Development Tools) for 32/64-bits GNU ARM toolchains like GNU Tools for Embedded, Linaro, etc, ready to run STM32Fx project templates and full integration for advanced J-Link JTAG/SWD probes, including SWO tracing console and peripheral registers view.","Categories
Software Development, Build Tools"
"TortoiseSVN is a Subversion (SVN) client, implemented as a windows shell extension. Which means it's available right where you need it: in the Windows file explorer.
It's intuitive and easy to use, since it doesn't require the Subversion command line client to run. Simply the coolest Interface to (Sub)Version Control!

NOTE: The project has moved to osdn.net:
https://osdn.net/projects/tortoisesvn/TortoiseSVN is a Subversion (SVN) client, implemented as a windows shell extension. Which means it's available right where you need it: in the Windows file explorer.
It's intuitive and easy to use, since it doesn't require the Subversion command line client to run. Simply the coolest Interface to (Sub)Version Control!

NOTE: The project has moved to osdn.net:
https://osdn.net/projects/tortoisesvn/","Categories
Version Control, Usability, Subversion"
Integrates Eclipse with the SAP NetWeaver Application Server.Integrates Eclipse with the SAP NetWeaver Application Server.,"Categories
Application Servers"
"The TEI is an international and interdisciplinary standard used by libraries, museums, publishers, and academics to represent all kinds of literary and linguistic texts, using an encoding scheme that is maximally expressive and minimally obsolescent.The TEI is an international and interdisciplinary standard used by libraries, museums, publishers, and academics to represent all kinds of literary and linguistic texts, using an encoding scheme that is maximally expressive and minimally obsolescent.","Categories
Text Processing, Documentation, TEI"
The Eclipse Checkstyle plug-in integrates the Checkstyle Java code auditor into the Eclipse IDE. The plug-in provides real-time feedback to the user about violations of rules that check for coding style and possible error prone code constructs.The Eclipse Checkstyle plug-in integrates the Checkstyle Java code auditor into the Eclipse IDE. The plug-in provides real-time feedback to the user about violations of rules that check for coding style and possible error prone code constructs.,"Categories
QA Automation, Source Code Analysis, Code Review"
"With LT Browser, you can see mobile view of website on different screen sizes and resolution. With over 50+ devices to choose from, mobile website test hasn't been much easier. Use LT Browser and ensure that your website is mobile responsive. You can create your own custom devices and save it for future uses. Create new mobile, tablet or desktop devices and test website on various devices, screen resolution and perform screen resolution test for website on different screen sizes.
You don’t have to switch between two devices to perform mobile website test. Test on two devices simultaneously with LT Browser and perform mobile website test on different tablet and desktop devices and inspect website on different resolution and resolution simultaneously.
LT Browser comes with Dev Tool to debug multiple devices while performing responsiveness test on your devices simultaneously. Test website on various devices simultaneously with separate Dev Tools for each device.With LT Browser, you can see mobile view of website on different screen sizes and resolution. With over 50+ devices to choose from, mobile website test hasn't been much easier. Use LT Browser and ensure that your website is mobile responsive. You can create your own custom devices and save it for future uses. Create new mobile, tablet or desktop devices and test website on various devices, screen resolution and perform screen resolution test for website on different screen sizes.
You don’t have to switch between two devices to perform mobile website test. Test on two devices simultaneously with LT Browser and perform mobile website test on different tablet and desktop devices and inspect website on different resolution and resolution simultaneously.
LT Browser comes with Dev Tool to debug multiple devices while performing responsiveness test on your devices simultaneously. Test website on various devices simultaneously with separate Dev Tools for each device.","Categories
Software Testing"
"Mantis is an easily deployable, web based bugtracker to aid product bug tracking. It requires PHP, MySQL and a web server. Checkout our demo and hosted offering.Mantis is an easily deployable, web based bugtracker to aid product bug tracking. It requires PHP, MySQL and a web server. Checkout our demo and hosted offering.","Categories
Software Development, Workflow Management"
"Octave Forge is a central location for collaborative development of packages for GNU Octave. The Octave Forge packages expand Octave's core functionality by providing field specific features via Octave's package system. See https://octave.sourceforge.io/packages.php for a list of all available packages.

GNU Octave is a high-level interpreted language, primarily intended for numerical computations. It provides capabilities for the numerical solution of linear and nonlinear problems, and for performing other numerical experiments. It also provides extensive graphics capabilities for data visualization and manipulation. Octave is normally used through its interactive command line interface, but it can also be used to write non-interactive programs. The Octave language is quite similar to Matlab so that most programs are easily portable. Refer to https://www.octave.org for more information.Octave Forge is a central location for collaborative development of packages for GNU Octave. The Octave Forge packages expand Octave's core functionality by providing field specific features via Octave's package system. See https://octave.sourceforge.io/packages.php for a list of all available packages.

GNU Octave is a high-level interpreted language, primarily intended for numerical computations. It provides capabilities for the numerical solution of linear and nonlinear problems, and for performing other numerical experiments. It also provides extensive graphics capabilities for data visualization and manipulation. Octave is normally used through its interactive command line interface, but it can also be used to write non-interactive programs. The Octave language is quite similar to Matlab so that most programs are easily portable. Refer to https://www.octave.org for more information.","Categories
Scientific/Engineering, Libraries"
Home of the Open Object Rexx Project. ooRexx is the open source version of IBM's Object REXX Interpreter. It is upwardly compatible with classic REXX and will execute classic REXX programs unchanged. The project is managed by the Rexx Language Association.Home of the Open Object Rexx Project. ooRexx is the open source version of IBM's Object REXX Interpreter. It is upwardly compatible with classic REXX and will execute classic REXX programs unchanged. The project is managed by the Rexx Language Association.,"Categories
CGI Scripts, HTTP Servers, Interpreters, Systems Administration"
"ProGuard has moved to Github now: https://github.com/Guardsquare/proguard

ProGuard is a free Java class file shrinker, optimizer, obfuscator, and preverifier. It detects and removes unused classes, fields, methods, and attributes. It optimizes bytecode and removes unused instructions. It renames the remaining classes, fields, and methods using short meaningless names.

ProGuard is useful for making code more compact and more efficient, on the desktop, on tablets, on smartphones, and on embedded devices. It also makes code more difficult to reverse engineer.ProGuard has moved to Github now: https://github.com/Guardsquare/proguard

ProGuard is a free Java class file shrinker, optimizer, obfuscator, and preverifier. It detects and removes unused classes, fields, methods, and attributes. It optimizes bytecode and removes unused instructions. It renames the remaining classes, fields, and methods using short meaningless names.

ProGuard is useful for making code more compact and more efficient, on the desktop, on tablets, on smartphones, and on embedded devices. It also makes code more difficult to reverse engineer.","Categories
Build Tools, Code Generators"
JAGS is Just Another Gibbs Sampler. It is a program for the statistical analysis of Bayesian hierarchical models by Markov Chain Monte Carlo.JAGS is Just Another Gibbs Sampler. It is a program for the statistical analysis of Bayesian hierarchical models by Markov Chain Monte Carlo.,"Categories
Build Tools, Mathematics"
"JTrac is a generic issue-tracking web-application that can be easily customized by adding custom fields and drop-downs. Features include a customizable workflow, field level permissions, e-mail integration, file attachments, a detailed history view and changeable colors to fit a particular CI/CD.

After a long hiatus, development has resumed with version 2.2.0 in December 2021, 2.2.1 in February 2022, and 2.3.0 in February 2023. See https://sourceforge.net/p/j-trac/wiki/Home/ for release notes and documentation, and download it at https://sourceforge.net/projects/j-trac/files/jtrac/. Feedback is welcome.

It continues to be improved, and has recently been awarded the SourceForge ""Open Source Excellence"" badge.JTrac is a generic issue-tracking web-application that can be easily customized by adding custom fields and drop-downs. Features include a customizable workflow, field level permissions, e-mail integration, file attachments, a detailed history view and changeable colors to fit a particular CI/CD.

After a long hiatus, development has resumed with version 2.2.0 in December 2021, 2.2.1 in February 2022, and 2.3.0 in February 2023. See https://sourceforge.net/p/j-trac/wiki/Home/ for release notes and documentation, and download it at https://sourceforge.net/projects/j-trac/files/jtrac/. Feedback is welcome.

It continues to be improved, and has recently been awarded the SourceForge ""Open Source Excellence"" badge.","Categories
To-Do Lists, Software Testing, QA Automation"
"A fast and reliable tool, written in Java 8, for generating professional UML sequence diagrams from text. Supports actors, con-/destructors, threads, broadcasts, notes, and fragments. Can serve as a Javadoc taglet. Exports PDF, (E)PS, SVG, PNG, ...

The source code is hosted at http://github.com/sdedit/sdeditA fast and reliable tool, written in Java 8, for generating professional UML sequence diagrams from text. Supports actors, con-/destructors, threads, broadcasts, notes, and fragments. Can serve as a Javadoc taglet. Exports PDF, (E)PS, SVG, PNG, ...

The source code is hosted at http://github.com/sdedit/sdedit","Categories
UML, Documentation, Design"
The docking library for .Net Windows Forms development which mimics Visual Studio .Net.The docking library for .Net Windows Forms development which mimics Visual Studio .Net.,"Categories
Window Managers, User Interface (UI)"
