Description,Category
"NxServLiv allow compressed remote X sessions using NoMachine's NX oss libraries.
Like ssh terminal but graphical. Work from Modem to Lan with different compression ratios.
Developed initially for the Spanish distro LiVuxNxServLiv allow compressed remote X sessions using NoMachine's NX oss libraries.
Like ssh terminal but graphical. Work from Modem to Lan with different compression ratios.
Developed initially for the Spanish distro LiVux","Categories
Terminal Emulators, Communications, Systems Administration"
Enables access to SSH Shell and File Transfer services using a web browser. Java Servlet application uses pure HTML to provide access to SSH services.Enables access to SSH Shell and File Transfer services using a web browser. Java Servlet application uses pure HTML to provide access to SSH services.,"Categories
Telnet, Communications, WWW/HTTP, Systems Administration, Firewall"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 2.0 (GPLv2)","Categories
Terminals"
Electronical interlocking system for modular model railroad layouts.Electronical interlocking system for modular model railroad layouts.,"Categories
Serial, Networking"
This project contains the Linux serial driver for 8250/16550 (and compatible) UARTs. It is packaged in a stand-alone form that can be used with older and newer kernel versions. It also serves as a focal point for further serial driver development.This project contains the Linux serial driver for 8250/16550 (and compatible) UARTs. It is packaged in a stand-alone form that can be used with older and newer kernel versions. It also serves as a focal point for further serial driver development.,"Categories
Serial, Operating System Kernels, Hardware"
"Columbo Simple Serial Library is an easy to use, event driven serial port communication library for Linux.Columbo Simple Serial Library is an easy to use, event driven serial port communication library for Linux.","Categories
Serial, Communications, Software Development, Hardware"
Serial Controlling Interface for Winamp 2.xSerial Controlling Interface for Winamp 2.x,"Categories
Serial, Players"
"Combined coded remote-administrative service with SSL secure port scan, anonymous routing and third-party plugin inbuilt for quick and automatic ""scan and install"" process. Easy to use and will work under firewalls and up to 1024 bit strong cipherCombined coded remote-administrative service with SSL secure port scan, anonymous routing and third-party plugin inbuilt for quick and automatic ""scan and install"" process. Easy to use and will work under firewalls and up to 1024 bit strong cipher","Categories
Terminals, File Sharing, Database Engines/Servers, Cryptography, WWW/HTTP, Systems Administration"
"This application will be the software part for ""Universal Atmel Flash 8051 / AVR Programmer"" that can be found at : http://home.tiscali.de/peterd/tools/proflash/index.htm (on my opinion this is the best free MCS51/AVR programmer).This application will be the software part for ""Universal Atmel Flash 8051 / AVR Programmer"" that can be found at : http://home.tiscali.de/peterd/tools/proflash/index.htm (on my opinion this is the best free MCS51/AVR programmer).","Categories
Serial"
Remote Control Center is an application designed to help a system/network administrators taking control of remote devices in the network from a single GUIRemote Control Center is an application designed to help a system/network administrators taking control of remote devices in the network from a single GUI,"Categories
Terminal Emulators, Networking"
"ProxyTerm (pterm) is a simple tool to control console applications running on a remote machine. Unlike in telnet/ssh, applications are not terminated if the connection is shut down, but are kept running for subsequent connections from pterm clients.ProxyTerm (pterm) is a simple tool to control console applications running on a remote machine. Unlike in telnet/ssh, applications are not terminated if the connection is shut down, but are kept running for subsequent connections from pterm clients.","Categories
Terminal Emulators, Telnet, System Shells, Monitoring"
"Are you looking for a system to boost your sales? Do you want to improve your relationships with customers? Do you want to contribute to the fastest growing open source project on GitHub?

You can use YetiForce completely free of charge. With YetiForce’s help you will manage 12 business processes in your company, no matter the size.

The vast number of features available for free helped us win the first place in Capterra’s “Most Affordable CRM Software” ranking.

YetiForce’s open source code was released under a very flexible and liberal license, which gathers a large and active community around the project. You too can contribute to it no matter if you are a professional programmer or software development is just your hobby.

Download YetiForce for free and find out why you should become one of more than 250 000 people who already use it.

Testing versions:
GitStable: https://gitstable.yetiforce.com/
GitDeveloper: https://gitdeveloper.yetiforce.com/Are you looking for a system to boost your sales? Do you want to improve your relationships with customers? Do you want to contribute to the fastest growing open source project on GitHub?

You can use YetiForce completely free of charge. With YetiForce’s help you will manage 12 business processes in your company, no matter the size.

The vast number of features available for free helped us win the first place in Capterra’s “Most Affordable CRM Software” ranking.

YetiForce’s open source code was released under a very flexible and liberal license, which gathers a large and active community around the project. You too can contribute to it no matter if you are a professional programmer or software development is just your hobby.

Download YetiForce for free and find out why you should become one of more than 250 000 people who already use it.

Testing versions:
GitStable: https://gitstable.yetiforce.com/
GitDeveloper: https://gitdeveloper.yetiforce.com/","Categories
CRM, ERP, Sales, PBX"
"MRBS is a system for multi-site booking of meeting rooms. Rooms are grouped by building/area and shown in a side-by-side view. Although the goal was initially to book rooms, MRBS can also be used to book any resource; computers, planes, whatever you wantMRBS is a system for multi-site booking of meeting rooms. Rooms are grouped by building/area and shown in a side-by-side view. Although the goal was initially to book rooms, MRBS can also be used to book any resource; computers, planes, whatever you want","Categories
Communications, Scheduling, WWW/HTTP"
"[IMPORTANT] Retroshare is now distributed on Github. Please go to http://retroshare.net to find the latest releases and sources.

RetroShare is a cross-platform, secured and decentralized communication system. It lets you to securely chat, share photos, videos, and more with family and friends, using OpenPGP to authenticate peers and OpenSSL to encrypt all communication.[IMPORTANT] Retroshare is now distributed on Github. Please go to http://retroshare.net to find the latest releases and sources.

RetroShare is a cross-platform, secured and decentralized communication system. It lets you to securely chat, share photos, videos, and more with family and friends, using OpenPGP to authenticate peers and OpenSSL to encrypt all communication.","Categories
Chat, File Sharing, Cryptography"
"This is a one-way sync program that will sync your Lotus Notes Calendar to your Google Calendar. No installation is required. Includes many options such as automatic syncing at specified intervals.

*Important Privacy Information: https://sourceforge.net/p/lntogoogle/wiki/PrivacyPolicy/


*** Information Update, September 2020: ***
Recent issues with Google Synchronization should be fixed with version 1.9.2 which is available for download, now.

For typical installation pitfalls, see:
https://sourceforge.net/p/lntogoogle/wiki/InstallationPitfalls/

The project was not maintained since its last update in February 2015.
However, since I've tracked more than 15.000 Downloads over the last 5 years and still more than 1 million Calendar API-Calls per day, I assume that the tool is still very much in use. So I decided to go back to work.
More info:
https://sourceforge.net/p/lntogoogle/wiki/Home/

Donations appreciatedThis is a one-way sync program that will sync your Lotus Notes Calendar to your Google Calendar. No installation is required. Includes many options such as automatic syncing at specified intervals.

*Important Privacy Information: https://sourceforge.net/p/lntogoogle/wiki/PrivacyPolicy/


*** Information Update, September 2020: ***
Recent issues with Google Synchronization should be fixed with version 1.9.2 which is available for download, now.

For typical installation pitfalls, see:
https://sourceforge.net/p/lntogoogle/wiki/InstallationPitfalls/

The project was not maintained since its last update in February 2015.
However, since I've tracked more than 15.000 Downloads over the last 5 years and still more than 1 million Calendar API-Calls per day, I assume that the tool is still very much in use. So I decided to go back to work.
More info:
https://sourceforge.net/p/lntogoogle/wiki/Home/

Donations appreciated","Categories
Calendar, File Sync"
"Ever wanted to get rid of Outlook ? DavMail is a POP/IMAP/SMTP/Caldav/Carddav/LDAP gateway allowing users to use any mail client with Exchange and Office 365, even from the internet through Outlook Web Access on any platform, tested on MacOSX, Linux and WindowsEver wanted to get rid of Outlook ? DavMail is a POP/IMAP/SMTP/Caldav/Carddav/LDAP gateway allowing users to use any mail client with Exchange and Office 365, even from the internet through Outlook Web Access on any platform, tested on MacOSX, Linux and Windows","Categories
Email, Calendar"
"Jamulus is for playing, rehearsing, or just jamming with your friends, your band or just anyone you find online. Use your Windows, macOS or Linux machine to connect to Jamulus servers worldwide, for free over a normal broadband connection. Or host your own private server. Jamulus is designed for high quality, low-latency sound, making it easy to play together remotely and in time.Jamulus is for playing, rehearsing, or just jamming with your friends, your band or just anyone you find online. Use your Windows, macOS or Linux machine to connect to Jamulus servers worldwide, for free over a normal broadband connection. Or host your own private server. Jamulus is designed for high quality, low-latency sound, making it easy to play together remotely and in time.","Categories
Streaming, Conferencing, Sound/Audio"
"aTunes is a powerful, full-featured, cross-platform player and manager, with support for online radios, podcasts and CD ripping.aTunes is a powerful, full-featured, cross-platform player and manager, with support for online radios, podcasts and CD ripping.","Categories
Streaming, Players, CD Ripping"
"WinSCP is a popular free SFTP and FTP client for Windows, a powerful file manager that will improve your productivity. It offers an easy to use GUI to copy files between a local and remote computer using multiple protocols: Amazon S3, FTP, FTPS, SCP, SFTP or WebDAV. Power users can automate WinSCP using .NET assembly. WinSCP is available in English and many other languages.WinSCP is a popular free SFTP and FTP client for Windows, a powerful file manager that will improve your productivity. It offers an easy to use GUI to copy files between a local and remote computer using multiple protocols: Amazon S3, FTP, FTPS, SCP, SFTP or WebDAV. Power users can automate WinSCP using .NET assembly. WinSCP is available in English and many other languages.","Categories
Communications, Cryptography, File Transfer Protocol (FTP), FTP Clients"
"• Designed for Linux and Windows email system administrators, Scrollout F1 is an easy to use, already adjusted email firewall (gateway) offering free anti-spam and anti-virus protection aiming to secure existing email servers, old or new, such as Microsoft Exchange, Lotus Domino, Postfix, Exim, Sendmail, Qmail and others.

• Built-in multilayer security levels make configuration effort equal to a car radio.

• It combines simplicity with effective protection using powerful open source with additional set of rules & filters.

• Available as 64bit:
- ISO image (Internet connection required during installation)
- install from scratch (Internet connection required during installation).

• Minimum Requirements (for 5,000 messages/day):
1 GB of RAM
30 GB storage drive
1 Processor x86/AMD64
1 Ethernet x 1 IPv4 address
UDP ports: 53 123 4500 6277 24441
TCP ports: 25 80 443 2703• Designed for Linux and Windows email system administrators, Scrollout F1 is an easy to use, already adjusted email firewall (gateway) offering free anti-spam and anti-virus protection aiming to secure existing email servers, old or new, such as Microsoft Exchange, Lotus Domino, Postfix, Exim, Sendmail, Qmail and others.

• Built-in multilayer security levels make configuration effort equal to a car radio.

• It combines simplicity with effective protection using powerful open source with additional set of rules & filters.

• Available as 64bit:
- ISO image (Internet connection required during installation)
- install from scratch (Internet connection required during installation).

• Minimum Requirements (for 5,000 messages/day):
1 GB of RAM
30 GB storage drive
1 Processor x86/AMD64
1 Ethernet x 1 IPv4 address
UDP ports: 53 123 4500 6277 24441
TCP ports: 25 80 443 2703","Categories
Email Spam Filter, Networking, Anti-Spam"
"Roundcube Webmail is a browser-based, multilingual IMAP client with an application-like user interface. Roundcube provides the full functionality you'd expect from an email client, including MIME support, address book, folder manipulation, message searching, and spell check. Roundcube is written in PHP and JavaScript.Roundcube Webmail is a browser-based, multilingual IMAP client with an application-like user interface. Roundcube provides the full functionality you'd expect from an email client, including MIME support, address book, folder manipulation, message searching, and spell check. Roundcube is written in PHP and JavaScript.","Categories
Email Clients, Dynamic Content"
"Blat - A Windows (32 & 64 bit) command line SMTP mailer. Use it to automatically eMail logs, the contents of a html FORM, or whatever else you need to send.Blat - A Windows (32 & 64 bit) command line SMTP mailer. Use it to automatically eMail logs, the contents of a html FORM, or whatever else you need to send.","Categories
Email"
"Free Outlook Plugin, which synchronizes events, tasks and contacts between Outlook and Google, SOGo, Nextcloud, Horde or any other CalDAV or CardDAV server. Supported Outlook versions are 2019, 2016, 2013, 2010 and 2007.

This project was initially developed as a master thesis project at the University of Applied Sciences Technikum Wien, Software Engineering Degree program. Outlook CalDav Synchronizer is Free and Open-Source Software (FOSS), still you can support the project by donating on Sourceforge or directly within the About dialog of our Plugin.

Contact us for enterprise support at
https://caldavsynchronizer.org/enterprise/contactFree Outlook Plugin, which synchronizes events, tasks and contacts between Outlook and Google, SOGo, Nextcloud, Horde or any other CalDAV or CardDAV server. Supported Outlook versions are 2019, 2016, 2013, 2010 and 2007.

This project was initially developed as a master thesis project at the University of Applied Sciences Technikum Wien, Software Engineering Degree program. Outlook CalDav Synchronizer is Free and Open-Source Software (FOSS), still you can support the project by donating on Sourceforge or directly within the About dialog of our Plugin.

Contact us for enterprise support at
https://caldavsynchronizer.org/enterprise/contact","Categories
Email, Calendar, File Sync"
PuTTY SSH client for Symbian OSPuTTY SSH client for Symbian OS,"Categories
Terminal Emulators, Communications, Cryptography, Internet"
"Psi is cross-platform powerful XMPP client designed for experienced users. There are builds available for MS Windows, GNU/Linux and macOS.Psi is cross-platform powerful XMPP client designed for experienced users. There are builds available for MS Windows, GNU/Linux and macOS.","Categories
XMPP"
"Conceived as an internet radio Shoutcast/Icecast client and DJ console IDJC has two main media players, a background track player, effects buttons, crossfader, webm, aac, ogg, and mp3 streaming, stream automation timers, aux input, voice and VoIP integration. Media file formats include: mp3, ogg, flac, wma, wav, m4a, m3u, xspf, pls, and cue sheet support, IRC track and station announcements, uses jack audio connection kit to provide a flexible audio chain.

This list of features is by no means complete. More info at the project homepage.Conceived as an internet radio Shoutcast/Icecast client and DJ console IDJC has two main media players, a background track player, effects buttons, crossfader, webm, aac, ogg, and mp3 streaming, stream automation timers, aux input, voice and VoIP integration. Media file formats include: mp3, ogg, flac, wma, wav, m4a, m3u, xspf, pls, and cue sheet support, IRC track and station announcements, uses jack audio connection kit to provide a flexible audio chain.

This list of features is by no means complete. More info at the project homepage.","Categories
Streaming, Audio Mixers, Audio Recording"
"ApexDC™ is an innovative Direct Connect client based on the DC++ and StrongDC++ projects. Direct Connect provides a rare blend of seamless file sharing and community based chat and messaging between users.

ApexDC features plugins and scripting through Lua and much more. Both operators and users alike should find it a pleasant experience.

Note: as of May 28th 2016 ApexDC is now primarily distributed as two separate installers one targetting 32bit and the other 64bit operating systems. Additionally XP compatible binaries are now only offered as a separate download from the files section.ApexDC™ is an innovative Direct Connect client based on the DC++ and StrongDC++ projects. Direct Connect provides a rare blend of seamless file sharing and community based chat and messaging between users.

ApexDC features plugins and scripting through Lua and much more. Both operators and users alike should find it a pleasant experience.

Note: as of May 28th 2016 ApexDC is now primarily distributed as two separate installers one targetting 32bit and the other 64bit operating systems. Additionally XP compatible binaries are now only offered as a separate download from the files section.","Categories
Chat, File Sharing, Direct Connect"
"SABnzbd is a cross-platform binary newsreader. It makes downloading from Usenet easy by automating the whole thing. You give it an NZB file or an RSS feed, it does the rest. Has a web-browser based UI and an API for 3rd-party apps. Ideal for servers too.SABnzbd is a cross-platform binary newsreader. It makes downloading from Usenet easy by automating the whole thing. You give it an NZB file or an RSS feed, it does the rest. Has a web-browser based UI and an API for 3rd-party apps. Ideal for servers too.","Categories
Usenet News"
"Mumble is an open source, low-latency, high quality voice chat software primarily intended for use while gaming. It includes game linking, so voice from other players comes from the direction of their characters, and has echo cancellation so the sound from your loudspeakers won't be audible to other players.Mumble is an open source, low-latency, high quality voice chat software primarily intended for use while gaming. It includes game linking, so voice from other players comes from the direction of their characters, and has echo cancellation so the sound from your loudspeakers won't be audible to other players.","Categories
Internet Phone, Chat, Games/Entertainment, Speech"
"DC++ is an open source Windows client for the Direct Connect file sharing network. The DC network is a decentralized network, made up of individual servers (hubs) that users join to share files with other members on that hub. Each hub is individually run by a fellow user of the DC network, and may have certain themes to the content on the hub. Hub owners set up rules to regulate their hub as they see fit.DC++ is an open source Windows client for the Direct Connect file sharing network. The DC network is a decentralized network, made up of individual servers (hubs) that users join to share files with other members on that hub. Each hub is individually run by a fellow user of the DC network, and may have certain themes to the content on the hub. Hub owners set up rules to regulate their hub as they see fit.","Categories
Chat, File Sharing, Direct Connect"
"Podcast Generator is an open source Content Management System written in PHP and specifically designed for podcast publishing. It provides the user with the tools to easily manage all of the aspects related to the publication of a podcast, from the upload of episodes to its submission to the iTunes store.Podcast Generator is an open source Content Management System written in PHP and specifically designed for podcast publishing. It provides the user with the tools to easily manage all of the aspects related to the publication of a podcast, from the upload of episodes to its submission to the iTunes store.","Categories
RSS, Communications, Podcast"
"Snap7, through three specialized components: Client and the inedited Server and Partner, allows you to definitively integrate your PC based systems into a PLC automation chain.

Designed to transfer large amounts of hi-speed data in industrial facilities, it scales easily, down to small Linux Arm boards such as Raspberry PI.

Hi level object oriented wrappers are provided, currently C/C++, .NET/Mono, Pascal, LabVIEW, Python with many source code examples.

Very easy to use, a full working server example is not bigger than the “Hello world”.

Many projects/makefiles are ready to run to easily rebuild Snap7 in any platform without the need of be a C++ guru.

Very detailed documentation provided.Snap7, through three specialized components: Client and the inedited Server and Partner, allows you to definitively integrate your PC based systems into a PLC automation chain.

Designed to transfer large amounts of hi-speed data in industrial facilities, it scales easily, down to small Linux Arm boards such as Raspberry PI.

Hi level object oriented wrappers are provided, currently C/C++, .NET/Mono, Pascal, LabVIEW, Python with many source code examples.

Very easy to use, a full working server example is not bigger than the “Hello world”.

Many projects/makefiles are ready to run to easily rebuild Snap7 in any platform without the need of be a C++ guru.

Very detailed documentation provided.","Categories
Communications, Software Development, HMI"
"The Courier mail transfer agent (MTA) is an integrated mail/groupware server based on open commodity protocols such as ESMTP, IMAP, POP3, LDAP, SSL, and HTTP. Courier provides ESMTP, IMAP, POP3, Webmail, calendaring, and mailing list services.The Courier mail transfer agent (MTA) is an integrated mail/groupware server based on open commodity protocols such as ESMTP, IMAP, POP3, LDAP, SSL, and HTTP. Courier provides ESMTP, IMAP, POP3, Webmail, calendaring, and mailing list services.","Categories
Post-Office, Email Spam Filter, Mail Transfer Agents, Email Servers"
"AJAX Chat is a fully customizable web chat implemented in JavaScript, PHP and MySQL which integrates nicely with common forum systems like phpBB, MyBB, PunBB, SMF and vBulletin. A Flash and Ruby based socket connection can be used to boost performance.AJAX Chat is a fully customizable web chat implemented in JavaScript, PHP and MySQL which integrates nicely with common forum systems like phpBB, MyBB, PunBB, SMF and vBulletin. A Flash and Ruby based socket connection can be used to boost performance.","Categories
Chat, Conferencing, BBS"
"Aigaion is a php/mysql based multi-user system for managing annotated bibliographies. It allows the user(s) to order publications in a self-chosen (overlapping) topic structure, offers BibTex and RIS import and export and has an intuitive user interface.

Currently looking for contributors and co-maintainer(s) to handle planned upcoming releases. Check http://www.aigaion.de for more.

Support and Documentation can be found at http://www.aigaion.de.Aigaion is a php/mysql based multi-user system for managing annotated bibliographies. It allows the user(s) to order publications in a self-chosen (overlapping) topic structure, offers BibTex and RIS import and export and has an intuitive user interface.

Currently looking for contributors and co-maintainer(s) to handle planned upcoming releases. Check http://www.aigaion.de for more.

Support and Documentation can be found at http://www.aigaion.de.","Categories
File Sharing, Library, Scientific/Engineering"
phpBB is the world's leading Open Source flat style discussion forum software. It includes all the features you expect to find in today's top of the line software.phpBB is the world's leading Open Source flat style discussion forum software. It includes all the features you expect to find in today's top of the line software.,"Categories
BBS, Message Board"
"Shareaza is a very powerful multi-network peer-to-peer file-sharing client supporting Gnutella² G2, Gnutella, eDonkey2000 / eMule, DC++, HTTP, FTP and BitTorrent / DHT protocols for Windows or Wine.Shareaza is a very powerful multi-network peer-to-peer file-sharing client supporting Gnutella² G2, Gnutella, eDonkey2000 / eMule, DC++, HTTP, FTP and BitTorrent / DHT protocols for Windows or Wine.","Categories
File Sharing, File Transfer Protocol (FTP), WWW/HTTP"
"Gammu is a cellular manager for mobile phones/modems. It contains libraries and functions for ringtones,logos,phonebook,SMS,etc. (used by external software), a command line version (with backup/restore) and SMS gateway (with MySQL and PostgreSQL suppGammu is a cellular manager for mobile phones/modems. It contains libraries and functions for ringtones,logos,phonebook,SMS,etc. (used by external software), a command line version (with backup/restore) and SMS gateway (with MySQL and PostgreSQL supp","Categories
Telephony, Scheduling, Software Development, Hardware"
"Zero Install is a decentralised cross-distribution software installation system. Create one package that works everywhere! With dependency handling and automatic updates, full support for shared libraries, and integration with native package managersZero Install is a decentralised cross-distribution software installation system. Create one package that works everywhere! With dependency handling and automatic updates, full support for shared libraries, and integration with native package managers","Categories
File Sharing, MARC and Book/Library Metadata, Software Distribution, Networking, Installation/Setup, Internet"
Note: Liferea has moved to Github. Please check out https://github.com/lwindolf/lifereaNote: Liferea has moved to Github. Please check out https://github.com/lwindolf/liferea,"Categories
XML, RSS, Communications, WWW/HTTP"
"Elastix is a software-based PBX powered by 3CX and based on Debian. An open-standards solution, Elastix is an easy to install and manage UC system compatible with popular IP phones, gateways and SIP trunks.

Elastix is complete with unified communications features such as integrated WebRTC video conferencing, chat, presence and softphones and smartphone clients for Windows, Mac, iOS and Android.Elastix is a software-based PBX powered by 3CX and based on Debian. An open-standards solution, Elastix is an easy to install and manage UC system compatible with popular IP phones, gateways and SIP trunks.

Elastix is complete with unified communications features such as integrated WebRTC video conferencing, chat, presence and softphones and smartphone clients for Windows, Mac, iOS and Android.","Categories
Internet Phone, Email, VoIP, PBX"
"The WSJT project implements software for amateur radio communication using state-of-the-art digital techniques. Typical applications involve ""DXing"" at LF, MF, HF, and VHF+ frequencies, including meteor scatter and EME (""moonbounce""). Major emphasis is placed on weak-signal techniques.

Summary Program Descriptions:

WSJT-X supports the communication protocols FST4, FT4, FT8, JT4, JT9, JT65, Q65, MSK144, WSPR, FST4W, and Echo, each optimized for different sorts of radio-wave propagation.

MAP65 is designed for EME an VHF and higher frequencies. It provides a panoramic, polarization-matching receiver for the Q65 and JT65. modes.

Programs WSJT and WSPR are interesting primarily for historical reasons. They are superseded by WSJT-X.The WSJT project implements software for amateur radio communication using state-of-the-art digital techniques. Typical applications involve ""DXing"" at LF, MF, HF, and VHF+ frequencies, including meteor scatter and EME (""moonbounce""). Major emphasis is placed on weak-signal techniques.

Summary Program Descriptions:

WSJT-X supports the communication protocols FST4, FT4, FT8, JT4, JT9, JT65, Q65, MSK144, WSPR, FST4W, and Echo, each optimized for different sorts of radio-wave propagation.

MAP65 is designed for EME an VHF and higher frequencies. It provides a panoramic, polarization-matching receiver for the Q65 and JT65. modes.

Programs WSJT and WSPR are interesting primarily for historical reasons. They are superseded by WSJT-X.","Categories
Ham Radio"
emesene is a platform independent instant messaging client for the Windows Live Messenger (tm) network. emesene is distributed free of charge under the GNU General Public License 2 or any later version.emesene is a platform independent instant messaging client for the Windows Live Messenger (tm) network. emesene is distributed free of charge under the GNU General Public License 2 or any later version.,"Categories
MSN Messenger, GNOME"
"trixbox CE is an easy to install, VOIP phone system based on the Asterisk PBX. trixbox is designed for home or office use. trixbox CE includes CentOS linux, mysql, and all the tools needed to run a business quality phone system. (formerly asterisk@home)trixbox CE is an easy to install, VOIP phone system based on the Asterisk PBX. trixbox is designed for home or office use. trixbox CE includes CentOS linux, mysql, and all the tools needed to run a business quality phone system. (formerly asterisk@home)","Categories
Internet Phone, Email, VoIP, PBX"
"PostfixAdmin is a Web Based Management tool created for Postfix. It is a PHP based application that handles Postfix Style Virtual Domains and Users that are stored in MySQL, PostgreSQL or SQLitePostfixAdmin is a Web Based Management tool created for Postfix. It is a PHP based application that handles Postfix Style Virtual Domains and Users that are stored in MySQL, PostgreSQL or SQLite","Categories
Email, Systems Administration, Email Servers"
"winPenPack is a project that aims at collecting the most frequently used and most popular open source applications made portable, so that they can be executed without installation from any USB Flash Drive or Hard Disk. The winPenPack suites offer a wide range of portable applications like office tools, internet tools, multimedia tools, development tools, security applications and other frequently used utilities. Everything you need, completely free, open source and portable!winPenPack is a project that aims at collecting the most frequently used and most popular open source applications made portable, so that they can be executed without installation from any USB Flash Drive or Hard Disk. The winPenPack suites offer a wide range of portable applications like office tools, internet tools, multimedia tools, development tools, security applications and other frequently used utilities. Everything you need, completely free, open source and portable!","Categories
Communications, Office Suites, Security, System, Internet, Graphics"
"aria2 is a multi-protocol & multi-source, cross platform download utility. The supported protocols are HTTP(S), FTP, BitTorrent, Metalink. It can download a file from multiple sources/protocols and tries to utilize your maximum download bandwidth.aria2 is a multi-protocol & multi-source, cross platform download utility. The supported protocols are HTTP(S), FTP, BitTorrent, Metalink. It can download a file from multiple sources/protocols and tries to utilize your maximum download bandwidth.","Categories
BitTorrent, File Transfer Protocol (FTP), WWW/HTTP"
"""Mibew Messenger"" - is unique software allowing visitors of your site to chat with your operators.

This repo should be treated as an obsolete. For modern version of Mibew Messenger see https://sourceforge.net/projects/mibew/""Mibew Messenger"" - is unique software allowing visitors of your site to chat with your operators.

This repo should be treated as an obsolete. For modern version of Mibew Messenger see https://sourceforge.net/projects/mibew/","Categories
Chat, CRM, Help Desk, Messaging"
YaBB is a FREE Perl forum (bulletin board) system that has rivaled professional message boards for years. YaBB provides chat for visitors where they can post any time and reply to anyone!YaBB is a FREE Perl forum (bulletin board) system that has rivaled professional message boards for years. YaBB provides chat for visitors where they can post any time and reply to anyone!,"Categories
BBS, Message Board"
"A feature-rich dictionary lookup program, supporting multiple dictionaries' formats, perfect article rendering with the complete markup, illustrations and other content retained, and allowing to type in words without any accents or correct case.A feature-rich dictionary lookup program, supporting multiple dictionaries' formats, perfect article rendering with the complete markup, illustrations and other content retained, and allowing to type in words without any accents or correct case.","Categories
Communications, Education, Speech, Dictionary"
"Please make sure to read this page: http://sourceforge.net/p/sipe/wiki/Frequently%20Asked%20Questions/

A third-party Pidgin/Adium/Miranda/Telepathy plugin for the extended version of SIP/SIMPLE used by various products:

* Skype for Business
* Microsoft Office 365
* Microsoft Business Productivity Online Suite (BPOS)
* Microsoft Lync Server
* Microsoft Office Communications Server (OCS 2007/2007 R2)
* Microsoft Live Communications Server (LCS 2003/2005)Please make sure to read this page: http://sourceforge.net/p/sipe/wiki/Frequently%20Asked%20Questions/

A third-party Pidgin/Adium/Miranda/Telepathy plugin for the extended version of SIP/SIMPLE used by various products:

* Skype for Business
* Microsoft Office 365
* Microsoft Business Productivity Online Suite (BPOS)
* Microsoft Lync Server
* Microsoft Office Communications Server (OCS 2007/2007 R2)
* Microsoft Live Communications Server (LCS 2003/2005)","Categories
Chat"
