Description,Category
"A free, multiplatform Universal Plug and Play A/V MediaServer (not yet fully UPnP compliant). It supports on-the-fly transcoding from ogg/vorbis, musepack/mpc, FLAC and AAC/MP4 to mp3, mp2, wav or pcm, image conversion/rescaling and video transcoding.A free, multiplatform Universal Plug and Play A/V MediaServer (not yet fully UPnP compliant). It supports on-the-fly transcoding from ogg/vorbis, musepack/mpc, FLAC and AAC/MP4 to mp3, mp2, wav or pcm, image conversion/rescaling and video transcoding.","Categories
Multimedia"
"FFprobe is a simple multimedia streams analyzer with a command-line interface based on the FFmpeg project libraries.

IMPORTANT NOTE: this version of ffprobe is ancient and unmaintained, rely on the ffprobe tool integrated in the current FFmpeg instead, which you can get at the link: http://www.ffmpeg.orgFFprobe is a simple multimedia streams analyzer with a command-line interface based on the FFmpeg project libraries.

IMPORTANT NOTE: this version of ffprobe is ancient and unmaintained, rely on the ffprobe tool integrated in the current FFmpeg instead, which you can get at the link: http://www.ffmpeg.org","Categories
Multimedia"
"The FFT library to ""Keep It Simple, Stupid""
This is the original home of kissfft.
Most recent development is at
https://github.com/mborgerding/kissfft
Please ask questions on stackoverflow.comThe FFT library to ""Keep It Simple, Stupid""
This is the original home of kissfft.
Most recent development is at
https://github.com/mborgerding/kissfft
Please ask questions on stackoverflow.com","Categories
Mathematics, Audio Analysis"
"=========================
WEBCAMSTUDIO IS NO MORE MAINTAINED
=========================
We are looking for someone to take over.
If interested please contact:
soylent.tv@gmail.com

WebcamStudio is a multifeatured virtual webcam software that can be used with Skype or a flash website like UStream, to create a professional looking broadcast, including banners, animations, transit animations and icons, etc...

This tool is not meant as a video editor but as a live video mixer giving you the possibilities to change the look of the broadcast on the fly.

For more info about the WebcamStudio project, please visit our Wiki Home page: https://sourceforge.net/p/webcamstudio/wiki/Home/

IMPORTANT:
=======
The former homepages of the project:
http://code.google.com/p/webcamstudio
http://ws4gl.org
should be considered only as a reference to old project news, forums, info etc.
Have in mind that some of these old links may not work anymore.=========================
WEBCAMSTUDIO IS NO MORE MAINTAINED
=========================
We are looking for someone to take over.
If interested please contact:
soylent.tv@gmail.com

WebcamStudio is a multifeatured virtual webcam software that can be used with Skype or a flash website like UStream, to create a professional looking broadcast, including banners, animations, transit animations and icons, etc...

This tool is not meant as a video editor but as a live video mixer giving you the possibilities to change the look of the broadcast on the fly.

For more info about the WebcamStudio project, please visit our Wiki Home page: https://sourceforge.net/p/webcamstudio/wiki/Home/

IMPORTANT:
=======
The former homepages of the project:
http://code.google.com/p/webcamstudio
http://ws4gl.org
should be considered only as a reference to old project news, forums, info etc.
Have in mind that some of these old links may not work anymore.","Categories
Streaming, Conferencing, Audio Recording"
"A multi-platform software synthesiser emulating (somewhat inaccurately) pre-GM MIDI devices such as the Roland MT-32, CM-32L, CM-64 and LAPC-I. In no way endorsed by or affiliated with Roland Corp. Source hosted at: http://www.github.com/munt/A multi-platform software synthesiser emulating (somewhat inaccurately) pre-GM MIDI devices such as the Roland MT-32, CM-32L, CM-64 and LAPC-I. In no way endorsed by or affiliated with Roland Corp. Source hosted at: http://www.github.com/munt/","Categories
MIDI, Sound Synthesis, Libraries"
"HomePlayer is an extention of the FreePlayer software provided by the french internet provider Free (www.free.fr). It adds a lot of fonctionnality like harddisk browsing, meteo, tv program, etc. You can find more information on HomePlayer on it's web siHomePlayer is an extention of the FreePlayer software provided by the french internet provider Free (www.free.fr). It adds a lot of fonctionnality like harddisk browsing, meteo, tv program, etc. You can find more information on HomePlayer on it's web si","Categories
Video, Sound/Audio, Home Theater PC"
"SaVi - simulate Starlink, Iridium, Globalstar, O3b, GPS, Galileo and other satellite constellations, modify them, or design your own. Requires Tcl/Tk and Unix libraries; 3D viewing option requires Geomview running on X Window.SaVi - simulate Starlink, Iridium, Globalstar, O3b, GPS, Galileo and other satellite constellations, modify them, or design your own. Requires Tcl/Tk and Unix libraries; 3D viewing option requires Geomview running on X Window.","Categories
3D Modeling, 3D Rendering, Simulation, Data Visualization, Astronomy"
"Free open source GPL instrument / musical chromatic tuner (like an electronic guitar tuner) for Windows, Windows Mobile, & Pocket PC. Displays name of note played & accurate indication of whether pitch is sharp, flat, or exact (relative to 440Hz A).Free open source GPL instrument / musical chromatic tuner (like an electronic guitar tuner) for Windows, Windows Mobile, & Pocket PC. Displays name of note played & accurate indication of whether pitch is sharp, flat, or exact (relative to 440Hz A).","Categories
Data Visualization, Audio Analysis"
"Home of VobSub, Media Player Classic (MPC) and other misc utils.

This project is now part of the Media Player Classic - Home Cinema project, at https://sourceforge.net/projects/mpc-hc/Home of VobSub, Media Player Classic (MPC) and other misc utils.

This project is now part of the Media Player Classic - Home Cinema project, at https://sourceforge.net/projects/mpc-hc/","Categories
Capture, Video, Sound/Audio"
"To ensure that Audio Switcher remains malware free, please use the official download locations located on the homepage.

Official Download Locations: http://audioswit.ch/erTo ensure that Audio Switcher remains malware free, please use the official download locations located on the homepage.

Official Download Locations: http://audioswit.ch/er","Categories
Audio Mixers, Sound/Audio, Home Theater PC"
"Books and eBooks library organizer. Catalog, tag and search your books database with ease. Automatically fetches the book's details and cover image from the web with a smart ISBN guesser.Books and eBooks library organizer. Catalog, tag and search your books database with ease. Automatically fetches the book's details and cover image from the web with a smart ISBN guesser.","Categories
Front-Ends, MARC and Book/Library Metadata, Cataloguing"
Virtual Magnifying Glass is designed for visually-impaired and others who need to magnify a part of the screen. Unlike similar programs it does not open a separate window for the magnification but instead puts a movable magnifying glass on screen.Virtual Magnifying Glass is designed for visually-impaired and others who need to magnify a part of the screen. Unlike similar programs it does not open a separate window for the magnification but instead puts a movable magnifying glass on screen.,"Categories
Other/Nonlisted Topic, Graphics"
"NASA World Wind is a graphically rich 3D virtual globe for use on desktop computers running Windows. It combines NASA imagery generated from satellites that have produced Blue Marble, Landsat 7, SRTM, MODIS and more.NASA World Wind is a graphically rich 3D virtual globe for use on desktop computers running Windows. It combines NASA imagery generated from satellites that have produced Blue Marble, Landsat 7, SRTM, MODIS and more.","Categories
Image Viewers, Data Visualization, Education, GIS"
"Paintbrush is a Cocoa-based paint program for Mac OS X, similar to Microsoft Paint and MacPaint.Paintbrush is a Cocoa-based paint program for Mac OS X, similar to Microsoft Paint and MacPaint.","Categories
Raster Graphics"
This repository is now frozen. The latest version of the RepRap project can be found at https://github.com/reprap.This repository is now frozen. The latest version of the RepRap project can be found at https://github.com/reprap.,"Categories
Printing, 3D Modeling, Robotics"
"An easy to use Java program that allows you to digitize data points off of scanned plots, scaled drawings, or orthographic photographs. Includes an automatic digitization feature that can automatically digitize many types of functional data.An easy to use Java program that allows you to digitize data points off of scanned plots, scaled drawings, or orthographic photographs. Includes an automatic digitization feature that can automatically digitize many types of functional data.","Categories
Image Converters, Information Analysis"
"Binary builds of MPlayer/MEncoder for win32/win64, FFmpeg MinGW related packages and MinGW-w64 toolchainsBinary builds of MPlayer/MEncoder for win32/win64, FFmpeg MinGW related packages and MinGW-w64 toolchains","Categories
Codec, Video Converters, Media Players"
"GLMixer performs real time graphical blending of several movie clips and of computer generated graphics.

Drop video files in the mixing workspace and place them in a circular area to change their opacity ; if you selects two videos, moving them together performs a fading transition. This principle generalizes to a large number of videos. Direct interaction with the video allows to be fast and reactive, and to move and deform them on screen.

The output of your operations is shown in the output window, typically displayed in full-screen on an external monitor or a projector. But the output can also be saved as a video file.

Control GLMixer through network using OpenSoundControl, and generate graphics with ShaderToy GLSL code.

Download : https://sourceforge.net/projects/glmixer/files/

Please note GLMixer is discontinued, but a new tool is on the making:
https://brunoherbelin.github.io/vimix/GLMixer performs real time graphical blending of several movie clips and of computer generated graphics.

Drop video files in the mixing workspace and place them in a circular area to change their opacity ; if you selects two videos, moving them together performs a fading transition. This principle generalizes to a large number of videos. Direct interaction with the video allows to be fast and reactive, and to move and deform them on screen.

The output of your operations is shown in the output window, typically displayed in full-screen on an external monitor or a projector. But the output can also be saved as a video file.

Control GLMixer through network using OpenSoundControl, and generate graphics with ShaderToy GLSL code.

Download : https://sourceforge.net/projects/glmixer/files/

Please note GLMixer is discontinued, but a new tool is on the making:
https://brunoherbelin.github.io/vimix/","Categories
Non-Linear Editor, Realtime Processing, Animation"
"Jalmus is a free, open source music education software helping the musicians, especially pianists, to improve their sight-reading. You can train to read music with both exercises on notes or rhythms.Jalmus is a free, open source music education software helping the musicians, especially pianists, to improve their sight-reading. You can train to read music with both exercises on notes or rhythms.","Categories
Education, Computer Aided Instruction (CAI), MIDI"
"Adobe AIR app (Windows OSX Linux) for renaming movie files & DVD folders, downloading posters, and creating .url shortcut links to IMDB. Uses NFO file when available. Remembers words to save (720p, DTS) and remove (like release group names).Adobe AIR app (Windows OSX Linux) for renaming movie files & DVD folders, downloading posters, and creating .url shortcut links to IMDB. Uses NFO file when available. Remembers words to save (720p, DTS) and remove (like release group names).","Categories
Cataloguing"
"DeleD is a 3D modeler and level-editor combined into one. It focuses at game development and is specifically designed to create static scenes.

NOTE: a new webbased version called Figuro is available at https://www.figuro.io ! It runs in the browser, has similar capabilities and is generally easier to use.

Related project at https://sourceforge.net/projects/deled-plugins/, featuring DeleD plugins.

A Lazarus port is available in the repository as well.

Check out the official DeleD website at http://www.delgine.com for more info, updates and more.DeleD is a 3D modeler and level-editor combined into one. It focuses at game development and is specifically designed to create static scenes.

NOTE: a new webbased version called Figuro is available at https://www.figuro.io ! It runs in the browser, has similar capabilities and is generally easier to use.

Related project at https://sourceforge.net/projects/deled-plugins/, featuring DeleD plugins.

A Lazarus port is available in the repository as well.

Check out the official DeleD website at http://www.delgine.com for more info, updates and more.","Categories
3D Modeling, 3D Rendering, Animation"
MOVED TO GITHUB https://github.com/ole1986/pdf-phpMOVED TO GITHUB https://github.com/ole1986/pdf-php,"Categories
Dynamic Content, Presentation, PDF"
"Python bindings for Ogre3d graphics engine, built using Py++ and Boost.Python library - Also refered to a Python-Ogre.Python bindings for Ogre3d graphics engine, built using Py++ and Boost.Python library - Also refered to a Python-Ogre.","Categories
Games/Entertainment, Code Generators, Multimedia"
"xvidcap is a screen capture enabling you to capture videos off your
X-Window desktop for illustration or documentation purposes.
It is intended to be a standards-based alternative to tools like
Lotus ScreenCam.xvidcap is a screen capture enabling you to capture videos off your
X-Window desktop for illustration or documentation purposes.
It is intended to be a standards-based alternative to tools like
Lotus ScreenCam.","Categories
Screen Capture, Video Capture"
"JChart2D is a easy to use component for displaying two- dimensional traces in a coordinate system written in Java. It supports real-time (animated) charting, custom trace rendering, Multithreading, viewports, automatic scaling and labels.
Former UI controls (right click context menu, file menu) have been ported to the subproject jchart2d-uimenu (https://sourceforge.net/projects/jchart2d-uimenu.jchart2d.p/) for the benefit of having no dependencies to 3rd party libraries.JChart2D is a easy to use component for displaying two- dimensional traces in a coordinate system written in Java. It supports real-time (animated) charting, custom trace rendering, Multithreading, viewports, automatic scaling and labels.
Former UI controls (right click context menu, file menu) have been ported to the subproject jchart2d-uimenu (https://sourceforge.net/projects/jchart2d-uimenu.jchart2d.p/) for the benefit of having no dependencies to 3rd party libraries.","Categories
User Interface (UI), Library, Graphics, Data Visualization, Charting Libraries"
"Barbecue is a Java library that enables the creation of barcodes in a variety of standard formats that can be displayed as Swing/AWT components, included in printed output, generated as EPS and SVG and displayed in a web application.Barbecue is a Java library that enables the creation of barcodes in a variety of standard formats that can be displayed as Swing/AWT components, included in printed output, generated as EPS and SVG and displayed in a web application.","Categories
Point of Sale (POS), Dynamic Content, Printing, Graphics, Scientific/Engineering"
A platform independent program to geotag images(use GPS data to store location information with the image).Uses external maps to fine-tune locations.A platform independent program to geotag images(use GPS data to store location information with the image).Uses external maps to fine-tune locations.,"Categories
Graphics"
"dcm4che is an implementation of DICOM and IHE actors in Java. Homepage: http://www.dcm4che.org, Google Group: http://groups.google.com/group/dcm4che?hl=en, Wiki: http://www.dcm4che.org/confluence, Issue Tracking: http://www.dcm4che.org/jiradcm4che is an implementation of DICOM and IHE actors in Java. Homepage: http://www.dcm4che.org, Google Group: http://groups.google.com/group/dcm4che?hl=en, Wiki: http://www.dcm4che.org/confluence, Issue Tracking: http://www.dcm4che.org/jira","Categories
Communications, Graphics, Medical"
"FileBot is the ultimate tool for renaming your movies, tv shows or anime and downloading subtitles. It's smart, streamlined for simplicity and just works. FileBot supports Windows, Linux and Mac, plus there's a full-featured command-line interface for all sorts of automation.FileBot is the ultimate tool for renaming your movies, tv shows or anime and downloading subtitles. It's smart, streamlined for simplicity and just works. FileBot supports Windows, Linux and Mac, plus there's a full-featured command-line interface for all sorts of automation.","Categories
File Sharing, File Managers, Cataloguing"
"Usage:
- Install the Audible Manager and open a file of your account.
- Sign in into your audible account (in the application). Now the program can convert your audible files.
- Start Aax2Mp3 (AaxToMp3GUI.exe) and select the file you want to convert.
- Click the Convert button.
- The buttons are grayed out and it shows how far the conversion has progressed. - - The time should always continue to increase.
- If the buttons are clickable again, the conversion is completed. The mp3 file is now to be found in the same folder as the AAX file.

The conversion need (depending on the computing power) for 1 minute of audio approximately 2 seconds.
The conversion of Aax to MP3 is fast, free, and requires no I-Tunes.
Have fun while listening!


If you want to help developing this software, please contact me. I do not have enough time to develop alone.Usage:
- Install the Audible Manager and open a file of your account.
- Sign in into your audible account (in the application). Now the program can convert your audible files.
- Start Aax2Mp3 (AaxToMp3GUI.exe) and select the file you want to convert.
- Click the Convert button.
- The buttons are grayed out and it shows how far the conversion has progressed. - - The time should always continue to increase.
- If the buttons are clickable again, the conversion is completed. The mp3 file is now to be found in the same folder as the AAX file.

The conversion need (depending on the computing power) for 1 minute of audio approximately 2 seconds.
The conversion of Aax to MP3 is fast, free, and requires no I-Tunes.
Have fun while listening!


If you want to help developing this software, please contact me. I do not have enough time to develop alone.","Categories
Audio Conversion"
A portable MP3/WMA/OGG/FLAC file manager for Sony players. Simply copy it on your usb player and use it wherever you are! It is an alternative to SonicStage. (Was NW-E00x Mp3 File Manager...)A portable MP3/WMA/OGG/FLAC file manager for Sony players. Simply copy it on your usb player and use it wherever you are! It is an alternative to SonicStage. (Was NW-E00x Mp3 File Manager...),"Categories
MP3"
"Qtractor is an Audio/MIDI multi-track sequencer application written in C++ around the Qt framework. The target platform will be Linux, where the Jack Audio Connection Kit (JACK) for audio, and the Advanced Linux Sound Architecture (ALSA) for MIDI,Qtractor is an Audio/MIDI multi-track sequencer application written in C++ around the Qt framework. The target platform will be Linux, where the Jack Audio Connection Kit (JACK) for audio, and the Advanced Linux Sound Architecture (ALSA) for MIDI,","Categories
Sound/Audio, Audio Recording, MIDI"
"ClipBucket is an Open Source and freely downloadable PHP script that will let you start your own Video Sharing website (YouTube Clone) in a matter of minutes. ClipBucket is the fastest growing video script with the most advanced video sharing and social.

ClipBucket source code has been shifted to GitHub, Kindly follow our GitHub for latest releases and code:
https://github.com/arslancb/clipbucketClipBucket is an Open Source and freely downloadable PHP script that will let you start your own Video Sharing website (YouTube Clone) in a matter of minutes. ClipBucket is the fastest growing video script with the most advanced video sharing and social.

ClipBucket source code has been shifted to GitHub, Kindly follow our GitHub for latest releases and code:
https://github.com/arslancb/clipbucket","Categories
Multimedia, Content Management Systems (CMS), Social Networking"
"This is an official mirror of FreeCAD. Code and release files are primarily hosted on https://github.com/FreeCAD/FreeCAD and mirrored here.

FreeCAD is a general purpose feature-based, parametric 3D modeler for CAD, MCAD, CAx, CAE and PLM, aimed directly at mechanical engineering and product design but also fits a wider range of uses in engineering, such as architecture or other engineering specialties. It is 100% Open Source and extremely modular, allowing for very advanced extension and customization.

FreeCAD is based on OpenCasCade, a powerful geometry kernel, features an Open Inventor-compliant 3D scene representation model provided by the Coin 3D library, and a broad Python API. The interface is built with Qt. FreeCAD runs exactly the same way on Windows, Mac OSX and Linux platforms.This is an official mirror of FreeCAD. Code and release files are primarily hosted on https://github.com/FreeCAD/FreeCAD and mirrored here.

FreeCAD is a general purpose feature-based, parametric 3D modeler for CAD, MCAD, CAx, CAE and PLM, aimed directly at mechanical engineering and product design but also fits a wider range of uses in engineering, such as architecture or other engineering specialties. It is 100% Open Source and extremely modular, allowing for very advanced extension and customization.

FreeCAD is based on OpenCasCade, a powerful geometry kernel, features an Open Inventor-compliant 3D scene representation model provided by the Coin 3D library, and a broad Python API. The interface is built with Qt. FreeCAD runs exactly the same way on Windows, Mac OSX and Linux platforms.","Categories
3D Modeling, Computer-aided technologies (CADD/CAM/CAE)"
"Dia Diagram Editor is free Open Source drawing software for Windows, Mac OS X and Linux. Dia supports more than 30 different diagram types like flowcharts, network diagrams, database models. More than a thousand readymade objects help to draw professional diagrams. Dia can read and write a number of different raster and vector image formats. Software developers and database specialists can use Dia as a CASE tool to generate code skeletons from their drawings. Dia can be scripted and extended using Python.Dia Diagram Editor is free Open Source drawing software for Windows, Mac OS X and Linux. Dia supports more than 30 different diagram types like flowcharts, network diagrams, database models. More than a thousand readymade objects help to draw professional diagrams. Dia can read and write a number of different raster and vector image formats. Software developers and database specialists can use Dia as a CASE tool to generate code skeletons from their drawings. Dia can be scripted and extended using Python.","Categories
Vector Graphics"
"Java Treeview - An Open Source, Extensible Viewer for Microarray Data in the PCL or CDT formatJava Treeview - An Open Source, Extensible Viewer for Microarray Data in the PCL or CDT format","Categories
Image Viewers, Bio-Informatics, Data Visualization"
"Dirac is a general-purpose video codec aimed at resolutions from QCIF (176x144) to HDTV (1920x1080) progressive or interlaced. It uses wavelets, motion compensation and arithmetic coding and aims to be competitive with other state of the art codecs.Dirac is a general-purpose video codec aimed at resolutions from QCIF (176x144) to HDTV (1920x1080) progressive or interlaced. It uses wavelets, motion compensation and arithmetic coding and aims to be competitive with other state of the art codecs.","Categories
Video"
"SmillaEnlarger is a small graphical tool ( based on Qt ) to resize, especially magnify bitmaps in high quality. ( The used algorithm is an invention of my own )SmillaEnlarger is a small graphical tool ( based on Qt ) to resize, especially magnify bitmaps in high quality. ( The used algorithm is an invention of my own )","Categories
Graphics"
"CoolReader is fast and small cross-platform XML/CSS based eBook reader for desktops and handheld devices. Supported formats: FB2, TXT, RTF, DOC, TCR, HTML, EPUB, CHM, PDB, MOBI. Platforms: Win32, Linux, Android. Ported on some eInk based devices.CoolReader is fast and small cross-platform XML/CSS based eBook reader for desktops and handheld devices. Supported formats: FB2, TXT, RTF, DOC, TCR, HTML, EPUB, CHM, PDB, MOBI. Platforms: Win32, Linux, Android. Ported on some eInk based devices.","Categories
DocBook, Library, Image Viewers, eBook Readers"
X Lossless Decoder(XLD) is a tool for Mac OS X that is able to decode/convert/play various 'lossless' audio files. The supported audio files can be split into some tracks with cue sheet when decoding. It works on Mac OS X 10.4 and later.X Lossless Decoder(XLD) is a tool for Mac OS X that is able to decode/convert/play various 'lossless' audio files. The supported audio files can be split into some tracks with cue sheet when decoding. It works on Mac OS X 10.4 and later.,"Categories
Sound/Audio"
