Description,Category
"SVR is free and open source software for renaming videos and subtitles

Features:

Group renaming (deleting, inserting, serialization, replacing and case),
Drag n Drop file (supported video files avi, mp4, mkv, wmv, and supported subtitles files are txt, sub, srt),
Renaming by video file name, or by Subtitle file name,
Cross platform application, it works on Windows, Linux, Unix, Mac OS,
Renaming large number of files
Multilingual (thanks to Yuri Bongiorno)
English
Italian (thanks to Yuri Bongiorno)
Serbian
Hungarian (thanks to Csernai Árpád)
French (thanks to Soopa)
Turkish (thanks to Gökhan Atış )

NOTE:
For version 0.6.0 and newer please install Visual Studio Redistributable (x86)
you can find it on https://visualstudio.microsoft.com/downloads/ under 'Other tools and Frameworks'

From version 0.5.1 please install Visual Studio 2015 Redistributable (x86)SVR is free and open source software for renaming videos and subtitles

Features:

Group renaming (deleting, inserting, serialization, replacing and case),
Drag n Drop file (supported video files avi, mp4, mkv, wmv, and supported subtitles files are txt, sub, srt),
Renaming by video file name, or by Subtitle file name,
Cross platform application, it works on Windows, Linux, Unix, Mac OS,
Renaming large number of files
Multilingual (thanks to Yuri Bongiorno)
English
Italian (thanks to Yuri Bongiorno)
Serbian
Hungarian (thanks to Csernai Árpád)
French (thanks to Soopa)
Turkish (thanks to Gökhan Atış )

NOTE:
For version 0.6.0 and newer please install Visual Studio Redistributable (x86)
you can find it on https://visualstudio.microsoft.com/downloads/ under 'Other tools and Frameworks'

From version 0.5.1 please install Visual Studio 2015 Redistributable (x86)","Categories
Multimedia"
"QtAV is a cross-platform and high performance multimedia playback framework based on Qt and FFmpeg.
Features: timeline preview, gpu decoding etcQtAV is a cross-platform and high performance multimedia playback framework based on Qt and FFmpeg.
Features: timeline preview, gpu decoding etc","Categories
Frameworks, Video, Libraries"
"PhotoKit is a photo browser with impressive 3D effects and many slide effects.

Features:

3D effects
Slide effects (my another project NextEffect).
Multi-touch (e.g. on N9)
EXIF information.
Share images to sina weibo. (for Chinese users)
Online images with Google image search.
Build debian package (make deb).
PhotoKit can not manager photos now, just viewing. It will be possible in the future.

The UI of PhotoKit is based on Qt graphics framework (except filedialog), so you will have the same experience on all platforms. On N9, it only supports landscape mode because the limitation of QWidget. At the begining, i just use many QWidget based components, but they are very ugly on Harmattan, so I have to wrote these components using graphics framework, e.g. button, textinput and dialog. The work is hard, but the result is good.

You can find PhotoKit OS2 there: http://svn.netlabs.org/qtapps/wiki/QT4%20GraphicsPhotoKit is a photo browser with impressive 3D effects and many slide effects.

Features:

3D effects
Slide effects (my another project NextEffect).
Multi-touch (e.g. on N9)
EXIF information.
Share images to sina weibo. (for Chinese users)
Online images with Google image search.
Build debian package (make deb).
PhotoKit can not manager photos now, just viewing. It will be possible in the future.

The UI of PhotoKit is based on Qt graphics framework (except filedialog), so you will have the same experience on all platforms. On N9, it only supports landscape mode because the limitation of QWidget. At the begining, i just use many QWidget based components, but they are very ugly on Harmattan, so I have to wrote these components using graphics framework, e.g. button, textinput and dialog. The work is hard, but the result is good.

You can find PhotoKit OS2 there: http://svn.netlabs.org/qtapps/wiki/QT4%20Graphics","Categories
Image Viewers, Photo Management"
"The Javascript Clipper library performs clipping and offsetting for both lines and polygons. All four boolean clipping operations are supported - intersection, union, difference and exclusive-or. Polygons can be of any shape including self-intersecting polygons.

Javascript Clipper is a port of Angus Johnson's Clipper library: https://sourceforge.net/projects/polyclipping

LIVE DEMO: http://jsclipper.sourceforge.net/6.4.2.2/main_demo.html

LIVE DEMO (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint/main_demo.html

Information and examples:
http://jsclipper.sourceforge.net/6.4.2.2

Information and examples (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint

Donate Javascript Clipper Project: https://sourceforge.net/p/jsclipper/wiki/Donations/

Use cases:
* Over 1500 schools in the UK uses Javascript Clipper in Digimap for Schools service. Read more:
https://mobilegeo.wordpress.com and
http://digimapforschools.edina.ac.uk/cosmo-free/osmapperThe Javascript Clipper library performs clipping and offsetting for both lines and polygons. All four boolean clipping operations are supported - intersection, union, difference and exclusive-or. Polygons can be of any shape including self-intersecting polygons.

Javascript Clipper is a port of Angus Johnson's Clipper library: https://sourceforge.net/projects/polyclipping

LIVE DEMO: http://jsclipper.sourceforge.net/6.4.2.2/main_demo.html

LIVE DEMO (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint/main_demo.html

Information and examples:
http://jsclipper.sourceforge.net/6.4.2.2

Information and examples (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint

Donate Javascript Clipper Project: https://sourceforge.net/p/jsclipper/wiki/Donations/

Use cases:
* Over 1500 schools in the UK uses Javascript Clipper in Digimap for Schools service. Read more:
https://mobilegeo.wordpress.com and
http://digimapforschools.edina.ac.uk/cosmo-free/osmapper","Categories
Algorithms, Graphics"
"Volume Step Adjuster allows you to adjust the increment/decrement step of your system volume when you use your multimedia keys. By default, this step is 2% or 4%, which may be not appropriate for high-precision setting. With Volume Step Adjuster you can set this volume step to any valid value, for example, you can set the volume step to 1% or even 0.1%. The real volume step resolution available depends on your device.

Note, however, that this tool only configures increment/decrement step. It does not adjusts increment/decrement speed or any other parameters.

This program will only run on Windows 7 and, probably, later versions. This app may work incorrectly or may not work at all, if you're running any programs which intercept volume control multimedia keys input.Volume Step Adjuster allows you to adjust the increment/decrement step of your system volume when you use your multimedia keys. By default, this step is 2% or 4%, which may be not appropriate for high-precision setting. With Volume Step Adjuster you can set this volume step to any valid value, for example, you can set the volume step to 1% or even 0.1%. The real volume step resolution available depends on your device.

Note, however, that this tool only configures increment/decrement step. It does not adjusts increment/decrement speed or any other parameters.

This program will only run on Windows 7 and, probably, later versions. This app may work incorrectly or may not work at all, if you're running any programs which intercept volume control multimedia keys input.","Categories
System, Sound/Audio"
A video thumbnail generator based on FFMPEG.A video thumbnail generator based on FFMPEG.,"Categories
Screen Capture, Command Line Tools, Thumbnail Makers"
"This Inkscape extension provides table support for Inkscape. This is one of the features that are present in Corel Draw but are not present in Inkscape. So, just install this extension and you will have table support in InkscapeThis Inkscape extension provides table support for Inkscape. This is one of the features that are present in Corel Draw but are not present in Inkscape. So, just install this extension and you will have table support in Inkscape","Categories
Vector Graphics"
"This system provides printed and cursive handwriting recognition service as a shared library on GNU/Linux/Unix systems.
Until someone writes another client, try the S/HIP:
https://sourceforge.net/projects/ship-project/This system provides printed and cursive handwriting recognition service as a shared library on GNU/Linux/Unix systems.
Until someone writes another client, try the S/HIP:
https://sourceforge.net/projects/ship-project/","Categories
Desktop Environment, User Interface (UI), Handwriting Recognition"
"3D modeler, 3D game maker, 3D demo maker. A powerfull tool to modelise and create games. Scripting language allows you to code interactions in pseudo-C with the animation and synthetize your own rendering with own-made shaders.

Support for FBX, BLEND, GLTF, OBJ, 3DS, DAE, X, XML, ASC, PLY...

Cross-platform project WINDOWS 32/64 /MACOSX 10.6/ 10.8+/APPLSilicon /LINUX/iOS/ANDROID/WINDOWS PHONE/GOOGLE VR/OPEN VR/OCULUS VR/WEBASM/UWP8/10, Rasp PI runs with player and/or editor.

Android .NED Player (install APK and ""open with"" with file managers)
.APK generator for Android.

Support for:
Direct3D9 (SM3).
Direct3D10 (SM4).
Direct3D11 (SM5).
Direct3D12 (SM5).
OpenGL and GLSL.
GLES and GLES20.
METAL for OSX and iOS.
Retina, UHD.

Intel x86/64 and ARMv7/ARM64.
Full port for Linux (Ubuntu/wxWidgets(Gtk3)).
iOS .NED Player (with XCode) (GLES20/METAL)
Windows Phone 8.1+
Windows VR (Steam/Oculus)
WebAsm/WebGL
UWP for Windows/XBOX
Raspberry PI
Latest : 3.12.73.20223D modeler, 3D game maker, 3D demo maker. A powerfull tool to modelise and create games. Scripting language allows you to code interactions in pseudo-C with the animation and synthetize your own rendering with own-made shaders.

Support for FBX, BLEND, GLTF, OBJ, 3DS, DAE, X, XML, ASC, PLY...

Cross-platform project WINDOWS 32/64 /MACOSX 10.6/ 10.8+/APPLSilicon /LINUX/iOS/ANDROID/WINDOWS PHONE/GOOGLE VR/OPEN VR/OCULUS VR/WEBASM/UWP8/10, Rasp PI runs with player and/or editor.

Android .NED Player (install APK and ""open with"" with file managers)
.APK generator for Android.

Support for:
Direct3D9 (SM3).
Direct3D10 (SM4).
Direct3D11 (SM5).
Direct3D12 (SM5).
OpenGL and GLSL.
GLES and GLES20.
METAL for OSX and iOS.
Retina, UHD.

Intel x86/64 and ARMv7/ARM64.
Full port for Linux (Ubuntu/wxWidgets(Gtk3)).
iOS .NED Player (with XCode) (GLES20/METAL)
Windows Phone 8.1+
Windows VR (Steam/Oculus)
WebAsm/WebGL
UWP for Windows/XBOX
Raspberry PI
Latest : 3.12.73.2022","Categories
Games/Entertainment, 3D Modeling, Intelligent Agents"
"A Mod so that Minecraft now natively supports Mumble's positional audio feature. This means: Directional and positionally attenuated VOIP in relation to the game world.

Please visit the Forum for information about the newest Version!

Main Forum-Thread: http://www.minecraftforum.net/forums/mapping-and-modding/minecraft-mods/1272675

TheSkorm's Fork on GitHub: https://github.com/TheSkorm/mod_mumblelink


Mumble: http://mumble.sourceforge.net

Donations are greatly appreciated: https://sourceforge.net/donate/?user_id=2370023A Mod so that Minecraft now natively supports Mumble's positional audio feature. This means: Directional and positionally attenuated VOIP in relation to the game world.

Please visit the Forum for information about the newest Version!

Main Forum-Thread: http://www.minecraftforum.net/forums/mapping-and-modding/minecraft-mods/1272675

TheSkorm's Fork on GitHub: https://github.com/TheSkorm/mod_mumblelink


Mumble: http://mumble.sourceforge.net

Donations are greatly appreciated: https://sourceforge.net/donate/?user_id=2370023","Categories
Sound/Audio, VoIP, Multiplayer, Minecraft Mods, Minecraft Plugins"
"Nootka helps understand the basics of music notation:
reading and practicing playing musical scores.
Long story short: the user plays notes (melody) displayed by the app,
which then in real time checks if the notes was played correctly.
The application is free and open source.
It works under Windows, Linux, Mac and Android...Nootka helps understand the basics of music notation:
reading and practicing playing musical scores.
Long story short: the user plays notes (melody) displayed by the app,
which then in real time checks if the notes was played correctly.
The application is free and open source.
It works under Windows, Linux, Mac and Android...","Categories
Education, Sound/Audio"
"PixelLight is a cross-platform application framework for any kind of 3D applications like games, interactive simulations or visualizations. It's written in C++ and has been designed with flexibility and extensibility as one of it's main goals.PixelLight is a cross-platform application framework for any kind of 3D applications like games, interactive simulations or visualizations. It's written in C++ and has been designed with flexibility and extensibility as one of it's main goals.","Categories
Games/Entertainment, 3D Rendering, Data Visualization"
RadioSymba is the Internet-radio player and recorder for Nokia S60v5 or later Symbian smartphones. It has a built-in catalog containing over 3000 radio stations sorted by genres and styles. It has advanced features for recording audio streams to files.RadioSymba is the Internet-radio player and recorder for Nokia S60v5 or later Symbian smartphones. It has a built-in catalog containing over 3000 radio stations sorted by genres and styles. It has advanced features for recording audio streams to files.,"Categories
Players, Audio Recording"
"Very basic cutter for Mpeg-2 files. GNU GPL license. Primarily intended for common PS format files, but has partial support for TS and ES formats.Very basic cutter for Mpeg-2 files. GNU GPL license. Primarily intended for common PS format files, but has partial support for TS and ES formats.","Categories
Non-Linear Editor"
"LARMcess is that ""Linux Augmented Reality 3d Marker"" . We will developing 3D Marker based on 2D Barcode(QR Code) on android OS. we can get the content's information from 2D barcode using android phone and display the content's 3D object and annouLARMcess is that ""Linux Augmented Reality 3d Marker"" . We will developing 3D Marker based on 2D Barcode(QR Code) on android OS. we can get the content's information from 2D barcode using android phone and display the content's 3D object and annou","Categories
Augmented Reality"
"Taprats is a Java applet that implements an islamic tiling technique based on the work of Hankin in the early part of the twentieth century, and on more recent papers by A.J. Lee and Craig S. Kaplan. By Craig S. Kaplan and Pierre Baillargeon.

There is a new version rewritten for Windows under the name Alhambra. See here: https://github.com/pierrebai/Alhambra/releasesTaprats is a Java applet that implements an islamic tiling technique based on the work of Hankin in the early part of the twentieth century, and on more recent papers by A.J. Lee and Craig S. Kaplan. By Craig S. Kaplan and Pierre Baillargeon.

There is a new version rewritten for Windows under the name Alhambra. See here: https://github.com/pierrebai/Alhambra/releases","Categories
Fractal"
"XMTuner allows you to access the Sirius|XM Satelite Radio streams on your UPnP media player. It supports a variety of devices, such as the Xbox 360, PS3, Nintendo Wii, D-Link DSM-320 (and similar), smartphones, internet-capable receivers and TVs.XMTuner allows you to access the Sirius|XM Satelite Radio streams on your UPnP media player. It supports a variety of devices, such as the Xbox 360, PS3, Nintendo Wii, D-Link DSM-320 (and similar), smartphones, internet-capable receivers and TVs.","Categories
Sound/Audio"
Fractron 9000 is a GPU accelerated fractal flame renderer for Windows. Requires a video card that supports OpenGL 2.0 (OpenCL or CUDA recommended). Also Requires Microsoft .NET framework version 2.0.Fractron 9000 is a GPU accelerated fractal flame renderer for Windows. Requires a video card that supports OpenGL 2.0 (OpenCL or CUDA recommended). Also Requires Microsoft .NET framework version 2.0.,"Categories
Fractal"
SPACE is a Software Architecture developed by Philips for its range of TV displays. It is based on Linux and DirectFB technologies. jointSPACE opens the TV APIs to let you develop new applications and run them on the TV.SPACE is a Software Architecture developed by Philips for its range of TV displays. It is based on Linux and DirectFB technologies. jointSPACE opens the TV APIs to let you develop new applications and run them on the TV.,"Categories
Media Players"
"Free open source GPL metronome (a ""branch"" of ""Weird Metronome"") for Windows, Windows Mobile, & Pocket PC. Uses user-definable multi-voice WAV or MIDI (PC only) sounds for the beats. Has a blinker & allows user defined bpm & fine measure control.Free open source GPL metronome (a ""branch"" of ""Weird Metronome"") for Windows, Windows Mobile, & Pocket PC. Uses user-definable multi-voice WAV or MIDI (PC only) sounds for the beats. Has a blinker & allows user defined bpm & fine measure control.","Categories
MIDI, Sound Synthesis"
A small utility that converts ascii-art diagrams to nice-looking bitmap diagrams automatically.A small utility that converts ascii-art diagrams to nice-looking bitmap diagrams automatically.,"Categories
Image Converters"
"Bristol is synth emulation package for a diverse range of vintage synthesisers, electric pianos and organs. The application consists of a multithreaded audio synthesizer and a user interface called brighton.Bristol is synth emulation package for a diverse range of vintage synthesisers, electric pianos and organs. The application consists of a multithreaded audio synthesizer and a user interface called brighton.","Categories
MIDI, Sound Synthesis"
"[Important] The project moved to GitHub. Please use the following GitHub project page from now on: https://github.com/twain/twain-samples

Use the TWAIN 2 sample data source and application, to test your TWAIN project, or as templates to incorporate TWAIN into your graphic applications or Scanner drivers. The samples are released as open source software and uses a Modified BSD licenses.[Important] The project moved to GitHub. Please use the following GitHub project page from now on: https://github.com/twain/twain-samples

Use the TWAIN 2 sample data source and application, to test your TWAIN project, or as templates to incorporate TWAIN into your graphic applications or Scanner drivers. The samples are released as open source software and uses a Modified BSD licenses.","Categories
Digital Camera, Scanner"
Box is a language specifically designed to make vector graphics easy plus a integrated development environment which facilitates the use of the language by interactively showing the graphical output. Box combines the convenience of drawing figures with the mouse with the convenience of describing them with a language tailored for vector graphics.Box is a language specifically designed to make vector graphics easy plus a integrated development environment which facilitates the use of the language by interactively showing the graphical output. Box combines the convenience of drawing figures with the mouse with the convenience of describing them with a language tailored for vector graphics.,"Categories
Raster Graphics, Vector Graphics"
"**NOTE:** This tool is going out of business. Click on News for details

Screen capture tool for Windows, grab a screenshot and store in clipboard, or instantly post to URL. It only takes one keypress and one click and drag to post a screenshot. Images are encrypted for highest security, URL serves as a decryption key**NOTE:** This tool is going out of business. Click on News for details

Screen capture tool for Windows, grab a screenshot and store in clipboard, or instantly post to URL. It only takes one keypress and one click and drag to post a screenshot. Images are encrypted for highest security, URL serves as a decryption key","Categories
Screen Capture"
"GraphicsMagic is an open source project that distributed under the GPL. It is an image processing application, and developed/compiled with Delphi 6/7 + Graphics32.GraphicsMagic is an open source project that distributed under the GPL. It is an image processing application, and developed/compiled with Delphi 6/7 + Graphics32.","Categories
Raster Graphics"
"X3DOM is a framework for integrating and manipulating (X)3D scenes as HTML5 DOM elements that are rendered via WebGL. The system allows defining 3D scene description and runtime behavior declaratively, without any low-level JavaScript or GLSL coding.X3DOM is a framework for integrating and manipulating (X)3D scenes as HTML5 DOM elements that are rendered via WebGL. The system allows defining 3D scene description and runtime behavior declaratively, without any low-level JavaScript or GLSL coding.","Categories
3D Rendering, Image Viewers, Browser Extensions and Plugins, Animation"
"FREE!ship is a surface modeling program for designing ships yachts and boats. Subdivision surfaces are used rather than NURBS to give the designer the freedom to design ANY desired hullshape. Unfold surfaces, panel based hydrostatics, various exp formatsFREE!ship is a surface modeling program for designing ships yachts and boats. Subdivision surfaces are used rather than NURBS to give the designer the freedom to design ANY desired hullshape. Unfold surfaces, panel based hydrostatics, various exp formats","Categories
3D Modeling, Vector Graphics, Data Visualization"
"Mixxx has moved to http://www.mixxx.org. Please visit our official site for the latest updates, as our SourceForge page is completely out of date.Mixxx has moved to http://www.mixxx.org. Please visit our official site for the latest updates, as our SourceForge page is completely out of date.","Categories
Audio Mixers, MP3, Audio Analysis, MIDI"
A multi-platform collection of C++ software libraries for Computer Vision and Image Understanding.A multi-platform collection of C++ software libraries for Computer Vision and Image Understanding.,"Categories
Graphics, Artificial Intelligence, Mathematics"
AlsaModularSynth is a MIDI controlled realtime modular synthesizer and effect processor with support for LADSPA and JACK.AlsaModularSynth is a MIDI controlled realtime modular synthesizer and effect processor with support for LADSPA and JACK.,"Categories
Sound Synthesis"
"WinLIRC, the Windows port of the Linux Infrared Remote Control package. Control your computer via remote!WinLIRC, the Windows port of the Linux Infrared Remote Control package. Control your computer via remote!","Categories
Communications, Hardware, Multimedia"
"Lights Up! is a Windows application for controlling theater lighting during the performance of plays or musicals.
Lights Up! v1.2 supports the Enttec Open DMX USB interface.Lights Up! is a Windows application for controlling theater lighting during the performance of plays or musicals.
Lights Up! v1.2 supports the Enttec Open DMX USB interface.","Categories
Multimedia"
"Playback and record video, graphics and audio to multiple screens via DVI/HDMI/SDI in SD, HD, 2K and 4K.Playback and record video, graphics and audio to multiple screens via DVI/HDMI/SDI in SD, HD, 2K and 4K.","Categories
Presentation, Media Players"
MythTv Player enables playback of MythTV recordings as well as watching LiveTv from Windows. It connects directly to the MythTv backend and does not require any external codecs.MythTv Player enables playback of MythTV recordings as well as watching LiveTv from Windows. It connects directly to the MythTv backend and does not require any external codecs.,"Categories
Video, Home Theater PC"
"eChanter is an Open Source electronic bagpipe project, based on the Arduino platform, using capacitive touch sensors, with polyphonic wavetable synthesis PCM audio at 8KHz. See Files for the development version, eChanter v3.0.eChanter is an Open Source electronic bagpipe project, based on the Arduino platform, using capacitive touch sensors, with polyphonic wavetable synthesis PCM audio at 8KHz. See Files for the development version, eChanter v3.0.","Categories
MIDI, Sound Synthesis, Embedded Systems"
"A library allowing .NET access to Windows's Media Foundation technology combined with samples showing how the library works. If you are not a programmer, or are not running on Vista or Windows 7/10, there is nothing in this project that you are going to find useful.A library allowing .NET access to Windows's Media Foundation technology combined with samples showing how the library works. If you are not a programmer, or are not running on Vista or Windows 7/10, there is nothing in this project that you are going to find useful.","Categories
Graphics, Video"
A multimedia player for tomtom GPS.A multimedia player for tomtom GPS.,"Categories
Media Players, MP3"
