Description,Category
"Vodigi is a free, open source, interactive digital signage software solution that offers all the features you need to promote and advertise your products and services.

With Vodigi, you can have a virtual sales team dedicated to promoting and advertising your products and services... a team that knows your products and services inside and out, can provide detailed interactive information about your products and services, and is available any time... day or night... to help you succeed.

Vodigi gives you what you need to:

- Display image slide shows
- Display video play lists
- Allow customers to browse and watch product images and videos
- Provide interactive buyer's guides
- Provide detailed product information
- Offer interactive product demonstrations
- And much more...

Version 6.0 is now available, so get started today.

Learn more at http://www.vodigi.com.Vodigi is a free, open source, interactive digital signage software solution that offers all the features you need to promote and advertise your products and services.

With Vodigi, you can have a virtual sales team dedicated to promoting and advertising your products and services... a team that knows your products and services inside and out, can provide detailed interactive information about your products and services, and is available any time... day or night... to help you succeed.

Vodigi gives you what you need to:

- Display image slide shows
- Display video play lists
- Allow customers to browse and watch product images and videos
- Provide interactive buyer's guides
- Provide detailed product information
- Offer interactive product demonstrations
- And much more...

Version 6.0 is now available, so get started today.

Learn more at http://www.vodigi.com.","Categories
Enterprise, Dynamic Content, Multimedia"
"Celestia is an application for real-time 3D visualization of space, with a detailed model of the solar system, over 100,000 stars, more than 10,000 galaxies, and an extension mechanism for adding more objects.Celestia is an application for real-time 3D visualization of space, with a detailed model of the solar system, over 100,000 stars, more than 10,000 galaxies, and an extension mechanism for adding more objects.","Categories
Games/Entertainment, 3D Rendering, Astronomy, Education"
"Visit NAPS2's home page at www.naps2.com.

NAPS2 is a document scanning application with a focus on simplicity and ease of use. Scan your documents from WIA- and TWAIN-compatible scanners, organize the pages as you like, and save them as PDF, TIFF, JPEG, PNG, and other file formats. Requires .NET Framework 4.0 or higher.

NAPS2 is currently available in over 30 different languages. Want to see NAPS2 in your preferred language? Help translate! See the wiki for more details.

This is a fork of the NAPS project with many improvements.Visit NAPS2's home page at www.naps2.com.

NAPS2 is a document scanning application with a focus on simplicity and ease of use. Scan your documents from WIA- and TWAIN-compatible scanners, organize the pages as you like, and save them as PDF, TIFF, JPEG, PNG, and other file formats. Requires .NET Framework 4.0 or higher.

NAPS2 is currently available in over 30 different languages. Want to see NAPS2 in your preferred language? Help translate! See the wiki for more details.

This is a fork of the NAPS project with many improvements.","Categories
Scanner, PDF, OCR"
"Peace equalizer is a Windows PC interface for Equalizer APO http://sourceforge.net/projects/equalizerapo. Besides an system-wide audio equalizer on your Windows PC, Peace has an effects panel for balance, crossfeeding, delay, etc., a graph window and much more.

In short: Peace is an equalizer and audio mixer for all your PC software on any Windows version from Vista to 10.

Your configuration (e.g. EQ, preset, profile) can be saved and activated again by 1 click, hotkey, tray or desktop shotcut.

Note: Your virus scanner may detect a virus in Peace.exe or PeaceSetup.exe. This is a false positive, more info on the forum.

Install by running downloaded PeaceSetup.exe. Equalizer APO has to be installed first. After a Windows update a re-install of Equalizer APO might be needed.

YouTubers: Please mention Peace Equalizer in your video description.

Many thanks to my reviewers and supporters.Peace equalizer is a Windows PC interface for Equalizer APO http://sourceforge.net/projects/equalizerapo. Besides an system-wide audio equalizer on your Windows PC, Peace has an effects panel for balance, crossfeeding, delay, etc., a graph window and much more.

In short: Peace is an equalizer and audio mixer for all your PC software on any Windows version from Vista to 10.

Your configuration (e.g. EQ, preset, profile) can be saved and activated again by 1 click, hotkey, tray or desktop shotcut.

Note: Your virus scanner may detect a virus in Peace.exe or PeaceSetup.exe. This is a false positive, more info on the forum.

Install by running downloaded PeaceSetup.exe. Equalizer APO has to be installed first. After a Windows update a re-install of Equalizer APO might be needed.

YouTubers: Please mention Peace Equalizer in your video description.

Many thanks to my reviewers and supporters.","Categories
Audio Mixers, Sound/Audio, Home Theater PC"
"Ghostscript is an interpreter for the PostScript® language and PDF files. It is available under either the GNU GPL Affero license or licensed for commercial use from Artifex Software, Inc. It has been under active development for over 30 years and has been ported to several different systems during this time. Ghostscript consists of a PostScript interpreter layer and a graphics library.

There is a family of other products, including GhostPCL, GhostPDF, and GhostXPS that are built upon the same graphics library. Between them, this family of products offers native rendering of all major page description languages. Our latest product, GhostPDL, pulls all these languages into a single executable.

THIS SITE IS NO LONGER ACTIVELY MAINTAINED, FOR RECENT RELEASES, PLEASE GO TO:
http://downloads.ghostscript.com/

For more information, please go to:
http://www.ghostscript.comGhostscript is an interpreter for the PostScript® language and PDF files. It is available under either the GNU GPL Affero license or licensed for commercial use from Artifex Software, Inc. It has been under active development for over 30 years and has been ported to several different systems during this time. Ghostscript consists of a PostScript interpreter layer and a graphics library.

There is a family of other products, including GhostPCL, GhostPDF, and GhostXPS that are built upon the same graphics library. Between them, this family of products offers native rendering of all major page description languages. Our latest product, GhostPDL, pulls all these languages into a single executable.

THIS SITE IS NO LONGER ACTIVELY MAINTAINED, FOR RECENT RELEASES, PLEASE GO TO:
http://downloads.ghostscript.com/

For more information, please go to:
http://www.ghostscript.com","Categories
Printing, Image Viewers, Image Converters"
"Kid3 audio tag editor can edit the tags of MP3, Ogg, FLAC, MPC & WMA files in an efficient way, convert between ID3v1 and ID3v2, set the tags of multiple files, generate tags from file names or vice versa and import from freedb, MusicBrainz and DiscoKid3 audio tag editor can edit the tags of MP3, Ogg, FLAC, MPC & WMA files in an efficient way, convert between ID3v1 and ID3v2, set the tags of multiple files, generate tags from file names or vice versa and import from freedb, MusicBrainz and Disco","Categories
Players, Audio Editing"
"Art of Illusion is a full featured 3D modelling, rendering, and animation studio. It is written entirely in Java, and can run on almost any operating system.Art of Illusion is a full featured 3D modelling, rendering, and animation studio. It is written entirely in Java, and can run on almost any operating system.","Categories
3D Modeling, 3D Rendering"
"A slick, intuitive web based photo gallery. Gallery is easy to install, configure and use. Gallery photo management includes automatic thumbnails, resizing, rotation, and more. Authenticated users and privileged albums make this great for communitiesA slick, intuitive web based photo gallery. Gallery is easy to install, configure and use. Gallery photo management includes automatic thumbnails, resizing, rotation, and more. Authenticated users and privileged albums make this great for communities","Categories
Dynamic Content, Image Viewers, Photo Management"
"GLScene is an OpenGL based 3D library for Delphi, C++Builder and Lazarus. It provides visual components and objects allowing description and rendering of 3D scenes in graphic applications.GLScene is an OpenGL based 3D library for Delphi, C++Builder and Lazarus. It provides visual components and objects allowing description and rendering of 3D scenes in graphic applications.","Categories
Games/Entertainment, 3D Rendering, Data Visualization"
"Open Camera is an Open Source Camera app for Android(TM) phones and tablets.

* Get it on Google Play: https://play.google.com/store/apps/details?id=net.sourceforge.opencamera
* Get it on F-Droid: https://f-droid.org/en/packages/net.sourceforge.opencamera/
* Or you can download the APK/source directly, see ""Files"" above.

Android, Google Play and the Google Play logo are trademarks of Google LLC.Open Camera is an Open Source Camera app for Android(TM) phones and tablets.

* Get it on Google Play: https://play.google.com/store/apps/details?id=net.sourceforge.opencamera
* Get it on F-Droid: https://f-droid.org/en/packages/net.sourceforge.opencamera/
* Or you can download the APK/source directly, see ""Files"" above.

Android, Google Play and the Google Play logo are trademarks of Google LLC.","Categories
Digital Camera, Video Capture, Mobile"
"Jamulus is for playing, rehearsing, or just jamming with your friends, your band or just anyone you find online. Use your Windows, macOS or Linux machine to connect to Jamulus servers worldwide, for free over a normal broadband connection. Or host your own private server. Jamulus is designed for high quality, low-latency sound, making it easy to play together remotely and in time.Jamulus is for playing, rehearsing, or just jamming with your friends, your band or just anyone you find online. Use your Windows, macOS or Linux machine to connect to Jamulus servers worldwide, for free over a normal broadband connection. Or host your own private server. Jamulus is designed for high quality, low-latency sound, making it easy to play together remotely and in time.","Categories
Streaming, Conferencing, Sound/Audio"
"Airtunes emulator. ""Shairport"" for Windows. Stream music wirelessly to your PC from your iPod/iPad/iPhone/iTunes.Airtunes emulator. ""Shairport"" for Windows. Stream music wirelessly to your PC from your iPod/iPad/iPhone/iTunes.","Categories
Sound/Audio"
"A programmable audio generator intended as an aural aid to meditation, implementing the binaural beat principle as described in Gerald Oster's Oct. 1973 Scientific American article ""Auditory Beats in the Brain.""A programmable audio generator intended as an aural aid to meditation, implementing the binaural beat principle as described in Gerald Oster's Oct. 1973 Scientific American article ""Auditory Beats in the Brain.""","Categories
New Age, Medical, Sound Synthesis"
"for the latest release see either
- https://github.com/OGRECave/ogre
- https://github.com/OGRECave/ogre-next

An efficient, object-oriented hardware accelerated 3D engine. It abstracts the differences between APIs and platforms and allows scene-oriented coding through an easy to use object model. Adaptable to multiple scene types (indoor, outdoor, whatever)for the latest release see either
- https://github.com/OGRECave/ogre
- https://github.com/OGRECave/ogre-next

An efficient, object-oriented hardware accelerated 3D engine. It abstracts the differences between APIs and platforms and allows scene-oriented coding through an easy to use object model. Adaptable to multiple scene types (indoor, outdoor, whatever)","Categories
3D Rendering"
"aTunes is a powerful, full-featured, cross-platform player and manager, with support for online radios, podcasts and CD ripping.aTunes is a powerful, full-featured, cross-platform player and manager, with support for online radios, podcasts and CD ripping.","Categories
Streaming, Players, CD Ripping"
"A famous scientific plotting package, features include 2D and 3D plotting, a huge number of output formats, interactive input or script-driven options, and a large set of scripted examples.A famous scientific plotting package, features include 2D and 3D plotting, a huge number of output formats, interactive input or script-driven options, and a large set of scripted examples.","Categories
Graphics, Data Visualization, Mathematics, Education"
"Save monitor configurations of Windows 7 or 10 and easily switch between them with a click in a popup menu of your taskbar.

The tool is designed for users with two or more monitors who in certain situations would like to quickly change their monitor setup (e.g. enable/disable a TV which is attached to the HDMI port, make an attached TV the primary display to remove tearing switch which monitor is on the left/right...). Along the monitor state and setup the resolution is also saved and restored.

The program works by saving a current monitor setup as configured using the windows control panel to an xml file. Once saved the configuration can be quickly restored at any time. Requires .NET 4.0 Framework to be installed.

The program is quite simple and in an early development stage. It is provided without any warranty. If you accidentally disable all your monitors boot into safe mode to fix the problem.

If you like the program say thanks by clicking the Donation link in the menu!Save monitor configurations of Windows 7 or 10 and easily switch between them with a click in a popup menu of your taskbar.

The tool is designed for users with two or more monitors who in certain situations would like to quickly change their monitor setup (e.g. enable/disable a TV which is attached to the HDMI port, make an attached TV the primary display to remove tearing switch which monitor is on the left/right...). Along the monitor state and setup the resolution is also saved and restored.

The program works by saving a current monitor setup as configured using the windows control panel to an xml file. Once saved the configuration can be quickly restored at any time. Requires .NET 4.0 Framework to be installed.

The program is quite simple and in an early development stage. It is provided without any warranty. If you accidentally disable all your monitors boot into safe mode to fix the problem.

If you like the program say thanks by clicking the Donation link in the menu!","Categories
Desktop Environment, Systems Administration, Home Theater PC"
"StaxRip is a powerful video/audio encoding GUI for Windows. It executes and controls console apps such as x265, mkvmerge, ffmpeg, etc. and uses scripting based frame servers, AviSynth+ and VapourSynth, for video processing.StaxRip is a powerful video/audio encoding GUI for Windows. It executes and controls console apps such as x265, mkvmerge, ffmpeg, etc. and uses scripting based frame servers, AviSynth+ and VapourSynth, for video processing.","Categories
Video Converters, Media Players, MP3, DVD, Home Theater PC"
"N.B. SuperCollider is now hosted at GitHub, and the most recent versions can be downloaded from there. http://supercollider.github.io

A real time audio synthesis engine, and an object-oriented programming language specialised for music.

SuperCollider was created in 1996 by James McCartney, now (since version 3) released as free software.N.B. SuperCollider is now hosted at GitHub, and the most recent versions can be downloaded from there. http://supercollider.github.io

A real time audio synthesis engine, and an object-oriented programming language specialised for music.

SuperCollider was created in 1996 by James McCartney, now (since version 3) released as free software.","Categories
Scientific/Engineering, Sound Synthesis"
".NET c# directshow lib, capture and playback using c# and directshow.NET c# directshow lib, capture and playback using c# and directshow","Categories
Still Capture, Media Players, Video Capture"
"Capture2Text enables users to quickly OCR a portion of the screen using a keyboard shortcut. The resulting text will be saved to the clipboard by default. Supports 90+ languages including Chinese, English, French, German, Japanese, Korean, Russian, and Spanish. Portable and does not require installation. See http://capture2text.sourceforge.net for details.Capture2Text enables users to quickly OCR a portion of the screen using a keyboard shortcut. The resulting text will be saved to the clipboard by default. Supports 90+ languages including Chinese, English, French, German, Japanese, Korean, Russian, and Spanish. Portable and does not require installation. See http://capture2text.sourceforge.net for details.","Categories
Screen Capture, Languages, OCR"
"Super Audio CD Decoder input plugin for foobar2000. Decoder is capable of playing back Super Audio CD ISO images, DSDIFF, DSF and DSD WavPack files. Direct DSD playback for compatible devices.
Separate DSD Processor/DSD Converter plugins for track extraction into DSD/DST encoded files.Super Audio CD Decoder input plugin for foobar2000. Decoder is capable of playing back Super Audio CD ISO images, DSDIFF, DSF and DSD WavPack files. Direct DSD playback for compatible devices.
Separate DSD Processor/DSD Converter plugins for track extraction into DSD/DST encoded files.","Categories
Sound/Audio"
"A mind mapper, and at the same time an easy-to-operate hierarchical editor with strong emphasis on folding. These two are not really two different things, just two different descriptions of a single application. Often used for knowledge and content management.A mind mapper, and at the same time an easy-to-operate hierarchical editor with strong emphasis on folding. These two are not really two different things, just two different descriptions of a single application. Often used for knowledge and content management.","Categories
To-Do Lists, Graphics, Data Visualization"
"Sweet Home 3D is an interior design application that helps you to quickly draw the floor plan of your house, arrange furniture on it, and visit the results in 3D.Sweet Home 3D is an interior design application that helps you to quickly draw the floor plan of your house, arrange furniture on it, and visit the results in 3D.","Categories
3D Modeling, 3D Rendering, Simulation"
"Kodi Movistar+ TV es un ADDON para XBMC/ Kodi que permite disponer de un decodificador de los servicios IPTV de Movistar integrado en uno de los mediacenters mas populares.

El proyecto no trata solo de replicar los servicios de televisión, sino un concepto diferente de servicios integrados donde la TV tenga un protagonismo central pero no el único y que permita tanto ver la TV como un video de youtube, disponer un catalogo de películas y música ..

Autor: Victor M. Juidiaz Portilla (https://www.linkedin.com/in/victor-manuel-juidiaz-portilla-27bb48106)

Foro ""Oficial"": http://www.kodimania.com/index.php?topic=860.0

Las principales funcionalidades de TV son:
- Actualización automática de canales.
- Guía de programación (EPG).
- Grabaciones en la Nube y en local.
- Últimos 7 días
- Visualización de grabaciones en la nube.
- Sincronización de grabaciones a local para evitar su caducidad.
- Gestión avanzada de series.
- Timeshift.
- DLNAKodi Movistar+ TV es un ADDON para XBMC/ Kodi que permite disponer de un decodificador de los servicios IPTV de Movistar integrado en uno de los mediacenters mas populares.

El proyecto no trata solo de replicar los servicios de televisión, sino un concepto diferente de servicios integrados donde la TV tenga un protagonismo central pero no el único y que permita tanto ver la TV como un video de youtube, disponer un catalogo de películas y música ..

Autor: Victor M. Juidiaz Portilla (https://www.linkedin.com/in/victor-manuel-juidiaz-portilla-27bb48106)

Foro ""Oficial"": http://www.kodimania.com/index.php?topic=860.0

Las principales funcionalidades de TV son:
- Actualización automática de canales.
- Guía de programación (EPG).
- Grabaciones en la Nube y en local.
- Últimos 7 días
- Visualización de grabaciones en la nube.
- Sincronización de grabaciones a local para evitar su caducidad.
- Gestión avanzada de series.
- Timeshift.
- DLNA","Categories
Home Theater PC"
"The project provides a ready-to-use interface for the julius CSR engine for a handicapped child which is not able to use the keyboard well. It integrates into X11 and Windows.

Find out how you can help: http://simon-listens.org/index.php?supportThe project provides a ready-to-use interface for the julius CSR engine for a handicapped child which is not able to use the keyboard well. It integrates into X11 and Windows.

Find out how you can help: http://simon-listens.org/index.php?support","Categories
Speech, Languages"
"In summary, Mandelbulber generates three-dimensional fractals.

Explore trigonometric, hyper-complex, Mandelbox, IFS, and many other 3D fractals.

Render with a great palette of customizable materials to create stunning images and videos.

The possibilities are literally infinite!

Mandelbulber v2 is new line of this application. It was rewritten from scratch with new Qt based interface.

Old Mandelbulber is still available in Files section.In summary, Mandelbulber generates three-dimensional fractals.

Explore trigonometric, hyper-complex, Mandelbox, IFS, and many other 3D fractals.

Render with a great palette of customizable materials to create stunning images and videos.

The possibilities are literally infinite!

Mandelbulber v2 is new line of this application. It was rewritten from scratch with new Qt based interface.

Old Mandelbulber is still available in Files section.","Categories
3D Rendering"
"ffdshow is an advanced DirectShow filter and Video for Windows codec (VFW) codec that supports many audio and video formats. For example: H.264, MPEG-4, MPEG-2, H.263, VP3, VP6, Theora, MJPEG, SVQ3, MP3, AC3, DTS, E-AC3, AAC, and Vorbis.ffdshow is an advanced DirectShow filter and Video for Windows codec (VFW) codec that supports many audio and video formats. For example: H.264, MPEG-4, MPEG-2, H.263, VP3, VP6, Theora, MJPEG, SVQ3, MP3, AC3, DTS, E-AC3, AAC, and Vorbis.","Categories
Codec, Sound/Audio"
"This software writes short movies with your digital DSLR camera Canon (R) directly to computer. The camera must have LiveView feature to work, like in Canon EOS 450D for example. The Program has preview, Av, Tv and WB control.This software writes short movies with your digital DSLR camera Canon (R) directly to computer. The camera must have LiveView feature to work, like in Canon EOS 450D for example. The Program has preview, Av, Tv and WB control.","Categories
Video Capture"
"A multiplatform vector drawing program with a complete library of electronic symbols. Schematics and drawings are stored in a very compact text format. There is no netlist concept behind the drawings (so no simulation, and this is a choice) but this allows a great graphical flexibility and ease of use, making FidoCadJ the perfect tool for exchange sketches in forum and newsgroup discussions with a few clicks.

Drawings can be exported in several graphic formats, such as pdf.

Follow the development live on Twitter: https://twitter.com/davbucciA multiplatform vector drawing program with a complete library of electronic symbols. Schematics and drawings are stored in a very compact text format. There is no netlist concept behind the drawings (so no simulation, and this is a choice) but this allows a great graphical flexibility and ease of use, making FidoCadJ the perfect tool for exchange sketches in forum and newsgroup discussions with a few clicks.

Drawings can be exported in several graphic formats, such as pdf.

Follow the development live on Twitter: https://twitter.com/davbucci","Categories
Vector Graphics, Electronic Design Automation (EDA)"
"XBMC Media Center is a free cross-platform media player software and entertainment system application framework for Linux, Mac, and Windows. XBMC is capable of playing back and streaming all popular video, audio, and picture formats out-of-the-box.XBMC Media Center is a free cross-platform media player software and entertainment system application framework for Linux, Mac, and Windows. XBMC is capable of playing back and streaming all popular video, audio, and picture formats out-of-the-box.","Categories
Sound/Audio, Multimedia, Home Theater PC"
