Description,Category
"FreeMarker is a template engine. That is, it provides an easy way to generate text (HTML, source code, configuration files, emails, etc.) that depends on changing data. It's designed to separate the rendering/formatting logic (like visual design, HTML issues, etc.) from the backing application logic and technical complexity. It has a flexible API so you can integrate it into your application the way that best fits it.FreeMarker is a template engine. That is, it provides an easy way to generate text (HTML, source code, configuration files, emails, etc.) that depends on changing data. It's designed to separate the rendering/formatting logic (like visual design, HTML issues, etc.) from the backing application logic and technical complexity. It has a flexible API so you can integrate it into your application the way that best fits it.","Categories
Dynamic Content, Software Development"
Allegro is a cross-platform library intended for use in computer games and other types of multimedia programming.Allegro is a cross-platform library intended for use in computer games and other types of multimedia programming.,"Categories
Games/Entertainment, Software Development"
"A simple PHP HTML DOM parser written in PHP5+, supports invalid HTML, and provides a very easy way to find, extract and modify the HTML elements of the dom. jquery like syntax allow sophisticated finding methods for locating the elements you care about.A simple PHP HTML DOM parser written in PHP5+, supports invalid HTML, and provides a very easy way to find, extract and modify the HTML elements of the dom. jquery like syntax allow sophisticated finding methods for locating the elements you care about.","Categories
Libraries"
"Code::Blocks is an open-source cross-platform IDE (Integrated Development Environment) for C/C++. Designed with flexibility in mind, most of its features are provided by external modules (plugins) making it easily extendable and configurable.Code::Blocks is an open-source cross-platform IDE (Integrated Development Environment) for C/C++. Designed with flexibility in mind, most of its features are provided by external modules (plugins) making it easily extendable and configurable.","Categories
Integrated Development Environments (IDE), Build Tools, Computer-Aided Software Engineering (CASE)"
"Git Extensions is now hosted on GitHub
==============================

Please update your bookmarks and use the links below for downloading and reporting issues.

* Download latest version (Windows only): https://github.com/gitextensions/gitextensions/releases/latest
* Download latest cross-platform version (Windows and Linux/Mac): https://github.com/gitextensions/gitextensions/releases/v2.51.05
* Issue tracker: http://github.com/gitextensions/gitextensions/issues
* Source code: http://github.com/gitextensions/gitextensions
* Online manual: https://git-extensions-documentation.readthedocs.org/en/latest/Git Extensions is now hosted on GitHub
==============================

Please update your bookmarks and use the links below for downloading and reporting issues.

* Download latest version (Windows only): https://github.com/gitextensions/gitextensions/releases/latest
* Download latest cross-platform version (Windows and Linux/Mac): https://github.com/gitextensions/gitextensions/releases/v2.51.05
* Issue tracker: http://github.com/gitextensions/gitextensions/issues
* Source code: http://github.com/gitextensions/gitextensions
* Online manual: https://git-extensions-documentation.readthedocs.org/en/latest/","Categories
Git"
UCanAccess is a pure Java JDBC Driver implementation which allows Java developers and JDBC client programs to read/write Microsoft Access database (.mdb and .accdb) files. No ODBC needed.UCanAccess is a pure Java JDBC Driver implementation which allows Java developers and JDBC client programs to read/write Microsoft Access database (.mdb and .accdb) files. No ODBC needed.,"Categories
Database, Front-Ends, Libraries"
"ChibiOS/RT is a free and efficient RTOS designed for deeply embedded applications. It offers a comprehensive set of kernel primitives and supports many architectures: ARM7, Cortex-M0, Cortex-M3, Cortex-M4, PowerPC e200z, STM8, AVR, MSP430, ColdFire, H8S, x86.ChibiOS/RT is a free and efficient RTOS designed for deeply embedded applications. It offers a comprehensive set of kernel primitives and supports many architectures: ARM7, Cortex-M0, Cortex-M3, Cortex-M4, PowerPC e200z, STM8, AVR, MSP430, ColdFire, H8S, x86.","Categories
Software Development, Operating System Kernels, Embedded Systems"
"PDFsharp is a .NET library for creating and modifying Adobe PDF documents programmatically from any .NET language like C# or VB.NET. PDFsharp defines classes for the objects found in PDF files, so you never have to deal with IDs or references directly.
The downloads include MigraDoc Foundation, a .NET library for creating documents on the fly (supports PDF and RTF).

PDFsharp is the .NET library that easily creates and processes PDF documents on the fly from any .NET language. The same drawing routines can be used to create PDF documents, draw on the screen, or send output to any printer.

MigraDoc Foundation is the .NET library that easily creates documents based on an object model with paragraphs, tables, styles, etc. and renders them into PDF, XPS, or RTF.

Use PDFsharp or MigraDoc?
* Use PDFsharp to create PDF files only, but be able to control every pixel and every line that is drawn.
* Use MigraDoc to create PDF and RTF files and to enjoy the comfort of a word processor.PDFsharp is a .NET library for creating and modifying Adobe PDF documents programmatically from any .NET language like C# or VB.NET. PDFsharp defines classes for the objects found in PDF files, so you never have to deal with IDs or references directly.
The downloads include MigraDoc Foundation, a .NET library for creating documents on the fly (supports PDF and RTF).

PDFsharp is the .NET library that easily creates and processes PDF documents on the fly from any .NET language. The same drawing routines can be used to create PDF documents, draw on the screen, or send output to any printer.

MigraDoc Foundation is the .NET library that easily creates documents based on an object model with paragraphs, tables, styles, etc. and renders them into PDF, XPS, or RTF.

Use PDFsharp or MigraDoc?
* Use PDFsharp to create PDF files only, but be able to control every pixel and every line that is drawn.
* Use MigraDoc to create PDF and RTF files and to enjoy the comfort of a word processor.","Categories
Software Development, Printing, Data Visualization"
"TestLink is a web based Test Management tool.
The application provides Test specification, Test plans and execution, Reporting, Requirements specification and collaborate with well-known bug trackers.

Repository: https://github.com/TestLinkOpenSourceTRMSTestLink is a web based Test Management tool.
The application provides Test specification, Test plans and execution, Reporting, Requirements specification and collaborate with well-known bug trackers.

Repository: https://github.com/TestLinkOpenSourceTRMS","Categories
Project Management, Software Testing, Documentation, QA Automation, Test Management"
"This project has moved to http://wixtoolset.org.

The WiX toolset is a set of tools that builds Windows installation packages from text source code. The toolset supports a command line environment that developers may integrate into their build processes to build setup packages for the Windows platform.This project has moved to http://wixtoolset.org.

The WiX toolset is a set of tools that builds Windows installation packages from text source code. The toolset supports a command line environment that developers may integrate into their build processes to build setup packages for the Windows platform.","Categories
Compilers, Installation/Setup"
"Notice: iSphere v3.8.x is the last version that is compatible with RDP 8.0 and WDSCi 7.0. The next iSphere version will require at least RDi 9.5.1.3.

iSphere is an open source plugin for WDSCi 7.0 and RDi 8.0+. iSphere provides a lot of important features which are missing in Rationals IDEs. Support for WDSCi 7.0 has been discontinued with version 4.0. So the last version available for WDSCi 7.0 is 3.8.0.r.

For more information about iSphere, visit the iSphere Web site.

The iSphere library requires V7R1 or higher. For lower releases you can try to compile the library from an i Project by hand. Refer to the iSphere help pages for details.

Available at SourceForge since December 3rd, 2013.Notice: iSphere v3.8.x is the last version that is compatible with RDP 8.0 and WDSCi 7.0. The next iSphere version will require at least RDi 9.5.1.3.

iSphere is an open source plugin for WDSCi 7.0 and RDi 8.0+. iSphere provides a lot of important features which are missing in Rationals IDEs. Support for WDSCi 7.0 has been discontinued with version 4.0. So the last version available for WDSCi 7.0 is 3.8.0.r.

For more information about iSphere, visit the iSphere Web site.

The iSphere library requires V7R1 or higher. For lower releases you can try to compile the library from an i Project by hand. Refer to the iSphere help pages for details.

Available at SourceForge since December 3rd, 2013.","Categories
Software Development"
"VMWare backup and replication for ESXi vSphere virtual machines to datastore or differential over IP. No agents, self capable, runs in the hypervisor host, ESXi 5.1, ESXi 5.5 & ESXi <=6.7 compatible, hot backups.

Consists in a cron programmable service running in the hypervisor. Hot backups, fully functional, standalone, ideal for dedicated servers. Full version supports quiescing, differential backup, deduplication and much more...

Download link: https://33hops.com/xsibackup-vmware-esxi-backup.html

Free VMWare backup solution for the ESXi hypervisor. Linux style command line tool. Crontab with configurable disk space autoprovision, set the room you want to reserve for your backups and rotate them.

Full backups may be done with vmkfstools or by means of Rsync and its Delta algorithm (read: https://33hops.com/blog_xsibackup-rsync-considerations.html), to a local datastore or over TCP/IP tunneled through SSH, so any transfer over IP is secure.VMWare backup and replication for ESXi vSphere virtual machines to datastore or differential over IP. No agents, self capable, runs in the hypervisor host, ESXi 5.1, ESXi 5.5 & ESXi <=6.7 compatible, hot backups.

Consists in a cron programmable service running in the hypervisor. Hot backups, fully functional, standalone, ideal for dedicated servers. Full version supports quiescing, differential backup, deduplication and much more...

Download link: https://33hops.com/xsibackup-vmware-esxi-backup.html

Free VMWare backup solution for the ESXi hypervisor. Linux style command line tool. Crontab with configurable disk space autoprovision, set the room you want to reserve for your backups and rotate them.

Full backups may be done with vmkfstools or by means of Rsync and its Delta algorithm (read: https://33hops.com/blog_xsibackup-rsync-considerations.html), to a local datastore or over TCP/IP tunneled through SSH, so any transfer over IP is secure.","Categories
Virtual Machine, Command Line Tools"
"The Augmented Reality Tool Kit (ARToolKit) captures images from video sources, optically tracks markers in the images, and composites them with computer-generated content using OpenGL. Dual-licensed, under the GPL, plus commercially by ARToolworks, Inc.

NEW: A free demonstration of ARToolKit capabilities has been made available as part of ARToolworks ""Codex Interactivus: Bringing Leonardo to Life!"" Kickstarter project. Download from https://www.kickstarter.com/projects/artoolworks/codex-interactivus-bringing-leonardo-to-life/The Augmented Reality Tool Kit (ARToolKit) captures images from video sources, optically tracks markers in the images, and composites them with computer-generated content using OpenGL. Dual-licensed, under the GPL, plus commercially by ARToolworks, Inc.

NEW: A free demonstration of ARToolKit capabilities has been made available as part of ARToolworks ""Codex Interactivus: Bringing Leonardo to Life!"" Kickstarter project. Download from https://www.kickstarter.com/projects/artoolworks/codex-interactivus-bringing-leonardo-to-life/","Categories
HMI, AR Development, Augmented Reality"
Library of OpenCORE Framework implementation of Adaptive Multi Rate Narrowband and Wideband (AMR-NB and AMR-WB) speech codec. Library of VisualOn implementation of Adaptive Multi Rate Wideband (AMR-WB) encoder and Advanced Audio Coding (AAC) encoder. Modified library of Fraunhofer AAC decoder and encoder.Library of OpenCORE Framework implementation of Adaptive Multi Rate Narrowband and Wideband (AMR-NB and AMR-WB) speech codec. Library of VisualOn implementation of Adaptive Multi Rate Wideband (AMR-WB) encoder and Advanced Audio Coding (AAC) encoder. Modified library of Fraunhofer AAC decoder and encoder.,"Categories
Sound/Audio, Libraries"
A Java library for reading and writing iCalendar (*.ics) files.A Java library for reading and writing iCalendar (*.ics) files.,"Categories
Data Formats, Calendar, Software Development"
"Turn Visual Studio into a powerful HMI/SCADA development package by simply dragging and dropping, no coding required. DF1, Ethernet/IP for Allen Bradley PLC controllers, and many more drivers. FreeTurn Visual Studio into a powerful HMI/SCADA development package by simply dragging and dropping, no coding required. DF1, Ethernet/IP for Allen Bradley PLC controllers, and many more drivers. Free","Categories
User Interface (UI), HMI, SCADA"
http://processpriority.wiki.sourceforge.net/http://processpriority.wiki.sourceforge.net/,"Categories
Software Development, System Shells, Multimedia"
"BASIC-256 is an easy to use version of BASIC designed to teach anybody how to program. A built-in graphics mode lets them draw pictures on screen in minutes, and a set of easy-to-follow tutorials introduce programming concepts through fun exercises,

2021-08-05 - Ubuntu and other LINUX users can install the latest version with snap:
sudo snap --beta basic256BASIC-256 is an easy to use version of BASIC designed to teach anybody how to program. A built-in graphics mode lets them draw pictures on screen in minutes, and a set of easy-to-follow tutorials introduce programming concepts through fun exercises,

2021-08-05 - Ubuntu and other LINUX users can install the latest version with snap:
sudo snap --beta basic256","Categories
Interpreters, Education"
"Agilefant is a simple but powerful web based tool for lean and agile project management. It is the most versatile open source solution of its kind today, with a rapidly growing user base of more than 10k users around the world in thousands of organizations.

Based on more than ten years of solid scientific research within real world organizations, Agilefant's unique model scales from personal todo-lists to large-scale multi-team development and long-term product and portfolio management.

Unlike other tools, Agilefant adapts to your existing team structure and assignments, and helps achieve true enterprise agility with the fraction of the cost and time needed to adopt cumbersome project management suites offered by competitors.Agilefant is a simple but powerful web based tool for lean and agile project management. It is the most versatile open source solution of its kind today, with a rapidly growing user base of more than 10k users around the world in thousands of organizations.

Based on more than ten years of solid scientific research within real world organizations, Agilefant's unique model scales from personal todo-lists to large-scale multi-team development and long-term product and portfolio management.

Unlike other tools, Agilefant adapts to your existing team structure and assignments, and helps achieve true enterprise agility with the fraction of the cost and time needed to adopt cumbersome project management suites offered by competitors.","Categories
Time Tracking, Project Management, Agile Development Tools"
This is the GTK+2 Runtime Environment Installer for Windows. It includes all of the files required to run GTK+2 applications on Windows. Some support tools are also available.This is the GTK+2 Runtime Environment Installer for Windows. It includes all of the files required to run GTK+2 applications on Windows. Some support tools are also available.,"Categories
Desktop Environment, Libraries"
"Stripes is a Java web framework with the goal of making Servlet/JSP based web development in Java as easy, intuitive and straight-forward as possible. Stripes has always been guided by the following principles:

* Convention over configuration (CoC)
* Extremely lightweight with very few external dependencies.
* Quick, iterative code/deploy/test experience for developers.
* Application stack agnostic. Developers can integrate Stripes into their existing application stacks.
* Do a few things and do them extremely well.

For the last 10 years, Stripes has been used as the basis of applications of all types worldwide. We encourage you to download Stripes, browse the documentation, try the samples, and see why Stripes is considered among the best, lightweight Java web frameworks.

See http://www.stripesframework.org/ for more information.

Latest Release v1.6 : https://github.com/StripesFramework/stripes/releasesStripes is a Java web framework with the goal of making Servlet/JSP based web development in Java as easy, intuitive and straight-forward as possible. Stripes has always been guided by the following principles:

* Convention over configuration (CoC)
* Extremely lightweight with very few external dependencies.
* Quick, iterative code/deploy/test experience for developers.
* Application stack agnostic. Developers can integrate Stripes into their existing application stacks.
* Do a few things and do them extremely well.

For the last 10 years, Stripes has been used as the basis of applications of all types worldwide. We encourage you to download Stripes, browse the documentation, try the samples, and see why Stripes is considered among the best, lightweight Java web frameworks.

See http://www.stripesframework.org/ for more information.

Latest Release v1.6 : https://github.com/StripesFramework/stripes/releases","Categories
Dynamic Content, Frameworks, Web Development Frameworks"
"Utilities for general- and special-purpose documentation. Includes reStructuredText, the easy to read, easy to use, what-you-see-is-what-you-get plaintext markup language.Utilities for general- and special-purpose documentation. Includes reStructuredText, the easy to read, easy to use, what-you-see-is-what-you-get plaintext markup language.","Categories
Text Processing, Documentation"
"wxHexEditor is another Hex Editor, build because of there is no good hex editor for Linux system, specially for big files. It supports files up to 2^64 bytes. Written with C++/wxWidgets GUI libs and can be used with other OS'es such Windows, Mac OSwxHexEditor is another Hex Editor, build because of there is no good hex editor for Linux system, specially for big files. It supports files up to 2^64 bytes. Written with C++/wxWidgets GUI libs and can be used with other OS'es such Windows, Mac OS","Categories
Debuggers, Hex Editors"
"This project now hosts the third-generation of Java SSH API, Maverick Synergy. This API builds on the Maverick Legacy commercial APIs and delivers a new API in a unified client/server framework. This API is available to the community under the LGPL open source license.

This update includes ed25519 support, support for the new OpenSSH private key file format and stronger key exchange algorithms.

The project continues to host both the original API and legacy applications created around it, however, these are now considered deprecated and we do not recommend their use in anyway.This project now hosts the third-generation of Java SSH API, Maverick Synergy. This API builds on the Maverick Legacy commercial APIs and delivers a new API in a unified client/server framework. This API is available to the community under the LGPL open source license.

This update includes ed25519 support, support for the new OpenSSH private key file format and stronger key exchange algorithms.

The project continues to host both the original API and legacy applications created around it, however, these are now considered deprecated and we do not recommend their use in anyway.","Categories
Terminals, Security, Software Development, Systems Administration, Networking, Internet"
"Windows 8, and above version comes with version 4.x.x of .NET Framework. But if the user is upgrading from Windows 7 to Windows 8, .NET Framework 3.5 is fully enabled. Most of the existing software require version 3.5 of .NET Framework installed to be able to run. When you try to install an app that requires .NET Framework 3.5 on these latest Windows it asks to connect to Internet inorder to download required installation files.its difficult to download if user's internet speed is low. if the user has Windows installation media he simply install .netfx3. Both 2 above methods have their own limitation. if the user does not have internet connection from the system which need .ntfx3 and if the user does not have Windows installation media, this app helps them to install .netfx3 offline without any installation media. and internet. it saves internet bandwith & time when downloading windows installation files. and also it has the feature to install .netfx3 from windows installation media.Windows 8, and above version comes with version 4.x.x of .NET Framework. But if the user is upgrading from Windows 7 to Windows 8, .NET Framework 3.5 is fully enabled. Most of the existing software require version 3.5 of .NET Framework installed to be able to run. When you try to install an app that requires .NET Framework 3.5 on these latest Windows it asks to connect to Internet inorder to download required installation files.its difficult to download if user's internet speed is low. if the user has Windows installation media he simply install .netfx3. Both 2 above methods have their own limitation. if the user does not have internet connection from the system which need .ntfx3 and if the user does not have Windows installation media, this app helps them to install .netfx3 offline without any installation media. and internet. it saves internet bandwith & time when downloading windows installation files. and also it has the feature to install .netfx3 from windows installation media.","Categories
Frameworks"
"YAD (yet another dialog) is a tool for create graphical dialogs from shell scripts

Mail list - https://groups.google.com/forum/#!forum/yad-commonYAD (yet another dialog) is a tool for create graphical dialogs from shell scripts

Mail list - https://groups.google.com/forum/#!forum/yad-common","Categories
Software Development, User Interface (UI)"
"WinNMP - Nginx MariaDB Redis Php 8 development stack for Windows

A lightweight, fast and stable server stack for developing php mysql applications on windows, based on the excellent webserver Nginx. A lighter alternative to XAMPP and WAMP.

Also known as WTServer and wt-nmp

Current Package contains the latest stable versions of:
- Nginx web server
- MariaDB 10 database server, mysql replacement (32/64bit)
- MongoDB 4 document-based database (64bit)
- Redis Cache/NoSql, memcached alternative (64bit)
- Php 5.6 & PHP 7.2 & PHP 7.3 & PHP 7.4 scripting language (32/64bit)
- WinSCP SFTP client
- HTTPS using free LetsEncrypt certificates
- Composer dependency manager for php
- Adminer web based database manager
- Reg.php regular expressions tester
- WTServer Manager (32/64bit), formerly known as *wt-nmp*WinNMP - Nginx MariaDB Redis Php 8 development stack for Windows

A lightweight, fast and stable server stack for developing php mysql applications on windows, based on the excellent webserver Nginx. A lighter alternative to XAMPP and WAMP.

Also known as WTServer and wt-nmp

Current Package contains the latest stable versions of:
- Nginx web server
- MariaDB 10 database server, mysql replacement (32/64bit)
- MongoDB 4 document-based database (64bit)
- Redis Cache/NoSql, memcached alternative (64bit)
- Php 5.6 & PHP 7.2 & PHP 7.3 & PHP 7.4 scripting language (32/64bit)
- WinSCP SFTP client
- HTTPS using free LetsEncrypt certificates
- Composer dependency manager for php
- Adminer web based database manager
- Reg.php regular expressions tester
- WTServer Manager (32/64bit), formerly known as *wt-nmp*","Categories
Communications, HTTP Servers, Software Development, SFTP Clients"
"GDesk is a customizable and extendable desktop system for Symbian (UIQ 3, S60 3rd and 5th editions). Icons can be placed on the desktop representing applications, page links and plug-ins; these can then be launched by tapping them.GDesk is a customizable and extendable desktop system for Symbian (UIQ 3, S60 3rd and 5th editions). Icons can be placed on the desktop representing applications, page links and plug-ins; these can then be launched by tapping them.","Categories
User Interface (UI), System Shells"
A plugin which uses Exuberant Ctags to parse either only the currently activated source file or multiple files of so-called sessions. The results are shown and can be browsed in a treeview inside of a dockable window.A plugin which uses Exuberant Ctags to parse either only the currently activated source file or multiple files of so-called sessions. The results are shown and can be browsed in a treeview inside of a dockable window.,"Categories
Text Editors, Software Development"
"jEdit Plugin Central is the primary online repository of plugins for the jEdit text editor. In conjunction with this repository, the integrated Plugin Manager allows jEdit users to install, upgrade, and remove plugins without leaving the editor.jEdit Plugin Central is the primary online repository of plugins for the jEdit text editor. In conjunction with this repository, the integrated Plugin Manager allows jEdit users to install, upgrade, and remove plugins without leaving the editor.","Categories
Text Editors, Software Development"
NClass is a free tool to easily create UML class diagrams with full C# and Java language support.NClass is a free tool to easily create UML class diagrams with full C# and Java language support.,"Categories
UML, Code Generators"
"Joda-Time provides a library of classes to replace the Java JDK Date and Time classes including formatting. It is based around the ISO8601 datetime standard, but also provides full support for other calendar systems, such as Gregorian and Buddhist.

Project moved to GitHub: https://github.com/JodaOrg/joda-timeJoda-Time provides a library of classes to replace the Java JDK Date and Time classes including formatting. It is based around the ISO8601 datetime standard, but also provides full support for other calendar systems, such as Gregorian and Buddhist.

Project moved to GitHub: https://github.com/JodaOrg/joda-time","Categories
Data Formats, Localization (L10N), Internationalization (I18N)"
JPPF makes it easy to parallelize computationally intensive tasks and execute them on a Grid.JPPF makes it easy to parallelize computationally intensive tasks and execute them on a Grid.,"Categories
Frameworks, Clustering, Distributed Computing, Load Balancers"
"comtypes is a pure Python, lightweight COM client and server framework, based on the ctypes Python FFI package.comtypes is a pure Python, lightweight COM client and server framework, based on the ctypes Python FFI package.","Categories
Software Development"
NekoHTML is a simple HTML scanner and tag balancer that enables application programmers to parse HTML documents and access the information using standard XML interfaces.NekoHTML is a simple HTML scanner and tag balancer that enables application programmers to parse HTML documents and access the information using standard XML interfaces.,"Categories
HTML/XHTML, Search Engines, Link Checking, Software Development"
"reacTIVision is a computer vision framework for the fast and robust tracking of markers attached on physical objects, and the creation of multi-touch surfaces. It was designed for the rapid development of table-based tangible user interfaces.reacTIVision is a computer vision framework for the fast and robust tracking of markers attached on physical objects, and the creation of multi-touch surfaces. It was designed for the rapid development of table-based tangible user interfaces.","Categories
Frameworks, HMI, Realtime Processing"
"The OpenGL Extension Wrangler Library is a simple tool that helps C/C++ developers initialize extensions and write portable applications. GLEW currently supports a variety of operating systems, including Windows, Linux, Darwin, Irix, and Solaris.The OpenGL Extension Wrangler Library is a simple tool that helps C/C++ developers initialize extensions and write portable applications. GLEW currently supports a variety of operating systems, including Windows, Linux, Darwin, Irix, and Solaris.","Categories
3D Rendering, Libraries"
"XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.XMLStarlet is a set of command line utilities (tools) to transform, query, validate, and edit XML documents and files using simple set of shell commands in similar way it is done for text files with UNIX grep, sed, awk, diff, patch, join, etc utilities.","Categories
Text Processing, Other/Nonlisted Topic, Interpreters, System Shells"
"wxCode project is a collection of reusable components based on the cross-platform wxWidgets GUI toolkit. The project provides various tools and facilities for building, maintaining and releasing wxWidgets-based code. Visit the website for more info.

Note: As of January 2018 this project has been retired.wxCode project is a collection of reusable components based on the cross-platform wxWidgets GUI toolkit. The project provides various tools and facilities for building, maintaining and releasing wxWidgets-based code. Visit the website for more info.

Note: As of January 2018 this project has been retired.","Categories
User Interface (UI)"
"Publications Xoops francophones (traductions noyau xoops, documentations, modules francisés, thèmes, Plugin smarty, hacks, ...)Publications Xoops francophones (traductions noyau xoops, documentations, modules francisés, thèmes, Plugin smarty, hacks, ...)","Categories
Dynamic Content, Site Management, Software Development"
"Neuroph is lightweight Java Neural Network Framework which can be used to develop common neural network architectures. Small number of basic classes which correspond to basic NN concepts, and GUI editor makes it easy to learn and use.Neuroph is lightweight Java Neural Network Framework which can be used to develop common neural network architectures. Small number of basic classes which correspond to basic NN concepts, and GUI editor makes it easy to learn and use.","Categories
Frameworks, Simulation, Machine Learning, Neural Network Libraries"
"A comprehensive software suite for reading barcodes. Supports EAN/UPC, Code 128, Code 39, Interleaved 2 of 5 and QR Code. Includes libraries and applications for decoding captured barcode images and using a video device (eg, webcam) as a barcode scanner.A comprehensive software suite for reading barcodes. Supports EAN/UPC, Code 128, Code 39, Interleaved 2 of 5 and QR Code. Includes libraries and applications for decoding captured barcode images and using a video device (eg, webcam) as a barcode scanner.","Categories
User Interface (UI), Graphics, Realtime Processing"
