Description,Category
"SageThumbs is a powerful shell extension allowing to preview enormous amount of image formats directly in Windows Explorer by using Pierre-e Gougelet's GFL library (XnView's author).

Please read carefully the following information:

As SageThumbs is a Windows Explorer context menu extension, there is no an executable file that you should launch to bring it up. To use it, just open any folder with image files in Windows Explorer, and then right-click a file you want to preview. You'll see the thumbnail immediately in the context menu.

System Requirements:

* Windows XP/2003/Vista/2008/7/2012/8/8.1 32/64-bit
* About 5 Mb of disk space + additional space for cacheSageThumbs is a powerful shell extension allowing to preview enormous amount of image formats directly in Windows Explorer by using Pierre-e Gougelet's GFL library (XnView's author).

Please read carefully the following information:

As SageThumbs is a Windows Explorer context menu extension, there is no an executable file that you should launch to bring it up. To use it, just open any folder with image files in Windows Explorer, and then right-click a file you want to preview. You'll see the thumbnail immediately in the context menu.

System Requirements:

* Windows XP/2003/Vista/2008/7/2012/8/8.1 32/64-bit
* About 5 Mb of disk space + additional space for cache","Categories
Image Viewers, Image Converters, Photo Management"
"A streamlined video editor with simple frame-by-frame timeline. Free, open-source, portable.
The default package is ready for use with many essential plugins included, and can be further extended with 3rd party codecs and filters.
See Wiki for detailed description: https://sourceforge.net/p/vdfiltermod/wiki.

Previous name of this project: VirtualDub FilterModA streamlined video editor with simple frame-by-frame timeline. Free, open-source, portable.
The default package is ready for use with many essential plugins included, and can be further extended with 3rd party codecs and filters.
See Wiki for detailed description: https://sourceforge.net/p/vdfiltermod/wiki.

Previous name of this project: VirtualDub FilterMod","Categories
Graphics, Video, Video Editing"
"Convert mkv/avi files in h264 to mp4 files without re-encode video stream. Subtitle will be embed as soft subtitle.Convert speed is fast as video is not re-encoded.Works on iPad.mp4box, mkvextract, beSweet,eac3to,mediainfo are used.Convert mkv/avi files in h264 to mp4 files without re-encode video stream. Subtitle will be embed as soft subtitle.Convert speed is fast as video is not re-encoded.Works on iPad.mp4box, mkvextract, beSweet,eac3to,mediainfo are used.","Categories
Audio Conversion, Video Converters"
"A small, easy-to-use program to access itunesU media & podcasts in Linux and Android.A small, easy-to-use program to access itunesU media & podcasts in Linux and Android.","Categories
Browsers, Education, Podcast"
"FAAC is an Advanced Audio Coder (MPEG2-AAC, MPEG4-AAC). The goal of FAAC is to explore the possibilities of AAC and exceed the quality of the currently best MP3 encoders.

You can submit pull requests via GitHub:
https://github.com/knik0/faac
https://github.com/knik0/faad2FAAC is an Advanced Audio Coder (MPEG2-AAC, MPEG4-AAC). The goal of FAAC is to explore the possibilities of AAC and exceed the quality of the currently best MP3 encoders.

You can submit pull requests via GitHub:
https://github.com/knik0/faac
https://github.com/knik0/faad2","Categories
Audio Conversion"
"cdrtfe is a CD/DVD/BD burning application for Microsoft Windows. You can burn data discs, Audio CDs, XCDs, (S)VCDs and DVD-Video discs. It supports creation and writing of ISO images and bootable discs.

cdrtfe has a multi-language interface and is also available as portable version.cdrtfe is a CD/DVD/BD burning application for Microsoft Windows. You can burn data discs, Audio CDs, XCDs, (S)VCDs and DVD-Video discs. It supports creation and writing of ISO images and bootable discs.

cdrtfe has a multi-language interface and is also available as portable version.","Categories
File Managers, Archiving, CD Ripping, CD Burners"
"A toolkit for building high-level compound widgets in Python using the Tkinter module. It contains a set of flexible and extensible megawidgets, including notebooks, comboboxes, selection widgets, paned widgets, scrolled widgets and dialog windows.

Python megawidgets is Python 3 compatible through the Pmw 2 download. Pmw 1 is destined for Python 2. Both are now accessible through the new pypi compatible package (credits for which go to Andy Robinson and the team at ReportLab).A toolkit for building high-level compound widgets in Python using the Tkinter module. It contains a set of flexible and extensible megawidgets, including notebooks, comboboxes, selection widgets, paned widgets, scrolled widgets and dialog windows.

Python megawidgets is Python 3 compatible through the Pmw 2 download. Pmw 1 is destined for Python 2. Both are now accessible through the new pypi compatible package (credits for which go to Andy Robinson and the team at ReportLab).","Categories
Software Development, Graphics"
"GOALBIT is a peer to peer distribution system, capable of distributing high-bandwidth live-content to all network peers preserving its perceived quality.GOALBIT is a peer to peer distribution system, capable of distributing high-bandwidth live-content to all network peers preserving its perceived quality.","Categories
Streaming, Video"
"FrostWire http://www.frostwire.com/ is a media player and Peer to Peer (P2P) information sharing client for the BitTorrent network.

This project is not affiliated with LimeWire LLC. FrostWires' source code is Licensed under the GNU GPL and Apache Open Source licenses.


System Requirements

Any of the following operating systems:

● Windows 10, 8, 7, Vista for Intel processors (64-bit only)

● Mac OS X 10.11 (El Capitan) or later (64-bit)

● Linux, Unix such as Solaris (64-bit)

● Android 7.0 or later

256 MB of RAM (512 MB Recommended)
An active internet connectionFrostWire http://www.frostwire.com/ is a media player and Peer to Peer (P2P) information sharing client for the BitTorrent network.

This project is not affiliated with LimeWire LLC. FrostWires' source code is Licensed under the GNU GPL and Apache Open Source licenses.


System Requirements

Any of the following operating systems:

● Windows 10, 8, 7, Vista for Intel processors (64-bit only)

● Mac OS X 10.11 (El Capitan) or later (64-bit)

● Linux, Unix such as Solaris (64-bit)

● Android 7.0 or later

256 MB of RAM (512 MB Recommended)
An active internet connection","Categories
File Sharing, Players, Media Players"
"Edit your avi, mpeg and nuv. Process audio and video. Cut.Edit your avi, mpeg and nuv. Process audio and video. Cut.","Categories
Non-Linear Editor"
A C# program used to visualize and extract frames from .GIF files. (you need .NET Framework 3.5 installed on your computer)A C# program used to visualize and extract frames from .GIF files. (you need .NET Framework 3.5 installed on your computer),"Categories
Image Viewers"
"Finds problems in MP3 files and helps the user to fix many of them using included tools. Looks at both the audio part (VBR info, quality, normalization) and the tags containing track information (ID3.) Also includes a tag editor and a file renamer.Finds problems in MP3 files and helps the user to fix many of them using included tools. Looks at both the audio part (VBR info, quality, normalization) and the tags containing track information (ID3.) Also includes a tag editor and a file renamer.","Categories
Audio Editing, Audio Analysis"
"BRL-CAD is a powerful cross-platform constructive solid geometry solid modeling system that includes an interactive geometry editor, ray-tracing for rendering & geometric analyses, network distributed framebuffer support, image & signal-processing tools.BRL-CAD is a powerful cross-platform constructive solid geometry solid modeling system that includes an interactive geometry editor, ray-tracing for rendering & geometric analyses, network distributed framebuffer support, image & signal-processing tools.","Categories
Symmetric Multiprocessing (SMP), Benchmark, 3D Modeling, 3D Rendering, Image Converters, Scientific/Engineering"
"Google2SRT allows you to download, save and convert multiple subtitles and translations from YouTube and Google Video to SubRip (.srt) format, which is recognized by most video players. You can download XML subtitles or simply type video's URL, Google2SRT will do the rest.Google2SRT allows you to download, save and convert multiple subtitles and translations from YouTube and Google Video to SubRip (.srt) format, which is recognized by most video players. You can download XML subtitles or simply type video's URL, Google2SRT will do the rest.","Categories
XML, Internet, Video Converters, Speech Recognition"
"FFmpegYAG is an advanced GUI for the popular FFmpeg audio/video encoding tool.
To use all features (split/concat, x264 10 bit, HE-AAC) it is recommend to use the FFmpeg Hi (http://sourceforge.net/projects/ffmpeg-hi/) build.

Main features:

* batch encoding for multiple tasks
* interactive video preview, real-time video/audio playback
* multiple streams processing for video/audio/subtitles
* trim file to segments (with optional fade in/out filters) and concatenate themFFmpegYAG is an advanced GUI for the popular FFmpeg audio/video encoding tool.
To use all features (split/concat, x264 10 bit, HE-AAC) it is recommend to use the FFmpeg Hi (http://sourceforge.net/projects/ffmpeg-hi/) build.

Main features:

* batch encoding for multiple tasks
* interactive video preview, real-time video/audio playback
* multiple streams processing for video/audio/subtitles
* trim file to segments (with optional fade in/out filters) and concatenate them","Categories
Video, Video Converters, Multimedia"
"FreePiano is a virtual MIDI keyboard and a VST host for windows.
You can use freepiano to Play piano with computer keyboard or MIDI keyboard with any vst instrument you like, or output through MIDI.
Or generate any MIDI message with any key on the keyboard.You can also record your song and export a MP4 movie to share with your friends.FreePiano is a virtual MIDI keyboard and a VST host for windows.
You can use freepiano to Play piano with computer keyboard or MIDI keyboard with any vst instrument you like, or output through MIDI.
Or generate any MIDI message with any key on the keyboard.You can also record your song and export a MP4 movie to share with your friends.","Categories
Sound/Audio"
"A DLNA compatible, fully transcoding, media server designed for serving media (movies, TV shows, music, photos) to DLNA compliant televisions and media players (Streamium, PS3, XBox 360). Also subtitles and audio language selection are supported.A DLNA compatible, fully transcoding, media server designed for serving media (movies, TV shows, music, photos) to DLNA compliant televisions and media players (Streamium, PS3, XBox 360). Also subtitles and audio language selection are supported.","Categories
Home Theater PC"
"LiVES mixes realtime video performance and non-linear editing in one professional quality application. It is designed to be simple to use, yet powerful. It is small in size, yet it has many advanced features.

Using LiVES, you can start editing and making video right away, without having to worry about formats, frame sizes, or framerates. It is a very flexible tool which is used by both professional VJ's and video editors - mix and switch clips from the keyboard, use dozens of realtime effects, trim and edit your clips in the clip editor, and bring them together using the multitrack timeline. You can even record your performance in real time, and then edit it further or render it straight away.

For the more technically minded, the application is frame and sample accurate, and it can be controlled remotely or scripted for use as a video server. And it supports all of the latest free standards.LiVES mixes realtime video performance and non-linear editing in one professional quality application. It is designed to be simple to use, yet powerful. It is small in size, yet it has many advanced features.

Using LiVES, you can start editing and making video right away, without having to worry about formats, frame sizes, or framerates. It is a very flexible tool which is used by both professional VJ's and video editors - mix and switch clips from the keyboard, use dozens of realtime effects, trim and edit your clips in the clip editor, and bring them together using the multitrack timeline. You can even record your performance in real time, and then edit it further or render it straight away.

For the more technically minded, the application is frame and sample accurate, and it can be controlled remotely or scripted for use as a video server. And it supports all of the latest free standards.","Categories
Video Converters, Non-Linear Editor, Realtime Processing"
"Most digital cameras produce EXIF files, which are JPEG files with extra tags that contain information about the image. The EXIF library allows you to parse an EXIF file and read the data from those tags.

Development has moved to https://github.com/libexif/. See https://libexif.github.io for more details.Most digital cameras produce EXIF files, which are JPEG files with extra tags that contain information about the image. The EXIF library allows you to parse an EXIF file and read the data from those tags.

Development has moved to https://github.com/libexif/. See https://libexif.github.io for more details.","Categories
Digital Camera"
"VirtualDubMod is based on VirtualDub by Avery Lee. Born as a unification of several modifications, new features have been added including support for the matroska format. This project has been discontinued since 2004-2005.VirtualDubMod is based on VirtualDub by Avery Lee. Born as a unification of several modifications, new features have been added including support for the matroska format. This project has been discontinued since 2004-2005.","Categories
Video"
"getID3() is a PHP script that extracts useful information (such as ID3 tags, bitrate, playtime, etc.) from MP3s & other multimedia file formats (Ogg, WMA, WMV, ASF, WAV, AVI, AAC, VQF, FLAC, MusePack, Real, QuickTime, Monkey's Audio, MIDI and more).getID3() is a PHP script that extracts useful information (such as ID3 tags, bitrate, playtime, etc.) from MP3s & other multimedia file formats (Ogg, WMA, WMV, ASF, WAV, AVI, AAC, VQF, FLAC, MusePack, Real, QuickTime, Monkey's Audio, MIDI and more).","Categories
Audio Analysis"
"Aria Maestosa is a midi sequencer/editor. It lets you compose, edit and play midi files with a few clicks in a user-friendly interface offering score, keyboard, guitar, drum and controller views.

Git repository: https://github.com/ariamaestosa/ariamaestosaAria Maestosa is a midi sequencer/editor. It lets you compose, edit and play midi files with a few clicks in a user-friendly interface offering score, keyboard, guitar, drum and controller views.

Git repository: https://github.com/ariamaestosa/ariamaestosa","Categories
Players, Audio Editing, MIDI"
"Universal Media Server is a DLNA-compliant UPnP Media Server

Universal Media Server supports all major operating systems, with versions for Windows, Linux and Mac OS X.

The program streams or transcodes many different media formats with little or no configuration.

UMS is powered by MEncoder, FFmpeg, tsMuxeR, AviSynth, MediaInfo and more, which combine to offer support for a wide range of media formats

Check out the list of media renderers here:
http://www.universalmediaserver.com/about/Universal Media Server is a DLNA-compliant UPnP Media Server

Universal Media Server supports all major operating systems, with versions for Windows, Linux and Mac OS X.

The program streams or transcodes many different media formats with little or no configuration.

UMS is powered by MEncoder, FFmpeg, tsMuxeR, AviSynth, MediaInfo and more, which combine to offer support for a wide range of media formats

Check out the list of media renderers here:
http://www.universalmediaserver.com/about/","Categories
Video, Sound/Audio, Multimedia"
"Domination is a game that is a bit like the well known board game of Risk or RisiKo. It has many game options and includes many maps.

Written in java it includes a map editor, a simple map format, multiplayer network play, single player, hotseat, 5 user interfaces and many more features, it works in all OSs that run java 1.5 or higher, iOS and Android.Domination is a game that is a bit like the well known board game of Risk or RisiKo. It has many game options and includes many maps.

Written in java it includes a map editor, a simple map format, multiplayer network play, single player, hotseat, 5 user interfaces and many more features, it works in all OSs that run java 1.5 or higher, iOS and Android.","Categories
Desktop Environment, Board Games, Turn Based Strategy, Vector Graphics"
"TupiTube Desk is a 2D animation tool for desktop environments focused on usability for children and amateur artists. It is available for Windows, Mac and Linux operating systemsTupiTube Desk is a 2D animation tool for desktop environments focused on usability for children and amateur artists. It is available for Windows, Mac and Linux operating systems","Categories
Animation"
"*** For the latest v5 with integrated YouTube Web (controllable with the YouTube app on your phone) please download from https://www.microsoft.com/en-gb/p/sleep/9ppgrg6t7dcj ***

Do you use your computer for playback of films, streamed TV etc. before going to sleep?

In these cases, Windows' sleep functionality is suspended and won't kick in once the video has finished.

The solution for many is to use a sleep timer to send the computer to sleep after the estimated amount of time of the video. But you need to remember to do this every time. Sleep# handles this automatically:

Sleep# sends your computer to sleep after the playback of fullscreen video, providing Windows has been idle for a predefined amount of time.

There is a grace period at the end of the fullscreen video before sending your computer to sleep, allowing you to interrupt the process should you still be awake.

Sleep# works with VLC media player, Windows Media Player, Google Play Movies & TV amongst others.*** For the latest v5 with integrated YouTube Web (controllable with the YouTube app on your phone) please download from https://www.microsoft.com/en-gb/p/sleep/9ppgrg6t7dcj ***

Do you use your computer for playback of films, streamed TV etc. before going to sleep?

In these cases, Windows' sleep functionality is suspended and won't kick in once the video has finished.

The solution for many is to use a sleep timer to send the computer to sleep after the estimated amount of time of the video. But you need to remember to do this every time. Sleep# handles this automatically:

Sleep# sends your computer to sleep after the playback of fullscreen video, providing Windows has been idle for a predefined amount of time.

There is a grace period at the end of the fullscreen video before sending your computer to sleep, allowing you to interrupt the process should you still be awake.

Sleep# works with VLC media player, Windows Media Player, Google Play Movies & TV amongst others.","Categories
Media Players, Home Theater PC, Home Automation"
"Explore procedural worlds on your GPU. Worlds are defined by GLSL programs that map XYZ coordinates to the distance to the nearest surface. Design your own worlds, modify parameters in realtime and render hires videos of your recorded journey.Explore procedural worlds on your GPU. Worlds are defined by GLSL programs that map XYZ coordinates to the distance to the nearest surface. Design your own worlds, modify parameters in realtime and render hires videos of your recorded journey.","Categories
Screen Savers, 3D Rendering, Fractal"
"Cloo is an open source, easy to use, managed library which enables .NET/Mono applications to take full advantage of the OpenCL framework.Cloo is an open source, easy to use, managed library which enables .NET/Mono applications to take full advantage of the OpenCL framework.","Categories
Games/Entertainment, Scientific/Engineering, Multimedia"
"A easy-to-use player, can load and drag&drop rar/7z/zip media&subtitle&lyric. Full support DVD menu&TV, multiple audio,video and subtitle tracks. auto config codepage, font. Use mouse to handle scale of subtitle,video,aspect, DVD menu,scan TVA easy-to-use player, can load and drag&drop rar/7z/zip media&subtitle&lyric. Full support DVD menu&TV, multiple audio,video and subtitle tracks. auto config codepage, font. Use mouse to handle scale of subtitle,video,aspect, DVD menu,scan TV","Categories
Players, Media Players"
"NOTE: Project migrated to GitHub in Dec 2020! See https://github.com/Enselic/recordmydesktop

recordMyDesktop is a program that captures audio-video data of a linux desktop session, producing an ogg-encapsulated theora-vorbis file. recordMyDesktop tries to be as unobstrusive as possible by proccessing only regions of the screen that have changedNOTE: Project migrated to GitHub in Dec 2020! See https://github.com/Enselic/recordmydesktop

recordMyDesktop is a program that captures audio-video data of a linux desktop session, producing an ogg-encapsulated theora-vorbis file. recordMyDesktop tries to be as unobstrusive as possible by proccessing only regions of the screen that have changed","Categories
Screen Capture, Video Capture"
Imagination is a lightweight and simple DVD slide show maker written in C language and built with the GTK+3 toolkit and Cairo featuring 69 transitions. It requires the ffmpeg encoder and libsox to export the slideshow.Imagination is a lightweight and simple DVD slide show maker written in C language and built with the GTK+3 toolkit and Cairo featuring 69 transitions. It requires the ffmpeg encoder and libsox to export the slideshow.,"Categories
DVD"
"Crystal Space is an Open Source 3D SDK for Unix, Windows, and MacOS/X. It renders with OpenGL and features GLSL shaders, CG shaders, deferred rendering, dynamic shadows, bullet based physics library, terrain engine, skeleton based animation meshes, exporter for Blender, portals, etc...Crystal Space is an Open Source 3D SDK for Unix, Windows, and MacOS/X. It renders with OpenGL and features GLSL shaders, CG shaders, deferred rendering, dynamic shadows, bullet based physics library, terrain engine, skeleton based animation meshes, exporter for Blender, portals, etc...","Categories
Real Time Strategy, First Person Shooters, Role-Playing Games (RPG), Frameworks, 3D Rendering"
"Enterprise telephony recording and retrieval system with web based user interface. The project currently supports recording voice from VoIP SIP, Cisco Skinny (aka SCCP), raw RTP and audio sound device and runs on multiple operating systems and database systems.
It can record audio from most PBX and telephony systems such as BroadWorks, Metaswitch, Asterisk, FreeSwitch, OpenSIPS, Avaya, Nortel, Mitel, Siemens, Cisco Call Manager, Cosmocom, NEC, etc...
It is amongst others being used in Call Centers and Contact Centers for Quality monitoring (QM) purposes.Enterprise telephony recording and retrieval system with web based user interface. The project currently supports recording voice from VoIP SIP, Cisco Skinny (aka SCCP), raw RTP and audio sound device and runs on multiple operating systems and database systems.
It can record audio from most PBX and telephony systems such as BroadWorks, Metaswitch, Asterisk, FreeSwitch, OpenSIPS, Avaya, Nortel, Mitel, Siemens, Cisco Call Manager, Cosmocom, NEC, etc...
It is amongst others being used in Call Centers and Contact Centers for Quality monitoring (QM) purposes.","Categories
Telephony, CRM, Audio Recording, PBX"
"mtPaint is a painting program designed for creating icons and pixel-based artwork. It can edit indexed palette or 24 bit RGB images and offers painting, palette, and image manipulation tools.mtPaint is a painting program designed for creating icons and pixel-based artwork. It can edit indexed palette or 24 bit RGB images and offers painting, palette, and image manipulation tools.","Categories
Raster Graphics"
"pcdtojpeg converts PCD (Kodak Photo CD) image files into high quality JPEG images. Conversions are at the maximum available PCD resolution, and are fully color managed - no blown highlights or color casts. A C++ PCD decoder library is also available.pcdtojpeg converts PCD (Kodak Photo CD) image files into high quality JPEG images. Conversions are at the maximum available PCD resolution, and are fully color managed - no blown highlights or color casts. A C++ PCD decoder library is also available.","Categories
Scanner, Image Converters"
The goal of this project is to develop a v4l driver for the Sony R-Engine MPEG2 encoder/decoder (aka Fujitsu's MB86393). The Sony R-Engine MPEG2 encoder/decoder is found in the more recent Sony Vaio Picturebooks (model PCG-C1M* and newer).The goal of this project is to develop a v4l driver for the Sony R-Engine MPEG2 encoder/decoder (aka Fujitsu's MB86393). The Sony R-Engine MPEG2 encoder/decoder is found in the more recent Sony Vaio Picturebooks (model PCG-C1M* and newer).,"Categories
Video Capture"
"UPDATE: Chromium is no longer updated or maintained. The project is frozen.

Chromium is a flexible framework for scalable real-time rendering on clusters of workstations, derived from the Stanford WireGL project code base.UPDATE: Chromium is no longer updated or maintained. The project is frozen.

Chromium is a flexible framework for scalable real-time rendering on clusters of workstations, derived from the Stanford WireGL project code base.","Categories
Clustering, 3D Rendering, Data Visualization"
A Python interface to the gnuplot plotting program.A Python interface to the gnuplot plotting program.,"Categories
CGI Scripts, Software Development, Presentation, Data Visualization"
"NASPRO, acronym for ""NASPRO Architecture for Sound PROcessing"" is a collection of free and open source sound processing software built around the LV2 plugin standard.NASPRO, acronym for ""NASPRO Architecture for Sound PROcessing"" is a collection of free and open source sound processing software built around the LV2 plugin standard.","Categories
Scientific/Engineering, Sound/Audio"
"NOTE: Blue's SourceCode, Issue Tracker, and new releases have moved to http://www.github.com/kunstmusik/blue. Older file Releases and Mailing Lists remain here on Sourceforge at this time.

blue is a music composition environment for use with the Csound sound system. It is written in Java and runs on Linux, Windows, and MacOSX.NOTE: Blue's SourceCode, Issue Tracker, and new releases have moved to http://www.github.com/kunstmusik/blue. Older file Releases and Mailing Lists remain here on Sourceforge at this time.

blue is a music composition environment for use with the Csound sound system. It is written in Java and runs on Linux, Windows, and MacOSX.","Categories
Sound/Audio"
"LFI Player is a simple yet relatively powerful 3D laser display application written using MS Visual C/C++ and MFC. Object-oriented design provides extensability to the display of multiple laser file format types, and use of a variety of output hardware.LFI Player is a simple yet relatively powerful 3D laser display application written using MS Visual C/C++ and MFC. Object-oriented design provides extensability to the display of multiple laser file format types, and use of a variety of output hardware.","Categories
3D Rendering"
"This project is now located at http://xiph.org/quicktime/ Xiph QuickTime Components (XiphQT) is, in short, the solution for Mac and Windows users who want to use Xiph formats in any QuickTime-based application, e.g. playing Ogg Vorbis in iTunes or producThis project is now located at http://xiph.org/quicktime/ Xiph QuickTime Components (XiphQT) is, in short, the solution for Mac and Windows users who want to use Xiph formats in any QuickTime-based application, e.g. playing Ogg Vorbis in iTunes or produc","Categories
Graphics, Sound/Audio"
"GIMP is an acronym for GNU Image Manipulation Program. Use GIMP as a simple paint program, an expert quality photo retouching program, an online batch processing system, a mass production image renderer, an image format converter, etc. GIMP is expandable and extensible; it can be augmented with plug-ins and extensions to do just about anything. The advanced scripting interface allows everything from the simplest task to the most complex image manipulation procedures to be easily scripted.GIMP is an acronym for GNU Image Manipulation Program. Use GIMP as a simple paint program, an expert quality photo retouching program, an online batch processing system, a mass production image renderer, an image format converter, etc. GIMP is expandable and extensible; it can be augmented with plug-ins and extensions to do just about anything. The advanced scripting interface allows everything from the simplest task to the most complex image manipulation procedures to be easily scripted.","Categories
Printing, Graphic Design, Photo Editors"
DVD Flick aims to be a tool to convert various PC video formats to a DVD that can be played on pretty much any standalone DVD player. Its main target audience is people who know at least the basics about DVDs and video and audio files.DVD Flick aims to be a tool to convert various PC video formats to a DVD that can be played on pretty much any standalone DVD player. Its main target audience is people who know at least the basics about DVDs and video and audio files.,"Categories
Video Converters"
VoodooHDA is an open source audio driver for devices compliant with the Intel High Definition Audio specification. It is intended as a replacement for AppleHDA on Mac OS X with support for a wide range of audio controllers and codecs.VoodooHDA is an open source audio driver for devices compliant with the Intel High Definition Audio specification. It is intended as a replacement for AppleHDA on Mac OS X with support for a wide range of audio controllers and codecs.,"Categories
Hardware Drivers, Sound/Audio"
