Description,Category
"This Chrome/Iron extension is inspired by the excellent Firefox extension - BarTab, although it's much less sophisticated and powerful.

I've written it over a weekend while learning Chrome's API, so it might be a bit unpolished ;) I just couldn't believe it's not possible to do something about Chrome's startup tab loading mess.

Turns out it's possible, but results are pretty unstable depending on OS, Chrome version and computer's speed.

I didn't publish it on Web Store, because I don't have a developer account and don't want to pay entry fee to publish a free extension.

It works for 10 secs on Chrome/Iron start, blocking tabs that are not active from any web requests.

After those 10 seconds the web traffic is restored and the extension only monitors the tabs that were previously blocked to reload them when they are activated.

It's 10 secs so that non-SSD boxes manage to finish loading. I plan to make it configurable when I'll have some time. Feel free to contribute!This Chrome/Iron extension is inspired by the excellent Firefox extension - BarTab, although it's much less sophisticated and powerful.

I've written it over a weekend while learning Chrome's API, so it might be a bit unpolished ;) I just couldn't believe it's not possible to do something about Chrome's startup tab loading mess.

Turns out it's possible, but results are pretty unstable depending on OS, Chrome version and computer's speed.

I didn't publish it on Web Store, because I don't have a developer account and don't want to pay entry fee to publish a free extension.

It works for 10 secs on Chrome/Iron start, blocking tabs that are not active from any web requests.

After those 10 seconds the web traffic is restored and the extension only monitors the tabs that were previously blocked to reload them when they are activated.

It's 10 secs so that non-SSD boxes manage to finish loading. I plan to make it configurable when I'll have some time. Feel free to contribute!","Categories
Browser Extensions and Plugins"
"Editor for MySQL database tables.
Edit, View or Add records of a MySQL table.
Languages: English, French, German, Italian, (Mex) Spanish, Dutch and Swedish

Version 1.3.2:
PHP8 compatible and two new language files:Editor for MySQL database tables.
Edit, View or Add records of a MySQL table.
Languages: English, French, German, Italian, (Mex) Spanish, Dutch and Swedish

Version 1.3.2:
PHP8 compatible and two new language files:","Categories
Database, Front-Ends, Site Management"
"Dual panel Android file manager (like Norton or Total Commander). Aside the /sdcard it works with FTP servers, Windows (Samba) network shares (with a plug-in), ZIP archives, etc. Lots more features and customization settings are there.

Feel free to add a feature request here: http://tinyurl.com/gc-user
Report bugs and issues: http://tinyurl.com/gc-issueDual panel Android file manager (like Norton or Total Commander). Aside the /sdcard it works with FTP servers, Windows (Samba) network shares (with a plug-in), ZIP archives, etc. Lots more features and customization settings are there.

Feel free to add a feature request here: http://tinyurl.com/gc-user
Report bugs and issues: http://tinyurl.com/gc-issue","Categories
FTP Clients, SFTP Clients"
"Apache Mobile Filter is the easiest and fastest way to detect mobile devices. AMF is a suite of tools that allow access to a Device Repository (such as WURFL, DetectRight, 51Degrees.mobi or the free AMF service) directly from Apache: now you can detect devices no matter what language your website uses.Apache Mobile Filter is the easiest and fastest way to detect mobile devices. AMF is a suite of tools that allow access to a Device Repository (such as WURFL, DetectRight, 51Degrees.mobi or the free AMF service) directly from Apache: now you can detect devices no matter what language your website uses.","Categories
Site Management, HTTP Servers, Mobile"
"Regain is a Java search engine based on Jakarta Lucene. It provides indexing and searching files for plenty of formats (HTML,XML,doc(x),xls(x),ppt(x),oo,PDF,RTF,mp3,mp4,Java). A TagLibrary eases integrating search results in your JSP based web page.Regain is a Java search engine based on Jakarta Lucene. It provides indexing and searching files for plenty of formats (HTML,XML,doc(x),xls(x),ppt(x),oo,PDF,RTF,mp3,mp4,Java). A TagLibrary eases integrating search results in your JSP based web page.","Categories
Data Formats, Desktop Environment, Search Engines"
"SWFAddress is a small, but powerful library that provides deep linking for Flash and Ajax. It's a developer tool, allowing creation of unique virtual URLs that can point to a website section or an application state.SWFAddress is a small, but powerful library that provides deep linking for Flash and Ajax. It's a developer tool, allowing creation of unique virtual URLs that can point to a website section or an application state.","Categories
Browsers"
"eAccelerator is a further development from mmcache PHP Accelerator & Encoder. It increases performance of PHP scripts by caching them in compiled state, so that the overhead of compiling is almost completely eliminated.eAccelerator is a further development from mmcache PHP Accelerator & Encoder. It increases performance of PHP scripts by caching them in compiled state, so that the overhead of compiling is almost completely eliminated.","Categories
Dynamic Content, Code Generators"
Projet de traduction française de Mozilla et ses dérivés - French translation project for Mozilla and its derivativesProjet de traduction française de Mozilla et ses dérivés - French translation project for Mozilla and its derivatives,"Categories
Internet"
Ganglia is a scalable distributed monitoring system for high-performance computing systems such as clusters and Grids. It is based on a hierarchical design targeted at federations of clusters. Supports clusters up to 2000 nodes in size.Ganglia is a scalable distributed monitoring system for high-performance computing systems such as clusters and Grids. It is based on a hierarchical design targeted at federations of clusters. Supports clusters up to 2000 nodes in size.,"Categories
Site Management, Systems Administration, Monitoring, Clustering, Distributed Computing"
"With this application you can download all images from a Tumblr page.

Please, check discussion for bugs and feedback.With this application you can download all images from a Tumblr page.

Please, check discussion for bugs and feedback.","Categories
WWW/HTTP"
"Plugin for Notepad++ allowing FTP, FTPS, FTPES and SFTP communications.Plugin for Notepad++ allowing FTP, FTPS, FTPES and SFTP communications.","Categories
Text Editors, File Transfer Protocol (FTP), SSH"
"Megaupload Downloader is a programme born to avoid users tons of advertisement, poup-ups, etc.. that we get when we try to download from free file hosting services.Megaupload Downloader is a programme born to avoid users tons of advertisement, poup-ups, etc.. that we get when we try to download from free file hosting services.","Categories
File Sharing, Internet"
"ISPConfig - ISP management and Hosting Control Panel. ISPConfig manages one or more webservers, mailservers, BIND DNS server, FTP servers, MySQL databases and virtual Servers with an easy to use webinterface for administrators, resellers and clients.ISPConfig - ISP management and Hosting Control Panel. ISPConfig manages one or more webservers, mailservers, BIND DNS server, FTP servers, MySQL databases and virtual Servers with an easy to use webinterface for administrators, resellers and clients.","Categories
Site Management, Systems Administration, Email Servers"
"OS X FOSS portable applications are packaged so you can carry around on any portable device, USB thumb drive, iPod, portable hard drive, memory card, other portable device (or also on your internal hard disk), taking your preferences with you.OS X FOSS portable applications are packaged so you can carry around on any portable device, USB thumb drive, iPod, portable hard drive, memory card, other portable device (or also on your internal hard disk), taking your preferences with you.","Categories
Text Editors, Communications, Other/Nonlisted Topic, Office/Business, Internet, Simulation, Physics, Multimedia"
"FileZilla® is a cross-platform FTP, SFTP, and FTPS client with a vast list of features, which supports Windows, Mac OS X, Linux, and more. FileZilla's dynamic tools help you move files between your local machine and your Web site's server effortlessly. For example, Filezilla lets you compare your files with in-directory server files to manage file syncing. You can also tab browse between servers and transfer files to them simultaneously, as well as edit server files on the go. And Filezilla is available in 47 languages worldwide!FileZilla® is a cross-platform FTP, SFTP, and FTPS client with a vast list of features, which supports Windows, Mac OS X, Linux, and more. FileZilla's dynamic tools help you move files between your local machine and your Web site's server effortlessly. For example, Filezilla lets you compare your files with in-directory server files to manage file syncing. You can also tab browse between servers and transfer files to them simultaneously, as well as edit server files on the go. And Filezilla is available in 47 languages worldwide!","Categories
File Sharing, File Transfer Protocol (FTP), Networking, FTP Clients"
TV-Browser is a java-based TV guide which can be easily extended with lots of plugins. It is designed to look like your paper TV guide.TV-Browser is a java-based TV guide which can be easily extended with lots of plugins. It is designed to look like your paper TV guide.,"Categories
Games/Entertainment, Internet, Multimedia"
"PhpWiki is a WikiWikiWeb clone in PHP. A WikiWikiWeb is a site where anyone can edit the pages through an HTML form. Multiple storage backends, dynamic hyperlinking, themeable, scriptable by plugins, full authentication, ACL's.PhpWiki is a WikiWikiWeb clone in PHP. A WikiWikiWeb is a site where anyone can edit the pages through an HTML form. Multiple storage backends, dynamic hyperlinking, themeable, scriptable by plugins, full authentication, ACL's.","Categories
Site Management, Wiki"
"A very nice MSN compatible messenger application, aMSN Messenger is a multiplatform MSN messenger clone. Works pretty much like its Windows based counterpart. Perfect for keeping in touch with those friends who have not yet seen the light. Works on linuxA very nice MSN compatible messenger application, aMSN Messenger is a multiplatform MSN messenger clone. Works pretty much like its Windows based counterpart. Perfect for keeping in touch with those friends who have not yet seen the light. Works on linux","Categories
MSN Messenger, Networking, Internet, Messaging"
"WampServer is a Web development platform on Windows that allows you to create dynamic Web applications with Apache2, PHP, MySQL and MariaDB. WampServer automatically installs everything you need to intuitively develope Web applications. You will be able to tune your server without even touching its setting files. Best of all, WampServer is available for free (under GPML license) in both 32 and 64 bit versions. Wampserver is not compatible with Windows XP, SP3, or Windows Server 2003.WampServer is a Web development platform on Windows that allows you to create dynamic Web applications with Apache2, PHP, MySQL and MariaDB. WampServer automatically installs everything you need to intuitively develope Web applications. You will be able to tune your server without even touching its setting files. Best of all, WampServer is available for free (under GPML license) in both 32 and 64 bit versions. Wampserver is not compatible with Windows XP, SP3, or Windows Server 2003.","Categories
HTTP Servers, Web Development"
"Shorten your time of reading mega bytes of log files! DE 2016-01
Supporting Don HO's NotePad++ see http://notepad-plus-plus.org/
This sources are a dockable pattern search plugin for Notepad++ version 5.1 or later. With this plugin you can search for multiple patterns in any of the opened documents in NotePad++.
You may want to tune your search using all fancy tricks from NPP like regular expressions or escaped patterns and give each of the searches different colors. The result will be stored in a dockable window in same ordering as in the origin and a double click allows you to jump to the original position.

It is designed to treat log-files of typical size like 60MB. More features can be found in the help dialogue of the plugin. For generating the dll file I use a msdev compiler. If you like to port it to other OSs just let me know your changes and I'll incorporate it.
Best Regards,
Mattes H.Shorten your time of reading mega bytes of log files! DE 2016-01
Supporting Don HO's NotePad++ see http://notepad-plus-plus.org/
This sources are a dockable pattern search plugin for Notepad++ version 5.1 or later. With this plugin you can search for multiple patterns in any of the opened documents in NotePad++.
You may want to tune your search using all fancy tricks from NPP like regular expressions or escaped patterns and give each of the searches different colors. The result will be stored in a dockable window in same ordering as in the origin and a double click allows you to jump to the original position.

It is designed to treat log-files of typical size like 60MB. More features can be found in the help dialogue of the plugin. For generating the dll file I use a msdev compiler. If you like to port it to other OSs just let me know your changes and I'll incorporate it.
Best Regards,
Mattes H.","Categories
Text Processing, Log Analysis, Logging"
"This freely available open-source software turns Wikipedia’s popular software engine MediaWiki into a fully-fledged enterprise wiki solution. Companies can continue cherishing MediaWiki’s numerous advantages and automation capabilities; with BlueSpice, they can now work even more comfortably, safely and more effectively.
Compared with basic MediaWiki, BlueSpice provides, amongst other, the following enhancements: comfortable and sophisticated rights management capabilities, a visual editor (WYSIWYG), easy image - and file upload, workflows.

Further information with respect to the management and administration of your wiki:
BlueSpice is free, open source und not subject to any restrictions with regards to the number of users. There are no licence fees or other additional costs, no matter how many employees are using the software. Existing content is not changed or lost when installing BlueSpice.This freely available open-source software turns Wikipedia’s popular software engine MediaWiki into a fully-fledged enterprise wiki solution. Companies can continue cherishing MediaWiki’s numerous advantages and automation capabilities; with BlueSpice, they can now work even more comfortably, safely and more effectively.
Compared with basic MediaWiki, BlueSpice provides, amongst other, the following enhancements: comfortable and sophisticated rights management capabilities, a visual editor (WYSIWYG), easy image - and file upload, workflows.

Further information with respect to the management and administration of your wiki:
BlueSpice is free, open source und not subject to any restrictions with regards to the number of users. There are no licence fees or other additional costs, no matter how many employees are using the software. Existing content is not changed or lost when installing BlueSpice.","Categories
Wiki, Customer Service, Knowledge Management"
"Virtuoso is a scalable cross-platform server that combines Relational, Graph, and Document Data Management with Web Application Server and Web Services Platform functionality.Virtuoso is a scalable cross-platform server that combines Relational, Graph, and Document Data Management with Web Application Server and Web Services Platform functionality.","Categories
Database Engines/Servers, Search Engines, HTTP Servers"
"NetTime is a simple, free time synchronization client for Win32, providing a client and server for SNTP and RFC868. Its main claim to fame is that it is small, simple and unobtrusive.NetTime is a simple, free time synchronization client for Win32, providing a client and server for SNTP and RFC868. Its main claim to fame is that it is small, simple and unobtrusive.","Categories
Communications, Networking, Internet"
"Community websites can be difficult to maintain and a target for hackers. But, not with ImpressCMS behind it.

Started in 2007 by a talented and committed group of developers and designers unhappy with the progress of the projects they were working on, ImpressCMS continues to lead in providing secure, easy to build and maintain community websites.

ImpressCMS is built using PHP and MySQL, and employs JavaScript and Smarty and is optimized for performance - on even shared hosts.

Secure. Easy. Open. Friendly.Community websites can be difficult to maintain and a target for hackers. But, not with ImpressCMS behind it.

Started in 2007 by a talented and committed group of developers and designers unhappy with the progress of the projects they were working on, ImpressCMS continues to lead in providing secure, easy to build and maintain community websites.

ImpressCMS is built using PHP and MySQL, and employs JavaScript and Smarty and is optimized for performance - on even shared hosts.

Secure. Easy. Open. Friendly.","Categories
Site Management, Frameworks, Content Management Systems (CMS)"
gpEasy is a complete Content Management System (CMS) that lets users create rich and flexible web sites with a simple and easy to use interface. The embedded design of the admin interface allows users to instantly see changes in one browser window.gpEasy is a complete Content Management System (CMS) that lets users create rich and flexible web sites with a simple and easy to use interface. The embedded design of the admin interface allows users to instantly see changes in one browser window.,"Categories
Content Management Systems (CMS)"
Tools for every developer to collaborate and work together.Tools for every developer to collaborate and work together.,"Categories
Desktop Environment, Dynamic Content"
"Async Professional is a comprehensive communications toolkit for Embarcadero Delphi, C++Builder, & ActiveX environments. It provides direct access to serial ports, TAPI, and the Microsoft Speech API. It supports faxing, terminal emulation, VOIP, & more.Async Professional is a comprehensive communications toolkit for Embarcadero Delphi, C++Builder, & ActiveX environments. It provides direct access to serial ports, TAPI, and the Microsoft Speech API. It supports faxing, terminal emulation, VOIP, & more.","Categories
Terminals, Communications, Software Development, Networking, Internet"
"Self Integrated DNS DHCP Server Open Source Freeware Windows/Linux. Works as DHCP or DNS Server or both. Using both services automatically adds DHCP allotted hosts automatically to DNS Server. Support Relay Agent, PXEBOOT, BOOTP, Zone Trasfer, DHCP Range Filters. Download.Self Integrated DNS DHCP Server Open Source Freeware Windows/Linux. Works as DHCP or DNS Server or both. Using both services automatically adds DHCP allotted hosts automatically to DNS Server. Support Relay Agent, PXEBOOT, BOOTP, Zone Trasfer, DHCP Range Filters. Download.","Categories
DNS, Networking, Init"
"The open source Enterprise Content Management (ECM) software that handles any type of content, allowing users to easily share and collaborate on content.The open source Enterprise Content Management (ECM) software that handles any type of content, allowing users to easily share and collaborate on content.","Categories
File Sharing, Enterprise, Dynamic Content, Productivity"
Moved to https://codeberg.org/andybalaam/FreeGuideMoved to https://codeberg.org/andybalaam/FreeGuide,"Categories
Other/Nonlisted Topic, Games/Entertainment, Internet"
"Cntlm is an NTLM / NTLMv2 authenticating HTTP/1.1 proxy. It caches auth'd connections for reuse, offers TCP/IP tunneling (port forwarding) thru parent proxy and much much more. It's in C, very fast and resource-efficient. Go to http://cntlm.sf.net/Cntlm is an NTLM / NTLMv2 authenticating HTTP/1.1 proxy. It caches auth'd connections for reuse, offers TCP/IP tunneling (port forwarding) thru parent proxy and much much more. It's in C, very fast and resource-efficient. Go to http://cntlm.sf.net/","Categories
Security, Desktop Environment, WWW/HTTP, Networking"
"pH7Builder is a Professional, Free & Open Source PHP Social Dating Builder Software (primarily designed for developers ...).

This Social Dating Web App is fully coded in object-oriented PHP (OOP) with the MVC pattern (Model-View-Controller). It is low resource-intensive, extremely powerful and highly secure. pH7Builder is included with over 42 native modules and is based on its homemade pH7 Framework which includes more than 52 packages

To summarize, pH7Builder Social Dating Script gives you the perfect ingredients to create the best dating web app or social networking site on the World Wide Web!


-- Get Involved! --
If you want to work on an Innovative Open Source Social/Dating Software Project with a Beautiful PHP Code using the latest PHP Features while collaborating with nice people and finally if you love the ""Social"" and ""Dating"" Services, ...you HAVE TO DO IT!

- Fork the repo http://github.com/pH7Software/pH7-Social-Dating-CMSpH7Builder is a Professional, Free & Open Source PHP Social Dating Builder Software (primarily designed for developers ...).

This Social Dating Web App is fully coded in object-oriented PHP (OOP) with the MVC pattern (Model-View-Controller). It is low resource-intensive, extremely powerful and highly secure. pH7Builder is included with over 42 native modules and is based on its homemade pH7 Framework which includes more than 52 packages

To summarize, pH7Builder Social Dating Script gives you the perfect ingredients to create the best dating web app or social networking site on the World Wide Web!


-- Get Involved! --
If you want to work on an Innovative Open Source Social/Dating Software Project with a Beautiful PHP Code using the latest PHP Features while collaborating with nice people and finally if you love the ""Social"" and ""Dating"" Services, ...you HAVE TO DO IT!

- Fork the repo http://github.com/pH7Software/pH7-Social-Dating-CMS","Categories
Dynamic Content, Content Management Systems (CMS), Social Networking, Web Development Frameworks"
"Simple, web-based address & phone book, contact manager, organizer. Groups, addresses, e-Mails, phone numbers & birthdays. vCards, LDIF, Excel, iPhone, Gmail & Google-Maps supported. PHP / MySQL based. http://php-addressbook.sourceforge.net/demoSimple, web-based address & phone book, contact manager, organizer. Groups, addresses, e-Mails, phone numbers & birthdays. vCards, LDIF, Excel, iPhone, Gmail & Google-Maps supported. PHP / MySQL based. http://php-addressbook.sourceforge.net/demo","Categories
Email, Other/Nonlisted Topic, CRM, Social Networking"
"Find the next step in your career. Find and apply for remote jobs and jobs in your area using the Slashdot Job Board. Browse by job, company, location, and more.License
GNU General Public License version 3.0 (GPLv3)","Categories
Browsers"
"Claroline is collaborative learning environment based on PHP/mySQL. It allows teachers or education institutions to create and administer courses through the web. The software provides group management, forums, document repositories, calendar, SCORM,...Claroline is collaborative learning environment based on PHP/mySQL. It allows teachers or education institutions to create and administer courses through the web. The software provides group management, forums, document repositories, calendar, SCORM,...","Categories
Communications, Internet, Education, Learning Management Systems (LMS)"
esniper is a lightweight console application for sniping eBay auctions.esniper is a lightweight console application for sniping eBay auctions.,"Categories
Financial, WWW/HTTP"
"EchoVNC is a secure, ""firewall-friendly"" remote-desktop tool with support for VNC, Remote Desktop, and RAdmin servers and viewers. With it, a Windows PC or OSX Mac can be remotely accessed regardless of firewall, router or web-proxy configuration.EchoVNC is a secure, ""firewall-friendly"" remote-desktop tool with support for VNC, Remote Desktop, and RAdmin servers and viewers. With it, a Windows PC or OSX Mac can be remotely accessed regardless of firewall, router or web-proxy configuration.","Categories
Communications, Networking, Internet, Remote Desktop"
"YChan is a free image downloader. It supports multithreading and auto-rechecking of threads. It was created as an alternative for XChan which doesnt work anymore.
Supported Websites: 8chan.co / 8ch.net and 4chan.org
YChan requieres .NET Framework 4.5 or higher.

If you like my work donate me via Paypal or send me a gift on Steam (see ""About"" in the program).

Dev Status:
Project is dead, if somebody wants to create something based on this - the sources are avaiable in the SVNYChan is a free image downloader. It supports multithreading and auto-rechecking of threads. It was created as an alternative for XChan which doesnt work anymore.
Supported Websites: 8chan.co / 8ch.net and 4chan.org
YChan requieres .NET Framework 4.5 or higher.

If you like my work donate me via Paypal or send me a gift on Steam (see ""About"" in the program).

Dev Status:
Project is dead, if somebody wants to create something based on this - the sources are avaiable in the SVN","Categories
Message Board"
"The open content management system for professional journalists. Features include multiple author management, issue-and-section based publishing, geolocation, multilingual content management, and a templating engine supporting HTML5 & mobile.The open content management system for professional journalists. Features include multiple author management, issue-and-section based publishing, geolocation, multilingual content management, and a templating engine supporting HTML5 & mobile.","Categories
Content Management Systems (CMS)"
"The Bug Genie is a user-friendly and powerful PHP5.3-based bug tracker/bug tracking tool with features such as project management, VCS integration (git, svn, hig), wiki and more. Ready to use out-of-the-box, and easy to install.The Bug Genie is a user-friendly and powerful PHP5.3-based bug tracker/bug tracking tool with features such as project management, VCS integration (git, svn, hig), wiki and more. Ready to use out-of-the-box, and easy to install.","Categories
Project Management, Software Development, Help Desk"
MOVED TO GITHUB https://github.com/ole1986/pdf-phpMOVED TO GITHUB https://github.com/ole1986/pdf-php,"Categories
Dynamic Content, Presentation, PDF"
Classes to access the information on imdb from php.Classes to access the information on imdb from php.,"Categories
CGI Scripts"
"Fast and easy TYPO3-Setup for Windows (WAMP). Just Download, Setup and Run TYPO3. Complete Apache Webserver with PHP/MySQL, easy Windows-Frontend for Endusers. Preconfigured Dummy, Quickstart and Testsite-Package of TYPO3 available.Fast and easy TYPO3-Setup for Windows (WAMP). Just Download, Setup and Run TYPO3. Complete Apache Webserver with PHP/MySQL, easy Windows-Frontend for Endusers. Preconfigured Dummy, Quickstart and Testsite-Package of TYPO3 available.","Categories
HTTP Servers, Application Servers, Mobile"
"NZBGet is a usenet downloader, written in C++ and designed with performance in mind to achieve maximum download speed by using very little system resources. It supports all platforms including Windows, Mac, Linux and works on all devices including PC, NAS, WLAN routers and media players.NZBGet is a usenet downloader, written in C++ and designed with performance in mind to achieve maximum download speed by using very little system resources. It supports all platforms including Windows, Mac, Linux and works on all devices including PC, NAS, WLAN routers and media players.","Categories
NNTP, Usenet News, Other file transfer protocol"
"Barbecue is a Java library that enables the creation of barcodes in a variety of standard formats that can be displayed as Swing/AWT components, included in printed output, generated as EPS and SVG and displayed in a web application.Barbecue is a Java library that enables the creation of barcodes in a variety of standard formats that can be displayed as Swing/AWT components, included in printed output, generated as EPS and SVG and displayed in a web application.","Categories
Point of Sale (POS), Dynamic Content, Printing, Graphics, Scientific/Engineering"
"A Web-based Usenet News Reader written by PHP, support NNTP/NNRP access to News Server. Authentication can be easily configured with flexibility. It also supports the charset conversion between different Chinese charsets, both Traditional and Simplified.A Web-based Usenet News Reader written by PHP, support NNTP/NNRP access to News Server. Authentication can be easily configured with flexibility. It also supports the charset conversion between different Chinese charsets, both Traditional and Simplified.","Categories
Usenet News, Message Board"
"Biet-O-Matic is a tool to watch and bid on auctions. Many features like mail control, autoconnect/disconnect, integrated ODBC- client, multi-language-support, time sync, item grouping etc.Biet-O-Matic is a tool to watch and bid on auctions. Many features like mail control, autoconnect/disconnect, integrated ODBC- client, multi-language-support, time sync, item grouping etc.","Categories
Office/Business, Internet"
"Liferay Portal is the world's leading enterprise open source portal framework, offering integrated Web publishing and content management, an enterprise service bus and service-oriented architecture, and compatibility with all major IT infrastructure.

Check GitHub for our latest releases:
https://github.com/liferay/liferay-portal/releases
https://github.com/liferay/liferay-ide/releasesLiferay Portal is the world's leading enterprise open source portal framework, offering integrated Web publishing and content management, an enterprise service bus and service-oriented architecture, and compatibility with all major IT infrastructure.

Check GitHub for our latest releases:
https://github.com/liferay/liferay-portal/releases
https://github.com/liferay/liferay-ide/releases","Categories
Enterprise, Dynamic Content, Site Management"
"e107 is a website content management (CMS) system written in PHP and MySQL. It installs a completely dynamic website on your server allowing you complete control of your site from a secure and intuitive, yet powerful and flexible admin area. Coded HTML5, Twitter Bootstrap 5, jQuery. Full source and changelog available on Github.e107 is a website content management (CMS) system written in PHP and MySQL. It installs a completely dynamic website on your server allowing you complete control of your site from a secure and intuitive, yet powerful and flexible admin area. Coded HTML5, Twitter Bootstrap 5, jQuery. Full source and changelog available on Github.","Categories
Message Board, Content Management Systems (CMS), Blogging"
"ClipBucket is an Open Source and freely downloadable PHP script that will let you start your own Video Sharing website (YouTube Clone) in a matter of minutes. ClipBucket is the fastest growing video script with the most advanced video sharing and social.

ClipBucket source code has been shifted to GitHub, Kindly follow our GitHub for latest releases and code:
https://github.com/arslancb/clipbucketClipBucket is an Open Source and freely downloadable PHP script that will let you start your own Video Sharing website (YouTube Clone) in a matter of minutes. ClipBucket is the fastest growing video script with the most advanced video sharing and social.

ClipBucket source code has been shifted to GitHub, Kindly follow our GitHub for latest releases and code:
https://github.com/arslancb/clipbucket","Categories
Multimedia, Content Management Systems (CMS), Social Networking"
"MultiThreaded TFTP Server Open Source Freeware Windows/Unix for PXEBOOT, firmware load, support tsize, blksize, timeout Server Port Ranges, Block Number Rollover for Large Files. Runs as Service/daemon. Single Port version also available. DownloadMultiThreaded TFTP Server Open Source Freeware Windows/Unix for PXEBOOT, firmware load, support tsize, blksize, timeout Server Port Ranges, Block Number Rollover for Large Files. Runs as Service/daemon. Single Port version also available. Download","Categories
File Transfer Protocol (FTP), Networking, Boot"
"Contiki is an open source, highly portable, networked, multi-tasking operating system for memory-constrained systems.

Contiki current source code: https://github.com/contiki-os/contiki

Contiki historical source code: https://github.com/adamdunkels/contiki-1.xContiki is an open source, highly portable, networked, multi-tasking operating system for memory-constrained systems.

Contiki current source code: https://github.com/contiki-os/contiki

Contiki historical source code: https://github.com/adamdunkels/contiki-1.x","Categories
Desktop Environment, Browsers, HTTP Servers, Networking, Operating System Kernels"
