Description,Category
A Quran App with 3 surahs developed in flash cs4A Quran App with 3 surahs developed in flash cs4,"Categories
Religion and Philosophy"
computer gadget for Prayer Time in duhokcomputer gadget for Prayer Time in duhok,"Categories
Religion and Philosophy"
"The Bible is an offline portable bible which contains all the features needed for a bible student.

Some of the features of TheBible which makes it unique are:

1. It is as tiny as 3.5 MB and its portable.

2. it has no dependencies.

3. It works on all windows systems from win98 to win8.

4. Passage lookup feature which gives you the very feel of using a bible.

5. Keyword search feature which allows you to search for a specific keyword and get all the results in the bible.

6. Combined effect of both the features of Bookmark& Notes which helps your bible study easier.

7. Completely open source so that anyone can redevelop it in the future.

8. Feature to add other bible versions.The Bible is an offline portable bible which contains all the features needed for a bible student.

Some of the features of TheBible which makes it unique are:

1. It is as tiny as 3.5 MB and its portable.

2. it has no dependencies.

3. It works on all windows systems from win98 to win8.

4. Passage lookup feature which gives you the very feel of using a bible.

5. Keyword search feature which allows you to search for a specific keyword and get all the results in the bible.

6. Combined effect of both the features of Bookmark& Notes which helps your bible study easier.

7. Completely open source so that anyone can redevelop it in the future.

8. Feature to add other bible versions.","Categories
Library, Religion and Philosophy"
"Welcome to Piclog; the world's first Creative Networking website that thrives on two significant facets of imagination - Photography & Blogging. This is where pictures speak... more; fuel your pictures with the magic of words or lace some great thoughts around visually inspiring images, the stage is yours!

Click, Blog and Connect with a whole new world of Picloggers.Welcome to Piclog; the world's first Creative Networking website that thrives on two significant facets of imagination - Photography & Blogging. This is where pictures speak... more; fuel your pictures with the magic of words or lace some great thoughts around visually inspiring images, the stage is yours!

Click, Blog and Connect with a whole new world of Picloggers.","Categories
Religion and Philosophy"
“Follow its directions and you will be bending the laws of reality while getting a good night’s rest.”“Follow its directions and you will be bending the laws of reality while getting a good night’s rest.”,"Categories
Religion and Philosophy, Bio-Informatics, Education"
"Projekt ist eingestellt und wird nicht mehr weiterentwickelt! Abgelöst durch WP-MyChurch (https://sourceforge.net/projects/wpmychurch)
#####################################

MyChurchManager ist eine freie Software für die Verwaltung von Kirchen/Gemeinden. Momentan wird nur die englische Sprache unterstützt. Weitere Sprachen folgen noch. Folgende Objekte sind für die Verwaltung implementiert:
- Personen
- Geburtsage
- Gruppen
- Familien
- Kalender / Events
- Dokumente

Ich hoffe diese Software gefällt euch. Wenn nicht, lasst es mich wissen. Verbesserungsvorschläge sind sehr erwünscht!

Gruß SergejProjekt ist eingestellt und wird nicht mehr weiterentwickelt! Abgelöst durch WP-MyChurch (https://sourceforge.net/projects/wpmychurch)
#####################################

MyChurchManager ist eine freie Software für die Verwaltung von Kirchen/Gemeinden. Momentan wird nur die englische Sprache unterstützt. Weitere Sprachen folgen noch. Folgende Objekte sind für die Verwaltung implementiert:
- Personen
- Geburtsage
- Gruppen
- Familien
- Kalender / Events
- Dokumente

Ich hoffe diese Software gefällt euch. Wenn nicht, lasst es mich wissen. Verbesserungsvorschläge sind sehr erwünscht!

Gruß Sergej","Categories
Religion and Philosophy"
"A simple web based tool for analysing a text string using the New Aeon English Qabala ciphers and finding words and passages with matching values in the book of the law (Liber Al) and other texts.

Ultimately plan to replace all key features of the old DOS based 'LEXICON' program in a web based environment, and with an easier to use interface.A simple web based tool for analysing a text string using the New Aeon English Qabala ciphers and finding words and passages with matching values in the book of the law (Liber Al) and other texts.

Ultimately plan to replace all key features of the old DOS based 'LEXICON' program in a web based environment, and with an easier to use interface.","Categories
New Age"
"ShreeNathji - Merged Form of KrishnaRadha

This application helps Thakurji ShreeNathji devotees to have darshan while they are on move. Following are salient features:

- Govardhan Leela by Shree Krishna
- Apperance of Alokik Bhuja
- Ghumar cow feeding Shreeji
- Shreeji appering at Naro's house
- ShreeNathji - Vallabhacharaya Bhent
- KrishnaRadha Merging in to ShreeNathji
- Mangla Darshan
- Shringar Darshan
- Gwal Darshan
- Rajbhog Darshan
- Utthapan Darshan
- Bhog Darshan
- Aarti Darshan
- Shayan Darshan
- Gaushala DarshanShreeNathji - Merged Form of KrishnaRadha

This application helps Thakurji ShreeNathji devotees to have darshan while they are on move. Following are salient features:

- Govardhan Leela by Shree Krishna
- Apperance of Alokik Bhuja
- Ghumar cow feeding Shreeji
- Shreeji appering at Naro's house
- ShreeNathji - Vallabhacharaya Bhent
- KrishnaRadha Merging in to ShreeNathji
- Mangla Darshan
- Shringar Darshan
- Gwal Darshan
- Rajbhog Darshan
- Utthapan Darshan
- Bhog Darshan
- Aarti Darshan
- Shayan Darshan
- Gaushala Darshan","Categories
Religion and Philosophy"
"Check compatibility with your partner based on Numerology.
You can even know what your numbers says about you.
In short the app is a sort of mythological thing and not technical... Still you can use it for fun though the app is based on true numerology. Nothing Fake.

Developed by a set of friends-
Chandan Jha
Vaishali Wahane
Nitin TalmaleCheck compatibility with your partner based on Numerology.
You can even know what your numbers says about you.
In short the app is a sort of mythological thing and not technical... Still you can use it for fun though the app is based on true numerology. Nothing Fake.

Developed by a set of friends-
Chandan Jha
Vaishali Wahane
Nitin Talmale","Categories
Religion and Philosophy"
"English Kabbalah is a collection of command-line applications that perform various coding/ciphering tasks, along with searching a given file for those results.

It is intended that this suite will aid the student of Kabbalah, or any one interested enough, to discover for him/herself any underlying mystery of meanings within texts considered holy or otherwise, and to find entertainment in the attempts thereof.English Kabbalah is a collection of command-line applications that perform various coding/ciphering tasks, along with searching a given file for those results.

It is intended that this suite will aid the student of Kabbalah, or any one interested enough, to discover for him/herself any underlying mystery of meanings within texts considered holy or otherwise, and to find entertainment in the attempts thereof.","Categories
New Age"
"Bierzmowanie to program do drukowania zaświadczeń do sakramentu bierzmowania i kopert do parafii chrztu.
Program jest darmowy, można go bezpłatnie rozpowszechniać, opublikowny na licencji LGPL 2.1Bierzmowanie to program do drukowania zaświadczeń do sakramentu bierzmowania i kopert do parafii chrztu.
Program jest darmowy, można go bezpłatnie rozpowszechniać, opublikowny na licencji LGPL 2.1","Categories
Religion and Philosophy"
"Meditime is a simple meditation timer and has the following features:
- Define a meditation time between 0 and 60 minutes.
- Optionally plays an initial sound;
- Select between 7 ending sound from Buddhist to Muslim sounds.Meditime is a simple meditation timer and has the following features:
- Define a meditation time between 0 and 60 minutes.
- Optionally plays an initial sound;
- Select between 7 ending sound from Buddhist to Muslim sounds.","Categories
Religion and Philosophy"
Android application that displays list of halachic/halakhic times for Jewish prayers (zmanim and zmanei tefillot).Android application that displays list of halachic/halakhic times for Jewish prayers (zmanim and zmanei tefillot).,"Categories
Religion and Philosophy, Astronomy"
"parsical is a Shahenshahi or parsi calendar application. It's useful for prayers, birthdays, weddings, navjotes, jashans, and other events. It features sunrise calculation based on the computer timezone (as roj begins at sunrise in this calendar), ""previous"" and ""next"" month and year buttons, conversion between Gregorian and Shahenshahi dates, and jumping to the calendar month on a given date or roj.parsical is a Shahenshahi or parsi calendar application. It's useful for prayers, birthdays, weddings, navjotes, jashans, and other events. It features sunrise calculation based on the computer timezone (as roj begins at sunrise in this calendar), ""previous"" and ""next"" month and year buttons, conversion between Gregorian and Shahenshahi dates, and jumping to the calendar month on a given date or roj.","Categories
Religion and Philosophy"
"This is a suite of tools for farmers it includes local market prices for their sales, weather reports, other features useful to farmers.This is a suite of tools for farmers it includes local market prices for their sales, weather reports, other features useful to farmers.","Categories
UML, Earth Sciences, Humanitarianism"
"Prayer Times on your desktop. Know the prayer times, hijri date and Qibla direction. Listen the Azan-ı Serif on your selected prayer times. Calculates prayer times for World. (Qt based)
8 calculation methods
Prayer ClockColors of prayer on 24 hours based analog clock
Calculates prayer times for custom locations with Latitude & Longitude.
Calculate angle of Qibla. Hijri date.
Time left to next prayer time.
Time adjustments for prayer times.
Listen the Azan-ı Serif on your selected prayer times.
24 hours / 12 hours(AM/PM) format
Two methods for Asr prayer time calculation.
Kerahat times.
Time adjustments (Tamkin periods) for prayer times.
Takes up less space on your desktop by Compact Mode.
Notify with Al Aqsa mosque skinned mini window.
An internet connection is not required.Prayer Times on your desktop. Know the prayer times, hijri date and Qibla direction. Listen the Azan-ı Serif on your selected prayer times. Calculates prayer times for World. (Qt based)
8 calculation methods
Prayer ClockColors of prayer on 24 hours based analog clock
Calculates prayer times for custom locations with Latitude & Longitude.
Calculate angle of Qibla. Hijri date.
Time left to next prayer time.
Time adjustments for prayer times.
Listen the Azan-ı Serif on your selected prayer times.
24 hours / 12 hours(AM/PM) format
Two methods for Asr prayer time calculation.
Kerahat times.
Time adjustments (Tamkin periods) for prayer times.
Takes up less space on your desktop by Compact Mode.
Notify with Al Aqsa mosque skinned mini window.
An internet connection is not required.","Categories
Religion and Philosophy"
"BiblePaste is a free software. With it you can copy to the clipboard from the entire Bible and paste to any text editor in one button press. Through the settings you can customize the way and format of the insertion, so studying the Bible or taking notes is much easier. The software doesn't require installation. Just download, extract and run it. Even on USB flash drives.BiblePaste is a free software. With it you can copy to the clipboard from the entire Bible and paste to any text editor in one button press. Through the settings you can customize the way and format of the insertion, so studying the Bible or taking notes is much easier. The software doesn't require installation. Just download, extract and run it. Even on USB flash drives.","Categories
Text Processing, Religion and Philosophy"
A German web based program that help to find the right denomination. The website matching the belief of a user with beliefs of difference denomination and get back a analyses of accordances.A German web based program that help to find the right denomination. The website matching the belief of a user with beliefs of difference denomination and get back a analyses of accordances.,"Categories
Religion and Philosophy, Internet, Exam"
"• Shabbos Davening

• Nusach Ashkenaz with Kedusha and other responsive readings in Nusach Arizel for those who daven of Chabad

• Large font (usually 22pt)

• Simple with no frills. Meant primarily as a basis for custom siddurim or as an appendix to custom sefarim published by Lulu

• Looking for volunteers to help!• Shabbos Davening

• Nusach Ashkenaz with Kedusha and other responsive readings in Nusach Arizel for those who daven of Chabad

• Large font (usually 22pt)

• Simple with no frills. Meant primarily as a basis for custom siddurim or as an appendix to custom sefarim published by Lulu

• Looking for volunteers to help!","Categories
Religion and Philosophy"
"The repository has moved to GitHub! Das Repository ist nach GitHub umgezogen!

https://github.com/freie-bibel


The bible resources of this project are in German language and the software is in English. This repository contains only the text-based files, see the website of the project http://www.freie-bibel.de for the binary files. For more information, see the detailed project description http://www.freie-bibel.de/official/projekt/bibeldigitalisierung.html. If you're interested in using the software tools, see http://www.free-scriptures.org and https://www.we-teve.com/watch?v=IHT56h83HkteH.The repository has moved to GitHub! Das Repository ist nach GitHub umgezogen!

https://github.com/freie-bibel


The bible resources of this project are in German language and the software is in English. This repository contains only the text-based files, see the website of the project http://www.freie-bibel.de for the binary files. For more information, see the detailed project description http://www.freie-bibel.de/official/projekt/bibeldigitalisierung.html. If you're interested in using the software tools, see http://www.free-scriptures.org and https://www.we-teve.com/watch?v=IHT56h83HkteH.","Categories
XML, Religion and Philosophy, Printing"
"Explore your mind, extract your reasons, determine your way of being.
For this to find and provide helps useful, easy to access, quick to process
- structured documentation for support, maintenance, development.
- functional overview, usecase x-refs of how things work.
- cooperation, coordination, communication for efficiency and effectivity.Explore your mind, extract your reasons, determine your way of being.
For this to find and provide helps useful, easy to access, quick to process
- structured documentation for support, maintenance, development.
- functional overview, usecase x-refs of how things work.
- cooperation, coordination, communication for efficiency and effectivity.","Categories
Religion and Philosophy"
asdfdfdasdfdfd,"Categories
Enterprise, Project Management, Religion and Philosophy"
"SocialCommunity is a software suite for social service organziations, with non-profits in mind. It will contain client management. Human Resources, Communications, Scheduling, Finances and Referral systems when done. It runs as a QT-based client with a MySql backend. Which should be perfect for most organizations. A web-based interface will be available later on for groups who prefer it.SocialCommunity is a software suite for social service organziations, with non-profits in mind. It will contain client management. Human Resources, Communications, Scheduling, Finances and Referral systems when done. It runs as a QT-based client with a MySql backend. Which should be perfect for most organizations. A web-based interface will be available later on for groups who prefer it.","Categories
Office/Business, Humanitarianism"
Toward A Philosophy Of Computing begins as a dissertation proposal in Texts and Technology at the University of Central Florida that explores doing philosophy by programming. See the project wiki for the proposal.Toward A Philosophy Of Computing begins as a dissertation proposal in Texts and Technology at the University of Central Florida that explores doing philosophy by programming. See the project wiki for the proposal.,"Categories
Religion and Philosophy, HMI, Education"
"This program allows you to create GoBible Bibles through bblx modules from e-sword. Also is included an application to convert old bbl modules to new bblx modules. Go Bible is a Free Bible viewer application for Java mobile phones (J2ME MIDP 1.0 and MIDP 2.0). eSwordToGoBible requires Java Runtime Environment, .NET 4.0 Full and .NET 3.5 SP1 runtime.This program allows you to create GoBible Bibles through bblx modules from e-sword. Also is included an application to convert old bbl modules to new bblx modules. Go Bible is a Free Bible viewer application for Java mobile phones (J2ME MIDP 1.0 and MIDP 2.0). eSwordToGoBible requires Java Runtime Environment, .NET 4.0 Full and .NET 3.5 SP1 runtime.","Categories
Religion and Philosophy, Mobile"
